gene_name	Control_Rep.A	Control_Rep.B	Control_Rep.C	Treat1_Rep.A	Treat1_Rep.B	Treat1_Rep.C	Treat2_Rep.A	Treat2_Rep.B	Treat2_Rep.C	Treat3_Rep.A	Treat3_Rep.B	Treat3_Rep.C	Control_Mean	Treat1_Mean	Treat2_Mean	Treat3_Mean	fc_treat1	fc_treat2	fc_treat3
C2_01970C_A	1889.000005	2052.000006	2113.999998	2457.999999	2709.000003	2409.000003	2051.000005	2091.000005	2189.000001	5089.000014	3904.999992	4066	2018.333328	2525.333325	2110.333334	4353.333346	0.32330937	0.06430644	1.10895604
C2_01980C_A	755.9999999	828.9999997	955.0000001	832.9999998	379	345.0000001	488.0000001	509	443.9999999	1054.999997	970.9999997	573.0000001	846.6666667	518.9999999	480.3333332	866.3333335	-0.706059553	-0.817758162	0.033128137
C2_01990C_A	1331.000004	948.0000001	1162.999999	1125.000003	1915.000004	1645.000002	4463.999994	4737.000011	3091.000002	2892.000006	3099.000001	2702.000001	1147.333332	1561.666665	4097.333331	2897.66667	0.44480195	1.83640067	1.33660705
C2_02000W_A	3040.000004	3143.000007	3361.000006	4280.999999	4035.000005	3947.999988	3858.000005	4086.000004	4575.000006	7632.000021	6238.999982	6332.999982	3181.33334	4087.999997	4173.000014	6734.666687	0.36176365	0.39145338	1.081975
C2_02010C_A	582.9999999	340	487	372	450.9999999	490	1021	1076.999997	994.0000003	797	838.9999997	911.0000001	470.0000001	437.6666666	1030.666664	849.0000003	-0.102828247	1.132845153	0.853103797
C2_02020W_A	2930.999995	2516.000005	2952.000008	2855	3647.999989	3282.99999	4675.000001	4709.999985	3943.000013	2907.000008	2885.999991	2650.999991	2799.666662	3262.000007	4442.666652	2814.666662	0.22050172	0.66617083	0.00770901
C2_02030W_A	8552.999972	12800	13242.00005	25157.00002	1858.999994	2617.999996	2801.000004	2991.00001	13902	5685.999986	1795.000002	2165.000001	11531.66667	9877.999977	6564.666657	3215.333324	-0.22331017	-0.81280738	-1.84256083
C2_02040W_A	790.9999997	744.9999998	799	1024	890.0000001	829.9999999	1603	1690.999995	1440.000004	1074.000001	1056.999999	843	778.3333334	914.666667	1578	991.3333331	0.232857932	1.019637156	0.348982097
C2_02050C_A	1038.000001	1311.999996	1140.000001	2023.999993	843	684.0000001	624.0000001	687.0000001	1662.999996	3607.999992	3015.999993	2267.000007	1163.333333	1183.666663	991.3333331	2963.666673	0.02499832	-0.230822389	1.34911866
C2_02060C_A	65	86.00000002	44.99999999	18.99999999	35.99999999	20	331.9999999	328.0000001	198	60.00000002	64	44.99999999	65.33333332	25	286	56.33333331	-1.385891153	2.130123994	-0.213830408
C2_02070W_A	2	4	4	6.000000001	8.999999997	16	157	168	189	7	8.999999997	6.000000001	3.333333333	10.33333334	171.3333333	7.333333334	1.632268216	5.683696454	1.137503524
C2_02080W_A	8.999999997	11	10	27	42.00000001	44.00000001	438.0000001	313	102	29	33.99999999	42.00000001	10	37.66666667	284.3333332	35	1.913288367	4.829511335	1.807354922
C2_02090W_A	759.9999998	973.9999999	993.0000003	1187.999999	1094.999997	1070.999996	2523.999991	2579.999999	2389.999995	1399.999998	1456.999998	1258.000003	908.9999999	1117.999998	2497.999997	1371.666662	0.298567986	1.458421276	0.593577726
C2_02100W_A	2510.000002	3338.000001	2890.000005	5712.999982	6733.000002	5188.999998	4438.99999	4772.000008	3243.999991	5861.999989	4863.999988	4146.999995	2912.666667	5878.333315	4151.666665	4957.666672	1.01306656	0.51135001	0.76732067
C2_02110C_A	141	106	125	153	159	155	584.9999998	640	718.9999998	648.0000001	488.0000001	633.9999999	124	155.6666667	648.0000001	589.9999999	0.328119929	2.385653693	2.250374834
C2_02120W_A	241	763.0000001	761.0000003	1281	980.9999999	1064.000003	1459.999996	1434.000001	1757.000005	1319.000001	1431.000003	1444.000003	588.3333332	1108.666665	1550.333329	1398.000004	0.914119983	1.397872753	1.248658683
C2_02130C_A	12	3.000000001	7	17	24	22.00000001	81.00000001	56.99999999	47.00000001	24	21	23	7.333333334	21	61.66666668	22.66666667	1.517848305	3.071949842	1.628031223
C2_02140C_A	1	2	1	3.000000001	7	4	25	30.99999999	21	3.000000001	5	8	1.333333333	4.666666666	25.66666667	5.333333332	1.807354922	4.266786541	2
C2_02150C_A	730.0000001	814.9999999	828.9999997	1809.999998	1958.999997	1949.000006	2449.999993	2253.000003	1678.999994	1840.999998	1838.999994	1695.000002	791.3333334	1905.999995	2127.33333	1791.666668	1.268190681	1.426688671	1.178944821
C2_02160W_A	285	278.0000001	354	247.0000001	200	230	510	512	511	294.9999999	361	291	305.6666667	225.6666667	511	315.6666667	-0.4377659	0.741364058	0.046442692
C2_02170W_A	792	1771.000004	1360.000004	2871.999992	2769.000003	2646.000007	2371.000004	2219.999998	2289.000004	2635.000006	2763.999999	2029.999997	1307.666667	2762.333341	2293.333335	2476.333333	1.07889259	0.81045123	0.92121069
C2_02180W_A	876.0000002	547.0000001	748.0000001	481.9999999	435.0000001	438.0000001	682.9999999	701.9999999	722.0000001	781.9999998	861.9999999	783.9999999	723.6666667	451.6666668	702.3333333	809.333333	-0.680066874	-0.043169412	0.161408695
C2_02190C_A	149	146	178	144	102	98.99999999	148	147	191	457	368	283	157.6666667	115	162	369.3333332	-0.455243822	0.03911613	1.228045792
C2_02200W_A	771	958.0000002	825.9999998	1158.000002	986.9999997	1069.999999	930	882.0000003	1122.999998	1074.000001	934.0000002	918.9999998	851.6666666	1071.666666	978.3333331	975.6666669	0.331495445	0.200037212	0.196099455
C2_02210C_A	357.9999999	432	436.0000001	410.0000001	541.0000001	481.0000001	709.9999998	720.9999999	538.0000002	792	737	636.9999999	408.6666667	477.3333332	656.3333333	722.0000001	0.224072513	0.683504132	0.821074264
C2_02220C_A	5	6.000000001	3.000000001	6.000000001	1	4	26	30.99999999	32.99999999	13	15	12	4.666666666	3.666666667	30.00000001	13.33333333	-0.347923303	2.684498175	1.514573173
C2_02230C_A	14	8.999999997	10	8	23	12	58.99999999	51	43.00000001	22.00000001	20	15	11	14.33333333	51	18.99999999	0.381870635	2.212993723	0.788495894
C2_02240C_A	1232.999996	1228.000004	1387.999998	1482.999997	1731.999994	1423.999999	3200	3268.999996	2519.000006	3301.999989	2649.999992	2732.999991	1283.000004	1546.333333	2996.000003	2894.999994	0.26933017	1.22351645	1.17404217
C2_02250C_A	704.0000002	783.9999999	793.0000002	732.9999999	587	520	848.0000003	886.9999998	892	1635.999997	1253.999998	1168.999996	760.3333335	613.3333332	875.6666664	1352.999996	-0.309960681	0.203749753	0.831457889
C2_02260W_A	2043.000002	1630.000001	2039	1343.000001	1148.000003	1036.000002	1514	1476.000004	1617.999997	2269.999997	1745.999996	1775.000001	1903.999996	1175.666667	1535.999999	1930.333332	-0.6955544	-0.30985526	0.01981652
C2_02270C_A	503.0000001	1201.999999	1275.999997	1832.000002	1958.000001	2334.000007	1950.000002	2107.999998	3225.000011	1720.999998	1531.999998	2156.999998	993.6666665	2041.333338	2427.666668	1803.333336	1.038677911	1.288736471	0.859832221
C2_02280W_A	1011	1392.999997	1690.999995	1298.000002	1662.000004	1842.000005	1793.999994	1809.999998	2110.999995	1127.999998	1137.000001	1090	1365.000004	1600.666669	1904.999997	1118.333333	0.22977195	0.48089004	-0.28755069
C2_02290C_A	127	97.99999999	148	130	88.00000002	110	257.9999999	234.0000001	347.0000001	103	94.00000002	92.99999999	124.3333333	109.3333333	279.6666667	96.66666665	-0.185479816	1.169495181	-0.36312273
C2_02300W_A	195	146	175	137	120	136	261.0000001	281.9999999	363.9999999	175	160	165	172	131	302.3333334	166.6666667	-0.392841753	0.813731485	-0.045442971
C2_02310W_A	3068.999999	3961.000011	4647.999989	2530.999996	2160.000004	2698.999997	1671.000002	1654.999998	3313.000004	2251.999997	2231.999997	2255.999996	3892.66668	2463.333336	2213.000006	2246.666674	-0.66014695	-0.81475536	-0.79297272
C2_02320C_A	3343.999995	3110.000011	3383.999993	2986.999995	2523.999991	2683.000001	4678.999989	4719.999986	7876.000022	2757.999997	1919.000005	2068	3279.333336	2731.333339	5758.333336	2248.333338	-0.26379716	0.81224875	-0.54454661
C2_02330W_A	259.0000001	251.9999999	272	237.9999999	212.0000001	244.0000001	425	449.9999999	675.9999999	213.9999999	157	193	261.0000001	231.3333334	516.9999999	188	-0.174076645	0.986114473	-0.473317145
C2_02340C_A	5043	4527.999991	4869.000016	3878.999999	3168.99999	2948.000002	3379.000011	3563.999996	5493.000013	7052.000003	6210.999989	5449.000017	4813.33333	3332.000011	4145.333332	6237.333352	-0.53064793	-0.21554822	0.37389303
C2_02350C_A	769	949	966.0000001	1402.999996	1299.000004	1120.000002	1779.000006	1931.000001	1549.000001	1281	1093.999998	1069.999999	894.666667	1273.999998	1752.999999	1148.333336	0.509943104	0.970403824	0.360119314
C2_02360C_A	299.9999999	216.9999999	251	158	127	164	398.9999999	446	534.0000001	192	221.9999999	272	256	149.6666667	459.6666667	228.6666668	-0.774390866	0.844444241	-0.162897734
C2_02370C_A	10172.00002	9772.000012	10593.99998	10098.99997	3010.999994	3143.000007	6532.99998	6953.999992	11143.99998	7190.000023	3827.999988	3230.000001	10179.33334	5417.666681	8210.333332	4749.333332	-0.90989954	-0.31013038	-1.09984616
C2_02380W_A	5696.999997	4452.000008	5470.000009	6127.999992	6314.000021	5990.00001	8899.999995	9145.999976	9826.999996	12299.00002	9582.999978	10378	5206.333343	6143.999997	9291.00001	10753.33335	0.23891053	0.8355662	1.04644435
C2_02390W_A	414.9999999	339	551.0000002	182	166.9999999	123	56	61.00000002	113	202	114	203	435.0000001	157.3333333	76.66666665	173	-1.467191043	-2.504344041	-1.330243363
C2_02400W_A	1037.000001	531.0000001	692.0000002	1151.999999	543.9999999	522.9999999	948.0000001	1064.000003	849.0000003	889.0000001	715.9999999	781.9999998	753.3333336	739.6666669	953.6666669	795.6666665	-0.026413105	0.340196725	0.078875793
C2_02410W_A	3620.999996	2495	2527.000002	2505.000003	2717.999999	2968.000007	7689.999985	7766.999997	8577.999996	13364.00002	10726.00001	11431.00002	2881.00001	2730.333337	8011.666654	11840.33336	-0.07749257	1.47553273	2.03906813
C2_02420C_A	1631.999998	673.0000002	978	1703	1499.000002	1353.999997	1182	1201.000004	1399.000003	1813	2142.999993	2116.999994	1094.33333	1518.666666	1260.666669	2024.333329	0.472753	0.20413462	0.88739462
C2_02430W_A	522.0000002	1028.000001	1003	3037.999991	1473.000005	1569.000003	1842.000005	1846.000003	1604.000004	730.0000001	751.0000003	979.0000003	851.0000002	2026.66667	1764.000005	820.0000003	1.251877788	1.051619528	-0.053535222
C2_02440W_A	1115.999999	1013	1187.999999	1052.999999	1114.999996	1016	1896.000001	2058.999993	2030.999994	1912.000003	1506.999998	1710.999995	1105.66667	1061.333333	1995.333329	1710	-0.05903868	0.85171326	0.62907981
C2_02450C_A	662.0000001	2277.999997	1832.999999	2892.000006	1940.000004	1807.999997	2482	2662.000008	2026.999995	1204.999999	1211.999997	1143.000001	1591	2213.33334	2390.333331	1186.666671	0.47628691	0.58727798	-0.42301909
C2_02460W_A	2561.000004	1788.999997	2219.999998	1535	1528.000002	1449	2158.000001	2345.000004	2424.999997	2928.000003	2541	2670.000006	2189.999993	1503.999998	2309.333327	2712.999996	-0.5421263	0.07654556	0.30895818
C2_02470C_A	2	1	1	1	3.000000001	1	4	3.000000001	8	2	3.000000001	1	1.333333333	1.666666666	5	2	0.321928095	1.906890596	0.584962501
C2_02490C_A	1125.000003	1106	1050.999997	1576.000001	1528.999999	1515.000002	2403.999999	2321.000004	2260.000004	2365.000003	2026.000002	1635.999997	1093.999998	1540.000005	2328.333334	2009.000002	0.49331762	1.08968488	0.87686483
C2_02500W_A	1089.000001	862.9999999	1016	801.9999997	1265	780.9999999	2036.999993	2264.999992	1360.999999	2145.999999	1903.000005	1624.000003	989.3333334	949.3333332	1887.666662	1891.000003	-0.059541946	0.932075434	0.934620774
C2_02510W_A	1508.999999	2254	2379.000006	2082.999994	1133.000003	1098.999999	1809.999998	1789.999997	1991.000006	1418.000003	1231.000003	1231.999999	2047.333339	1438.33333	1863.666668	1293.666669	-0.50934796	-0.13560217	-0.66228008
C2_02520W_A	792	666.9999999	704.9999999	860.9999998	980.9999999	914.9999999	1780.999999	1851	1650.000001	1564.999998	1422	1366.000002	721.3333333	918.9999998	1760.666672	1450.999996	0.349398768	1.287383807	1.008309517
C2_02530W_A	8	7	8	12	4	5	13	18.99999999	17	7	6.000000001	3.000000001	7.666666665	7	16.33333333	5.333333332	-0.131244533	1.091147888	-0.523561956
C2_02540W_A	1342.000004	2398.999996	2618.999992	2768.000005	1146.000001	1410.000003	2815.000006	2756.999996	1990.000006	1232.999996	1487.999999	1399.999998	2120.000001	1774.666673	2520.666661	1373.666669	-0.25651619	0.24974108	-0.6260323
C2_02550C_A	102	73.00000001	74.00000002	77.00000002	156	169	1504.999998	1485.999999	989.0000002	219.0000001	186	192	82.99999998	134	1326.666672	199.0000001	0.691049759	3.998550789	1.26158519
C2_02560W_A	3.000000001	1	2	4	8.999999997	4	39	32.99999999	13	4	3.000000001	5	2	5.666666669	28.33333333	4	1.502500341	3.824428435	1
C2_02570W_A	94.99999998	33.99999999	73.00000001	82.99999998	129	92.99999999	393.9999999	377.9999999	269.0000001	53.00000002	61.99999998	51.99999999	67.33333333	101.6666667	347.0000001	55.66666668	0.59445395	2.365542871	-0.27450719
C2_02580W_A	726	753.9999999	865.0000003	1691.999996	525.0000002	382	1028.000001	1130.000002	1733.000001	563	507	292.9999999	781.6666668	866.3333335	1296.999996	454.3333333	0.148368711	0.730553053	-0.782802361
C2_02590W_A	7928.000015	7146.999985	9951.999999	2641.999998	1028.000001	1004	352.9999999	347.0000001	696.0000001	237.9999999	297	254	8342.333313	1558.000002	465.3333332	262.9999999	-2.42075572	-4.164114515	-4.987316251
C2_02600C_A	21	23	17	22.00000001	20	18.99999999	70	74.00000002	81.00000001	98.99999999	64	75.99999998	20.33333334	20.33333334	74.99999997	79.66666665	0	1.883043853	1.97012947
C2_02610C_A	628	1021	1049.999998	44.99999999	47.00000001	41.00000001	149.9999999	145	178	115	94.00000002	82.00000002	899.6666668	44.33333334	157.6666667	96.99999999	-4.342926826	-2.512512888	-3.213333919
C2_02620W_A	1733.999996	1104.000002	1479.000003	1081.000002	973.9999999	939.0000002	1440.000004	1635.999997	1901.999999	1842.000005	1291.000004	1235.000003	1439.000003	997.9999998	1659.333328	1456	-0.527954875	0.20553713	0.01694376
C2_02630W_A	181	218	267.0000001	365.0000001	296.0000001	269.0000001	831.0000001	892.9999999	749.9999998	379	390.9999999	325.9999999	221.9999999	309.9999999	824.6666665	365.3333333	0.481708539	1.893251418	0.718653716
C2_02640C_A	257	181	225.9999999	119	67.99999999	47.00000001	392	420.0000001	611.0000001	308.0000001	290	158	221.3333332	78.00000001	474.3333334	251.9999999	-1.504674711	1.099680516	0.187202993
C2_02650C_A	27	20	20	158	30.00000001	32.99999999	101	115	208	287.0000001	74.99999997	132	22.33333334	73.66666668	141.3333333	164.6666667	1.721813369	2.661831264	2.882278041
C2_02660W_A	681	510	577.0000001	520.9999999	337.9999999	334.9999999	638.0000001	643.9999999	770.0000002	1814.999996	1327.000004	1362.000002	589.3333335	398.0000001	684.0000001	1501.333332	-0.566315438	0.214912456	1.349088551
C2_02670C_A	359.9999999	254	264.9999999	316	267.0000001	284.0000001	433.0000001	422.0000001	664.9999998	563	384.0000001	383	292.9999999	289.0000001	506.6666668	443.3333334	-0.019831171	0.790136254	0.597491176
C2_02680W_A	838.0000002	1265	1236.000002	2152.999994	1422	1392.999997	1360.999999	1416.999997	1810.999999	2282.000006	1528.999999	1416	1113.000002	1656.000003	1529.666666	1742.333329	0.57324908	0.45876371	0.64656706
C2_02690W_A	2955.999992	3938.000011	3735.000006	1993.999994	1455.000002	1268	1695.999995	1755.000006	1901.999999	1868	1151.000001	1091.999999	3543	1572.333328	1784.333338	1370.333337	-1.17206437	-0.98958631	-1.37044459
C2_02700C_A	478	382	470.0000001	245	121	138	340	313	525.0000002	224	196.9999999	178	443.3333334	168	392.6666666	199.6666667	-1.399930607	-0.175086707	-1.150798338
C2_02710C_A	833.9999997	1387.999998	1479.999999	2101.999994	1569.999996	1710	1910.999996	2041.000004	2611.999997	1816.999995	1621.999995	2055.000002	1234.000001	1793.999994	2187.999996	1831.333328	0.53983749	0.82627034	0.56955201
C2_02720W_A	2455.000001	3587.999988	3181.000008	5477.000019	6463.999988	5746.00001	3772.999987	3810.999993	4009.999996	3549.000002	2878.000007	3353.000005	3074.666673	5895.666653	3864.666668	3260.000002	0.93922494	0.32991397	0.08444195
C2_02730W_A	2523.999991	2041.999999	2399.999999	2312.999999	2707.999993	2527.000002	6767.999985	7328.00001	6859.999995	6583.999998	5477.000019	5674.000019	2322.000005	2516.000005	6985.333353	5911.66667	0.11576395	1.58896099	1.34819695
C2_02740C_A	1631.000004	2399.999999	2479.000007	3483.000006	1502.000003	1937.000002	2041.999999	2055.000002	3195.999994	1157.000001	920.9999999	1509.999996	2170.000004	2307.333341	2431.000003	1195.999997	0.0885314	0.16385485	-0.85947766
C2_02750C_A	35.99999999	27	37.00000001	44.99999999	211	135	342	341	193	26	40	42.00000001	33.33333333	130.3333333	292	35.99999999	1.967168607	3.13093087	0.111031312
C2_02760W_A	2818.999995	2810.00001	2898.000001	5675.000012	8044.000021	6910.999982	13214.99996	13667.00004	10272.00002	15018.00004	13005.00001	14540.00001	2842.333332	6876.666666	12384.66668	14187.66667	1.27463366	2.12340738	2.31948968
C2_02770W_A	3951.999996	3313.000004	3840.000012	4301.000012	4308.999991	3446.999992	4773.999996	5061.000003	4227.000009	5977.000011	4804.000014	4662.000003	3701.666662	4018.999994	4687.333338	5147.666665	0.11866159	0.34059241	0.47574365
C2_02780C_A	267.0000001	225.9999999	233.0000001	309.9999999	277	213	515	543.0000001	548	199.0000001	213.9999999	138	242	266.6666667	535.3333334	183.6666667	0.140030452	1.14543044	-0.397917229
C2_02790C_A	17	12	17	28	35.99999999	25	57.99999999	32.99999999	51.99999999	23	25	24	15.33333333	29.66666666	47.66666666	24	0.952171475	1.636309381	0.646363046
C2_02800W_A	836	639	715.0000002	656.9999999	490	644.9999999	897.0000001	945.9999998	1557.000001	1232.999996	939.0000002	1232.999996	730.0000001	597.3333332	1133.333333	1134.999998	-0.289360233	0.634603876	0.636723926
C2_02810C_A	891.0000003	856.9999999	806.0000003	754.9999999	455.9999999	481.0000001	681	718.0000001	1124	1215.999997	996	970.9999997	851.3333333	563.9999998	840.9999999	1060.999999	-0.594028957	-0.017618319	0.317628631
C2_02820C_A	272	361	359.9999999	468.0000001	398.0000001	322	905	885	943.0000002	635.0000001	552.0000001	650.9999999	331	396	911.0000001	612.6666669	0.258669213	1.460619837	0.888271144
C2_02830C_A	6251.999987	5711.000003	5922.999997	13204.99999	15863.99998	12940.00003	29627.99996	31451.00003	30857.00009	14745.99998	12798.99996	13289.00004	5962	14002.99998	30645.3334	13611.33337	1.23186766	2.36179912	1.19094012
C2_02840C_A	773.9999999	727	837.0000003	863.9999999	1067.999999	977	2636.000009	2589.999995	2078.000002	2166.000004	2196.999993	2076.999999	779.3333334	969.6666664	2434.666668	2146.666663	0.315248366	1.643411836	1.461785756
C2_02850W_A	56.99999999	16	22.00000001	136	166	159	88.00000002	87.00000001	92.99999999	61.00000002	86.00000002	98.99999999	31.66666668	153.6666667	89.33333335	82.00000002	2.278767332	1.496233582	1.372658897
C2_02860W_A	22917.00005	8152.000022	11138.00002	14861.00002	7961.000016	7444	2170.000004	2213.000006	2431.000003	4699.999995	5611.00001	7645.00002	14069.00002	10088.66668	2271.333331	5985.333333	-0.47978427	-2.63090844	-1.23301629
C2_02870W_A	924.9999997	851.9999999	942.0000003	1024	669.0000002	805	1484.000003	1504.999998	1701.999998	1670.000003	1342.000004	1241	906.3333331	832.6666667	1563.666672	1417.666668	-0.122302674	0.786819355	0.645404705
C2_02880C_A	794.9999999	582	801.9999997	611.0000001	639	731.9999999	1518.999995	1699.999999	2245.000001	1076.999997	1041.999998	1279.000001	726.3333331	660.6666669	1821.333336	1132.666669	-0.136709233	1.32629129	0.64101966
C2_02890W_A	1573.000005	1167.000003	1339.000004	1726.000001	1838.999994	1766.999994	1932.000002	2058.000004	1934.999999	1798.000006	1759.000003	1854.999998	1359.666666	1777.333328	1975.000003	1803.999996	0.38646127	0.53859965	0.40794633
C2_02900W_A	221.9999999	203	228	278.0000001	213.9999999	245.9999999	1008	943.0000002	794.9999999	491.9999999	464	365.9999999	217.6666667	245.9999999	915.3333331	440.6666667	0.176537824	2.072176728	1.01756728
C2_02910W_A	11	13	13	15	29	23	65	78.00000001	61.00000002	60.00000002	41.00000001	96.99999999	12.33333333	22.33333334	67.99999999	65.99999998	0.856635825	2.462971976	2.419903254
C2_02920W_A	2368.000007	1410.999997	1885.000002	2558.000002	3076.000004	2359.999993	3434.999991	3616.999993	2958.999998	2929.000004	2327.999995	2847.999998	1888.000001	2664.666673	3336.999997	2701.666667	0.49709631	0.82169292	0.51699092
C2_02930C_A	8325.000018	4822.999984	5695.000013	11947.99998	6601.999985	6334.999982	2818.000007	2896.000006	3224.000003	4288.999998	4569.000009	4575.000006	6280.999983	8295.000024	2979.333336	4477.666674	0.40124772	-1.07600472	-0.48824713
C2_02940W_A	420.0000001	352.0000001	408	2357.999995	511	580	1953.999997	2165.000001	2941.000002	4109.000014	1854.999998	1878.000003	393.3333332	1149.666664	2353.333338	2614.000008	1.547391267	2.580881327	2.732434787
C2_02950W_A	149.9999999	105	139	92.99999999	40	43.00000001	233.0000001	287.9999999	382	240.0000001	166	96.99999999	131.3333333	58.66666667	301.0000001	167.6666667	-1.1626202	1.196530359	0.352362771
C2_02960C_A	424.0000001	490	534.0000001	1238.000001	985.9999997	903.9999997	1604.000004	1746.999996	1722.000003	1435.999996	1206.999999	1056.999999	482.6666665	1042.666669	1690.999995	1233.333329	1.111178914	1.808777554	1.353463664
C2_02970C_A	7562.999981	13036.99998	9279.000008	673.0000002	1161.000003	828.9999997	1725.000004	1861	3760.999997	9747.000006	5122.000009	9355.000012	9959.666645	887.666667	2449.000002	8074.666671	-3.488007527	-2.02390468	-0.30269475
C2_02980C_A	2634	2627.999999	2763.000006	1646	1314.999996	1157.000001	2356.999995	2558.000002	3347.00001	2391.999993	1777.000005	1555.000005	2675.000007	1372.666663	2753.999992	1908.000005	-0.96255757	0.04198966	-0.48747772
C2_02990C_A	3007.999997	2277.999997	3006.999995	2566.000009	2550.999994	2121.999999	4844.000001	5038.000011	4526.000002	5368.000014	4725.999987	4486.000015	2764.33334	2413	4802.666683	4860.000005	-0.19610368	0.79690409	0.81402472
C2_03000C_A	205.0000001	518.9999999	416	1256.000001	753.0000002	666	883.0000002	949	1058.999997	808.0000001	516.9999999	450.9999999	379.9999999	891.666667	963.6666668	592.0000002	1.230505068	1.342534785	0.639597758
C2_03010C_A	30967.99995	19826.00007	24520.00002	29670.00007	28856.00004	30741.00009	6798.000016	7079	11829.00003	16031.99996	17294.99996	22227.00001	25104.66668	29755.66665	8568.666638	18517.99999	0.24520887	-1.55081294	-0.43902728
C2_03020C_A	1590	1032.000003	1146.000001	748.0000001	1177.999997	635.9999999	966.0000001	1130.999997	977	1751.000002	1535	975.0000002	1256.000001	854.0000002	1024.666667	1420.333338	-0.55652849	-0.2936818	0.17739309
C2_03030W_A	1630.000001	589.0000001	997.9999998	433.9999999	500.0000001	480.0000001	1194.999998	1201.000004	948.0000001	1331.000004	1106	1231.000003	1072.333333	471.3333333	1114.666666	1222.666664	-1.185933816	0.05585891	0.1892777
C2_03040W_A	216.9999999	162	221.9999999	174	257	261.0000001	539.0000001	498	494.0000001	1021	697.9999999	647	200.3333333	230.6666667	510.3333334	788.6666669	0.203407047	1.349037387	1.977013178
C2_03050W_A	748.9999998	722.0000001	860.9999998	532.0000002	620.9999999	599.0000001	1029.999999	1114.999996	1125.999998	883.9999998	780.0000001	679.9999999	777.3333331	584	1090.333331	781.3333335	-0.412565013	0.488163968	0.007404782
C2_03060W_A	6986.999976	5931.000015	6949.000021	6842.99999	8343	8941.999997	13799	14646.99998	18523.99998	12853.00004	10821.00001	13703.00003	6622.333311	8042.666652	15656.66664	12459.00002	0.2803343	1.24136556	0.91177675
C2_03070C_A	316	577.0000001	469.0000002	457	363.9999999	348	1093.999998	1076.999997	727.9999999	184	168	165	453.9999999	389.6666667	966.3333331	172.3333333	-0.220451773	1.08982863	-1.397490518
C2_03080W_A	12703	16574.00004	17167.99999	9790.999992	8852.000026	6902.000007	5223.000006	5560.999993	6353.999979	7823.999973	5480.000008	5547.999991	15481.66665	8514.999973	5712.666683	6284.00002	-0.86248236	-1.43832453	-1.3008057
C2_03090C_A	1434.000001	2499.000007	1999.999994	1432.999996	948.0000001	907.9999998	1148.999998	1197.999998	1821.000004	1716.000003	1143.000001	1216.999998	1977.666671	1096.333332	1389.333332	1358.666671	-0.85111278	-0.50940651	-0.54160773
C2_03100W_A	75925.99977	74779.99996	81330.99988	71942.00016	54790.99984	46296.00004	28714.00003	30479.99995	39520.0001	36541.00011	27837.00001	27725	77345.6669	57676.33332	32904.66674	30701.00005	-0.42334102	-1.23302826	-1.33303482
C2_03110W_A	168	191	243.0000001	449.0000001	1161.999997	1177.000004	1150.000003	1047.000002	2272.000001	814.9999999	650.9999999	481.9999999	200.6666667	929.3333332	1489.666668	649.3333332	2.211395169	2.892116654	1.694158285
C2_03120W_A	596.9999999	170	287.0000001	88.00000002	66.99999998	61.99999998	199.0000001	223	279	198	113	369	351.3333334	72.33333335	233.6666666	226.6666668	-2.280107919	-0.588388518	-0.632268215
C2_03130W_A	911.9999999	1127	1137.999998	1366.000002	857.9999997	997.9999998	1158.000002	1175.999996	2209.999993	1003	843	870.0000002	1058.999997	1074.000001	1514.666668	905.333333	0.02029141	0.51629775	-0.226181607
C2_03140C_A	2827.999991	1664.999998	2266.000007	1163.999998	2444	2078.999996	2530.999996	2572.999997	2263.000001	2402.000007	2014.999995	2423.000001	2253.000003	1895.666669	2455.666673	2280.000001	-0.24914201	0.12426743	0.01718651
C2_03150C_A	606.9999999	306.0000001	425	400.9999999	365.9999999	287.0000001	988.0000003	1058.999997	1085.000002	649	441.9999999	535.9999998	446	351.3333334	1044.000002	542.3333334	-0.344203249	1.2270061	0.282136135
C2_03160C_A	9687.000025	8582.999982	8222.00002	17709.99998	20802.99994	19452.99998	15163.99999	15903.00004	13625.00001	42825.99989	36985.99994	43922.00003	8830.666653	19321.99996	14897.33337	41244.66676	1.12965017	0.75445985	2.22361332
C2_03170W_A	748.9999998	404.0000001	611.0000001	136	138	156	333.9999999	324	404.0000001	575.9999998	469.0000002	520	588.0000001	143.3333333	354	521.6666666	-2.036441996	-0.732066795	-0.172687904
C2_03180C_A	7532.999979	5239.000012	7017.999988	5582.000004	9557.999985	7109.999978	13001.00004	13690.00004	7678.999987	6241.000016	6043.000014	5065.999994	6596.666661	7416.666641	11456.66666	5783.333327	0.16903372	0.79637824	-0.18983595
C2_03200W_A	277	230.9999999	314	350.9999999	251	239	730.0000001	758.9999998	675.9999999	1002	801.9999997	712.9999998	274	280.3333332	721.6666667	838.9999997	0.032967406	1.397156726	1.614494917
C2_03210W_A	1151.000001	901.9999998	1133.999996	436.0000001	405.9999999	520	183	206.9999999	664.9999998	455	331.9999999	518.9999999	1062.333331	453.9999999	351.6666667	435.3333334	-1.226472313	-1.594956017	-1.287044119
C2_03220C_A	1671.999998	2860.999995	3231.000011	3931.000004	6296.00002	3724.000006	8632.999981	8765.000026	8573.999989	8919.99997	6734.999998	6799.999995	2587.999996	4650.333346	8657.333313	7484.999995	0.84549652	1.74208509	1.5321647
