SC5314	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Mean	wt_dox_10_HS_Mean	wt_dox_30_HS_Mean	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Mean
CM_00030W	1.874469118	2.662965013	1.874469118	0.736965594	5.285402219	2.502500341	2.321928095	1	2.938599455	2.115477217
CM_00050W	0	1.415037499	0	0	2.321928095	1	0.415037499	0.415037499	0.736965594	1.415037499
CM_00060W	1	2.115477217	1.222392421	1.736965594	3.736965594	1.415037499	1.222392421	1.415037499	2	2.115477217
CM_00070C	0	0	0	0	0	0	0	0	0	0
CM_00140C	1.584962501	1.736965594	1.415037499	1.736965594	5.857980995	1.584962501	1.874469118	1.222392421	3	3.115477217
CM_00160C	1.584962501	2.415037499	1.584962501	2	3.807354922	1.584962501	2.115477217	1	2.321928095	2.222392421
CM_00170C	0	0.736965594	0	0	1.584962501	0	0	0.415037499	0.415037499	0.415037499
CM_00210W	2.662965013	1.415037499	0.736965594	2.321928095	5.345774837	1.584962501	1.584962501	1.584962501	3	3.459431619
CM_00220W	1.415037499	1	1.736965594	1.584962501	3.273018494	0.415037499	1	0	0.736965594	1.584962501
CM_00230W	1.415037499	0.736965594	0	1	2.938599455	1	0.736965594	0.415037499	1.415037499	1.736965594
CM_00240W	0.736965594	0.415037499	0	1	2.222392421	0.415037499	0.736965594	0.736965594	0.736965594	1.222392421
CM_00250W	0	0	0	1.222392421	1.222392421	0.415037499	0	0.415037499	0.415037499	1
CM_00310W	1.874469118	2.222392421	1	1.415037499	3.544320517	1.415037499	1.584962501	0.415037499	2.662965013	2.415037499
CM_00320W	0	0	0.415037499	0	1.736965594	0	0.415037499	0	0.736965594	1
CM_00330W	2.736965594	2.222392421	2.584962501	2.115477217	4.969626351	1.222392421	1.736965594	2	3.058893689	2.502500341
CM_00340W	2.222392421	2.736965594	2.584962501	1.736965594	1.874469118	2.415037499	2.115477217	2.115477217	1.222392421	1.222392421
CM_00370W	0.736965594	0	0	0	1.736965594	0	1	0	0.415037499	0.736965594
CM_00380W	2.321928095	2.736965594	1.415037499	0.736965594	5.029747344	1	1.415037499	1.222392421	2.584962501	2.938599455
CM_00440W	1.736965594	2.736965594	1.874469118	1	3.169925001	2.222392421	1.736965594	1.736965594	2.584962501	2.222392421
CM_00520W	0	0	0	0	0	0	0	0	0	0
CM_00010W	9.027905997	9.333900736	8.249508549	8.591210649	11.85408918	8.115477217	9.178249866	8.153129759	9.819646897	9.941047606
CM_00360W	7.938599455	7.711953706	6.392317423	7.018663845	11.57191062	6.357552005	7.098032083	6.115477217	8.552028611	8.793332355
CM_00020W	0.415037499	0	0	0	0.415037499	0	0	0	0	0
CM_00040W	0	0	0	0	0	0	0	0	0	0
CM_00080C	0	0	0	0	0	0	0	0	0	0
CM_00090W	0	0	0	0	0	0	0	0	0	0
CM_00100W	0	0	0	0	0	0	0	0	0	0
CM_00110W	0	0	0	0	0	0	0	0	0	0
CM_00120W	0	0	0	0	0	0	0	0	0	0
CM_00130W	0	0	0	0	0	0	0	0	0	0
CM_00150C	0	0	0	0	0	0	0	0	0	0
CM_00180C	0	0	0	0	0	0	0	0	0	0
CM_00190C	0	0	0	0	0	0	0	0	0	0
CM_00200C	0	0	0	0	0	0	0	0	0	0
CM_00260W	0	0	0	0	0	0	0	0	0	0
CM_00270W	0	0	0	0	0	0	0	0	0	0
CM_00280W	0	0	0	0	0	0	0	0	0	0
CM_00290W	0	0	0	0	0	0	0	0	0	0
CM_00300W	0	0	0	0	0	0	0	0	0	0
CM_00350W	1	0.736965594	0	0.415037499	1.222392421	0	0.415037499	0	0	0.415037499
CM_00390W	0	0.415037499	0	0	0	0	0	0	0	0
CM_00400W	0.415037499	0	0	0	0	0	0	0	0	0
CM_00410W	0	0	0	0	0	0	0	0	0	0.415037499
CM_00420W	0	0	0	0	0	0	0	0	0	0
CM_00430W	0	0	0	0	0	0	0	0	0	0
CM_00450W	0	0	0	0	0	0	0	0	0	0
CM_00460C	0	0	0	0	0	0	0	0	0	0
CM_00470C	0	0	0	0	0	0	0	0	0	0
CM_00480C	0	0	0	0	0	0	0	0	0	0
CM_00490C	0	0	0	0	0	0	0	0	0	0
CM_00500C	0	0	0	0	0	0	0	0	0	0
CM_00510W	0	0	0	0	0	0	0	0	0	0
C2_05310C_A	0.415037499	0	1.415037499	2.938599455	1.415037499	0	0.415037499	1.415037499	0.736965594	1.584962501
CR_08780W_A	7.395177077	7.723376529	13.0370321	13.21062062	12.44803024	7.491853096	6.741466986	13.04956497	10.69609817	12.98299357
CR_08800W_A	8.727920455	9.36486421	14.00842862	13.87987038	13.31368612	8.730187062	8.16155182	13.96599466	11.66770293	13.65426308
C6_02400W_A	1.584962501	0	2.321928095	3.841302254	2	1.415037499	0.736965594	3.058893689	1.584962501	3.169925001
C6_00220C_A	1.222392421	0.736965594	1.222392421	2.321928095	0.736965594	0.736965594	1	1.736965594	0	1.415037499
CR_07130C_A	5.029747344	5.101538026	2.415037499	6.464886049	3.736965594	4.64385619	5.745954377	5.044394119	4.841302254	4.544320516
C6_00980C_A	7.400879436	9.026062296	7.235216462	8.783543961	8.132713923	7.813781191	8.716533694	8.118941073	8.251087854	8.77148947
C1_10560C_A	8.389452089	9.208640809	8.395177077	9.500509958	9.091876106	8.520946008	8.869336793	9.572384435	8.309855262	9.1955772670000009
C1_10570C_A	3.938599455	3.36923381	3.624490865	6.285402219	4.459431619	4.544320516	4.736965594	5.058893689	4.564784619	4.790076931
CR_05260C_A	8.873444113	8.722238308	9.136991112	9.587465008	9.912390393	8.701595261	8.335390355	9.729620744	8.814849458	10.13613669
CR_05270W_A	0.415037499	0	2.502500341	3.841302254	1	0	0	2.807354922	0.736965594	1.874469118
CR_05280W_A	0.736965594	1.222392421	2.584962501	5.209453366	2.415037499	1.222392421	0	4.087462841	0.415037499	2.662965013
C6_00990W_A	7.392317423	8.82336724	8.209453366	8.438791853	8.829722735	8.372139541	8.912889336	8.326429487	9.939089418	9.159871337
CR_05290W_A	8.619608643	8.7736887	8.567322341	9.584336195	8.592457037	8.498516827	7.667702931	9.458748363	8.105035471	8.898853276
CR_05300C_A	10.46182047	11.20620039	11.36887018	10.95031288	11.65969864	10.84601267	11.19332001	10.81484946	11.98714556	11.16762722
CR_05310W_A	9.907391444	10.27029533	9.892795766	10.53980504	11.06967353	10.13741813	10.39767463	11.08392248	10.73640193	11.45943162
C6_01000C_A	9.453956489	8.93565618	9.102413183	9.416445694	7.186526969	9.678893519	9.1632303490000009	9.428360173	8.188176706	6.898853276
C1_03830C_A	10.22681355	9.306821202	9.762658868	10.27767486	9.735273944	10.2737956	9.583082768	9.955649908	9.250298418	9.8180495229999991
C1_03840W_A	7.375039431	6.554588852	6.824428435	7.975370334	7.48112669	7.494522283	7.300733873	7.815916935	6.759333407	7.470319935
C1_03820W_A	9.663558104	10.025601	11.32474311	11.09561679	10.81190982	9.816983623	10.39374796	10.76155123	10.60547952	10.36011549
C1_03810C_A	7.653442238	6.984893108	9.259743264	9.761551232	8.790076931	7.684164179	7.007494537	9.678893519	7.79658045	9.54045097
C1_03800W_A	8.198035708	6.732450113	8.69464808	9.645658432	9.342074668	8.136136688	7.209453366	9.431149337	7.403722186	9.881113961
C6_01010W_A	5	5.101538026	5.624490865	6.906890596	4.584962501	5.044394119	4.169925001	6.142957954	4.115477217	4.736965594
C1_03790C_A	13.14715191	12.42827292	11.64910645	11.9097681	9.828665428	12.82064436	10.87779537	11.84117119	9.908892948	10.8465351
C1_03780C_A	12.3459596	11.93098368	12.64363075	12.24069197	11.00351791	12.26980851	11.79075575	12.08159439	11.38658105	10.60022267
C1_03770W_A	9.585588535	9.936147143	10.0260623	10.87446912	10.14465824	9.856425529	9.267567009	10.09319746	9.416445694	10.57206857
C1_03760C_A	11.06339508	11.39909987	10.58808996	10.88518793	10.69145274	11.01935906	11.92629599	11.15924065	11.19824039	10.77451255
C1_03750W_A	9.078595604	11.30301963	10.63269233	9.685332826	9.97441459	9.927284142	10.23999624	9.611024797	11.56763924	10.18073799
C1_03740W_A	9.176588732	8.668884984	9.708509148	9.638435914	9.185701392	8.876516947	8.623271857	8.785724906	8.873444113	9.259743264
C1_03730C_A	10.98441846	11.13399841	10.65045343	11.59882793	11.46284305	10.9403136	11.26756701	11.41468524	10.77341398	11.69653291
C1_03720C_A	8.194756854	8.864186145	7.619608644	8.144658243	7.860052345	8.011227255	8.900866808	8.51701317	8.707359132	7.276124405
C1_04070C_A	7.736965594	7.318919345	7.785724906	9.378656117	8.50779464	7.518325307	7.345774837	8.558420713	7.577428828	8.866248611
C6_01020W_A	6.169925001	6.409390936	6.785724906	7.996238081	6.176588732	6.176588732	5.50250034	7.727920455	5.604862058	6.080373417
C1_04080W_A	7.803054784	7.932706887	7.938599455	8.985841937	9.019590728	8.031586343	7.969626351	8.813781191	8.431845787	9.412922627
C1_04090C_A	8.6558288309999991	8.25895855	9.067882472	9.09978612	9.05075562	8.557144557	8.096275911	8.844444241	8.288481612	9.306821202
C1_04100C_A	14.83928582	14.79002601	14.74616438	15.13951138	14.505274	14.61179329	14.72270082	15.05742771	14.41007588	14.78482226
C1_04110W_A	6.584962501	7.105035471	6.564784619	7.330916878	6.736965595	6.386581053	6.339850003	6.890770931	6	7.321928095
C1_04120C_A	8.48247186	8.141255658	8.684164178	9.871905238	9.004688646	8.460797161	8.23999624	9.524215203	8.235216462	9.59058705
C1_04130W_A	11.96108789	11.01262454	11.23441829	11.10743505	10.22801697	11.77423798	10.32755264	10.95806932	9.793874213	10.55682534
C1_04140W_A	7.022367813	8.215937399	9.758223215	9.414332886	12.64137442	9.006559846	10.96193196	9.172427509	12.20120501	12.10383418
C1_04150C_A	6.763765654	6.886712713	7.146356531	8.159871337	8.653442239	7.022367813	6.862120725	7.770388595	7.372139541	9.157346935
C6_01030W_A	9.311369903	9.51438531	9	10.19064778	10.30454146	9.866763767	10.32642949	9.984418459	9.824428435	9.523561956
C1_04160C_A	7.574908836	7.761551232	7.294620749	8.398031074	8.609794354	7.494522283	7.982993575	7.930737338	7.700439718	8.799821249
C1_04170C_A	14.43967941	14.42127591	13.79336623	10.44983646	12.43827206	14.39155687	13.28207487	11.55170826	13.59525748	12.18972162
C1_04180W_A	14.30772261	14.29519496	14.0382903	11.13613669	12.53422181	14.2317212	13.05336027	11.7703886	13.69079828	11.96578428
C1_04190C_A	9.856944204	9.619608644	10.78354396	10.19475685	10.19475685	9.772589504	9.463524373	10.36340473	9.99764995	10.25974326
C1_04200C_A	9.034340455	9.196397213	9.161551821	9.737529037	9.900363689	9.130141508	9.526173169	8.881623837	9.617161323	9.6079467180000009
C1_04210C_A	11.89935692	11.88302507	12.96824679	13.42451625	13.23915097	11.81551672	11.82773965	13.45297047	12.32033048	13.7713863
C1_04220C_A	9.321176496	9.952741247	9.457380879	10.05889369	9.887728338	9.612868497	10.27999741	9.687084024	9.955165538	10.07592477
C1_04230W_A	11.205386	11.29576893	11.67006607	12.33650656	11.73499181	11.09055354	11.219370230000001	12.40043475	11.11612732	12.19987679
C1_04240C_A	13.55969574	13.47480443	13.09523217	10.08303604	12.44009052	13.56807487	12.61486318	11.4871701	13.1707075	12.4714212
C1_04250C_A	3.841302254	3.544320517	4.36923381	4.906890596	4	3.624490865	3.50250034	3.736965594	4.115477217	4.029747343
C1_04260W_A	14.24938509	14.28537814	13.72109919	10.39589111	12.28771238	14.15508174	13.06709819	11.54930337	13.388107	12.2555204
C1_04270C_A	3.624490865	4.087462841	8.124121312	7.653442238	6.750427854	3.36923381	2.874469118	7.186526969	7.486499862	7.354616714
C1_04280C_A	7.725650281	8.217553865	7.853829352	8.82336724	8.373590215	7.886712714	7.626925794	8.924812504	7.17990909	8.654636029
C1_04290C_A	14.99217124	14.75295552	14.35525932	12.75850084	11.97166329	14.46940864	14.32206898	13.33590206	13.67514845	10.65940133
C1_04300C_A	15.82128403	15.59909924	18.32802475	15.86689253	16.52379165	16.00173804	16.31801314	17.0159921	16.81552089	15.64668058
C1_04310C_A	6.837102265	7.559695742	9.588089957	8.459431619	7.612254193	6.890770931	6.981091537	8.537865494	8.085693749	7.403722186
C1_04320W_A	10.10153803	12.48373182	11.53186878	10.34762137	10.93073734	10.91911161	11.56779767	10.33985	12.55993468	10.55842071
C1_04330W_A	10.374315	10.50779464	13.408772	12.3964264	13.23476754	10.18941277	10.99859043	12.39838743	12.35213541	13.57880509
C6_01040C_A	10.18858885	8.434628228	9.747633557	9.969146651	8.726785814	10.32380538	8.964822167	9.561606175	8.189824559	8.77148947
C1_04340C_A	7.973458212	8.117210185	7.992466328	8.677132345	9.203755832	8.089229767	8.409390936	8.386581053	8.50779464	9.178249866
C6_04190C_A	7.037089318	6.06608919	7.122396631	7.95419631	7.400879436	8.236811481	6.309855263	7.459431619	7.386581053	7.333900736
C6_04200C_A	6.781359714	7.653442238	4.754887502	7.163230349	6.768184325	6.589963182	8.194756854	6.442943496	7.101538026	7.420662048
C6_04210C_A	10.01076119	10.23760833	9.518980929	10.65105169	10.34133349	10.30111508	12.14614435	10.36267444	10.73527394	10.64415672
C6_04220C_A	11.28732761	11.63662462	9.997179481	12.19362803	11.83736512	11.37159516	12.26912668	11.9685468	11.80883014	12.4860808
C6_04230W_A	5.653442239	5.209453366	5.459431619	6.910892526	5.321928095	6.741466986	6.662965012	5.745954377	5.772589504	6.69580827
C6_04240W_A	7.745954378	6.497186541	7.026062296	7.884679316	7.386581053	8.257387843	7.132713922	7.572384434	6.36923381	7.940558309
C6_04250W_A	12.53786549	12.71360131	12.22901905	11.25010099	12.27408691	13.10645389	13.21016398	11.24535463	13.09281219	11.61163963
C6_04260C_A	8.82336724	8.244760234	8.037089319	9.049848549	8.478432581	9.385862401	8.725650281	9.071462363	8.26366044	9.065191713
C6_04270W_A	12.02109565	11.81778312	12.91687468	13.63775695	13.07419722	12.49352192	11.90312868	12.97369737	12.20813273	13.5514279
C6_04280W_A	10.95855272	11.17970179	11.509775	11.58417958	12.76148198	11.82071083	12.16092187	12.00187729	12.53227475	12.5354374
C6_04290W_A	11.14487064	10.65075259	11.89355435	11.96036401	12.2904029	11.5276399	11.04120282	11.72366094	11.8045344	12.277578
C6_04300W_A	7.998120267	8.327926835	8.139551352	9.406559345	9.093637638	8.783543961	8.73470962	8.733580309	8.057089192	9.62935662
C6_04310W_A	8.057089192	8.05166212	6.129283017	8.665335917	8.7736887	8.682994584	9.273018494	8.5533093	8.438791853	9.027905997
C6_01050W_A	10.59494659	10.70303839	10.32942263	11.08237084	11.2423802	11.18900087	11.43965776	11.09385768	11.15945091	11.17075965
C6_04320C_A	6.014950342	5.26052755	6.101538027	7.247927513	7.339850003	6.832890014	6.386581053	6.375039431	6.14974712	8.022367813
C6_04330W_A	10.221184300000001	7.990576746	9.419257966	9.909393103	8.707359132	10.56287839	8.578687175	9.454642017	7.684164179	9.434628228
C6_04340W_A	9.150593523	8.991521846	8.839203788	9.692906046	10.2135093	9.690580055	9.572384435	9.548821908	9.503163192	10.45327063
C6_04350C_A	10.81484946	10.35020255	11.01657618	10.8546087	11.31118066	11.30168671	10.69406764	10.01634403	10.78490744	11.04439412
C6_04360C_A	10.99293834	10.94055831	11.22078137	11.12325923	11.85317958	11.67478076	11.32830093	11.30359051	11.47218312	11.90826751
C6_04370W_A	8.63420602	8.665335917	9.010294981	9.58182825	9.494522283	9.351675438	9.337621902	9.083922484	9.081261502	9.942025705
C6_04380W_A	9.118941073	10.51109374	9.909393103	10.40797584	10.32792684	10.64295422	11.03181605	9.576169382	11.2229961	10.52552081
CR_07140C_A	1.222392421	4.544320516	1.584962501	2.415037499	3	2.874469118	5.209453366	2	4.64385619	3.969626351
C5_03910C_A	4.790076931	4.68182404	3.321928095	4.48112669	2.584962501	4.058893689	5.014950341	3.459431619	3.772589504	2.321928095
C5_03900W_A	14.31866049	14.14375521	14.38372679	15.11741313	15.02084976	14.62910993	14.83933503	15.24332277	14.84122034	15.10309653
C5_03890C_A	2.321928095	1.222392421	4.584962501	6.080373417	5.014950341	2.321928095	0.415037499	4.48112669	5.297680549	5.222392421
C5_03880C_A	4.604862058	5.26052755	8.14974712	9.295386307	7.718818248	5.938599455	7.156504486	7.824428436	8.189824559	8.224001674
C5_03870C_A	8.54303182	9.674780763	8.042571384	9.441560942	9.520946008	8.985841937	10.2522712	9.279223644	8.884679317	10.19105921
C5_03860W_A	11.42486612	11.19660213	10.93982405	11.62388149	10.67595703	11.0482598	12.49618802	11.89279577	12.0120425	10.73160188
C5_03850W_A	11.12691953	10.34207467	10.60300809	10.70015069	10.37721053	10.78081313	10.64685868	11.21654379	10.28038414	10.42276561
C6_01060C_A	8.137845031	9.560969645	6.828665429	11.02928723	12.08480839	8.413627929	10.36413466	9.823897935	9.6998616	11.97345821
C5_03840W_A	8.290018847	8.576169382	8.171593822	8.604862058	7.730187061	8.247927513	8.144658243	8.359017413	7.315904307	8.035257325
C5_03830C_A	9.302258115	9.517669388	9.375039431	9.668884984	9.63481105	9.645658432	9.643254942	9.452584453	9.135281757	9.95806932
C5_03820C_A	10.929505	10.89456517	11.33594857	11.74062404	12.15976624	10.86599096	10.77643303	11.90375635	11.0493948	12.5811221
C5_03810C_A	7.473029222	6.409390936	7.64385619	8.485158444	8.934673752	7.363404731	7.241585986	7.982993575	7.232021122	8.311369903
C5_03800W_A	9.842350343	9.820710832	8.845490051	9.689997971	9.113742166	9.991994164	10.32493058	9.068778278	9.8008999	9.219975171
C5_03790W_A	10.97489254	10.4314976	11.17513367	10.54592977	10.03708932	10.77231457	9.740342954	11.10983065	10.14465824	9.54045097
C5_03780C_A	7.908892948	8.479780264	9.851749041	9.803593003	10.55106735	8.110265791	8.597431853	9.753773882	10.31703569	10.61440312
C5_03770C_A	7.339850003	7.429057969	6.619608643	7.582455645	6.392317423	3.906890596	6.564784619	8.524868153	6.403722186	5.594946589
C5_03760C_A	11.15080505	10.62357671	11.74986943	11.73245011	10.63843591	10.78790256	10.06024558	11.89494404	10.62631745	10.56827284
C5_03750W_A	5.448460501	4.906890596	5.426264755	7.254241288	8.040746342	6.475733431	5.273018495	6.662965012	5.89077093	8.786814144
C5_03740W_A	8.824428435	9.371413656	8.098032083	10.03066714	8.589963182	9.085693748	9.005624549	9.589339044	8.979186989	9.609794354
C5_03730W_A	1.874469118	1.584962501	2.584962501	5.142957954	1.415037499	1.584962501	0.736965594	4.142957954	1.222392421	3.459431619
C5_03720C_A	2.321928095	1.584962501	3.273018494	4.115477217	1.584962501	2.115477217	0.736965594	2.662965013	1.222392421	2.222392421
C5_03710C_A	6.291554446	5.898853277	5.841302254	7.688833098	6.333900737	6.122396631	6.554588852	6.992466327	6.176588732	6.315904307
C5_03700C_A	7.22881869	6.589963182	6.291554446	7.186526969	6.345774837	7.8008999	6.807354922	6.886712713	6.266786541	6.898853276
C6_01070C_A	5.209453366	7.007494537	6.882643049	13.13832514	10.77313921	5.772589504	7.809500194	11.75279876	8.124121312	12.47159055
C1_03710C_A	9.995296067	9.940558308	10.92975155	11.23102113	11.36066422	10.00046955	9.309097345	10.71051947	10.11634396	11.50481899
C1_11810W_A	9.742028674	10.3068212	9.415741768	10.49285462	10.1002243	9.677132345	10.00422047	10.33985	9.182394353	10.57080444
C1_11800C_A	6.938599456	7.377933504	6.776981273	7.965784285	7.926790153	7.288481611	7.579944426	8.009362103	7.63420602	8.348728154
C1_11790W_A	8.979186989	9.057991723	8.940558308	9.548821908	8.865217746	8.887728339	8.979186989	9.547537229	8.635415827	9.181566408
C1_11770C_A	11.15692577	10.32830093	11.93430517	11.55666571	11.27825585	11.00679358	10.37865612	11.13399841	10.76127419	11.05934446
C6_01080C_A	7.513069583	7.324930583	7.324930583	8.820178962	8.191470532	7.920849053	7.963859408	8.265224337	7.437405312	8.513069582
C1_11760C_A	10.67771964	10.65045343	10.02698444	10.3655934	10.29997115	10.65463603	10.94471206	10.39981196	10.75683427	10.27068466
C1_11750W_A	8.568589531	9.015879614	8.13442632	9.606096714	10.10110025	8.688833099	8.964822167	8.9522559	8.471675214	10.86082834
C1_11740W_A	9.283860054	9.359017414	9.639642181	10.202532	9.832890014	9.448460501	9.029747343	9.908392621	9.14635653	10.25778068
C1_11730W_A	10.5028318	10.66651991	11.09011242	11.01611184	11.5233986	10.84966573	10.95782756	10.5862143	11.09253693	10.77615883
C1_11720W_A	6.291554446	6.48112669	7.048032696	6.882643049	7.523561956	6.69580827	6.68182404	6.315904307	7.125843933	6.763765654
C1_11710C_A	2.415037499	2.415037499	3.841302254	6.992466327	2.115477217	2.321928095	1.415037499	6.464886049	2.662965013	4
C1_11700C_A	10.34392594	11.67006607	11.91189128	13.86195924	12.92171699	10.83789069	12.12702704	13.88111396	12.50556348	12.74840253
C6_01090C_A	6.604862058	6.303780748	6.569855608	7.930737338	7.244760235	6.938599456	6.750427854	7.462161411	6.609794354	7.54689446
C1_11690W_A	8.989631027	8.761551232	8.602389573	10.57553925	9.094517599	8.660590206	9.69464808	9.508455064	8.64625868	9.576799243
C1_11680C_A	6.714245518	5.624490865	7.17990909	7.79007693	7.594946589	6.169925001	5.754887502	7.225609134	7.209453366	7.489178962
C1_11670W_A	11.39517708	12.50903269	12.93639256	12.69464808	14.03353771	12.52094601	13.73428623	12.49101796	14.203348	13.68562484
C1_11660W_A	12.62753388	13.32145839	13.92016674	14.17109859	15.42849104	12.63102544	13.94763694	14.99039947	14.42263423	15.27538493
C1_11650W_A	14.28687056	14.09619354	13.85148879	13.20197073	12.84352853	14.30750917	13.94620571	13.87472526	13.9167814	11.52503135
C1_11640C_A	9.347252251	9.50250034	8.898853276	9.578687175	8.99906044	9.11113567	8.942514505	9.204571144	8.388017285	9.199672345
C1_11630C_A	5.26052755	5.63420602	5.403722186	7.146356531	5.604862058	5.815916935	6.853829352	6.044394119	6.26052755	6.285402219
C1_11620W_A	7.142957954	7.562242424	7.62935662	9.202940059	8.90488546	7.333900736	7.451211112	8.29615146	7.916874684	9.110265791
C1_11610C_A	9.000938949	8.54303182	8.776981273	10.99835537	11.36340473	9.834997677	10.22158712	10.18858885	9.809500194	10.68240943
C1_11600W_A	9.468284625	9.69464808	9.306061689	9.74819285	9.898853277	9.425565605	9.725650281	9.515042724	9.599912842	10.39660478
C1_11590W_A	11.36923381	11.73428623	11.54093523	12.60786968	12.32586758	11.46488605	11.66666784	11.909018	10.98607905	12.58965115
C1_11580W_A	9.520291279	10.11850855	9.726785814	10.26912668	10.04484944	9.735273944	10.52715116	10.32867493	10.56700537	10.09627591
C1_11570W_A	5.841302254	6.375039431	6.327926835	7.562242424	6.759333407	6.142957954	6.539158811	7.037089318	6.431845787	7.383704292
C1_11560C_A	9.103287808	8.749310784	8.691161904	9.651649699	8.392317423	9.387299348	9.299208018	9.25502857	8.344295908	8.758223215
C1_11550W_A	12.80211242	12.36887018	11.47590228	10.803593	9.754887502	12.73583805	11.88823588	11.1126567	11.11547722	9.14974712
C1_11540C_A	11.59058705	11.87421293	11.48750511	12.43861861	11.79617484	11.77025093	11.86727874	11.77684423	11.43184579	11.93945678
C1_11530C_A	5.841302254	6.69580827	6.857980995	8.878561873	7.273018495	6.156504486	7.21916852	7.920849053	6.475733431	8.024216237
C1_11520C_A	10.60022267	9.815383296	11.44708323	9.582455645	6.794415866	10.44052316	9.189824559	9.916874684	10.33836499	7.007494537
C1_11510C_A	7.212699025	7.824428436	7.442943496	9.189824559	9.236811481	7.348728154	8.557144557	8.430452552	8.026062297	9.790620012
C6_01100W_A	10.23122118	10.69522829	9.991521846	11.09121498	11.49135207	10.72848744	10.75905594	11.19023623	10.25738784	11.85538762
C1_11500C_A	10.26756701	9.633600735	10.59712143	10.89304867	10.33947889	10.06653772	9.54689446	11.03891899	9.900866808	10.13570929
C1_11490C_A	3.544320517	4.029747343	3.906890596	6.254241287	2.874469118	3.36923381	3.544320517	4.321928095	3.058893689	3.938599455
C6_00190W_A	10.52029128	10.60609671	10.62327186	10.94471206	10.78735845	11.23102113	11.44863257	10.56573679	10.49918151	10.63511347
C6_00180C_A	5.938599455	6.878561873	6.918863237	7.754887502	7.853829352	7.048032696	7.932706887	7.626925794	7.567322342	7.975370334
C6_00200C_A	11.84418267	11.85811054	11.32867493	10.77889848	11.69754681	12.38136269	12.82529008	11.00632608	12.4941889	11.29136259
C6_01110W_A	11.9918761	11.75377388	10.37177664	9.960967268	9.533978572	12.04291332	11.58088665	9.609794354	10.88111396	9.874469118
C6_00210W_A	10.05934446	10.84208839	10.06877828	11.54576892	11.33147682	11.06182119	12.04678297	11.25029842	11.46522627	11.84117119
C6_00230W_A	7.776981273	7.709658248	8.660590206	10.06114614	10.10328781	8.947393425	9.05075562	9.442943496	9.189824559	10.1322855
C6_00240C_A	8.95903595	9.33315535	9.69464808	10.8302511	11.75224125	10.30758032	10.87881728	10.53203118	10.87856187	11.61409632
C6_00250W_A	9.603008091	10.33576252	10.21229372	11.61470984	12.66318745	11.13955135	12.16323035	10.87395671	11.98275596	12.60640521
C6_00260W_A	10.43913828	10.61869138	10.69609817	11.1684632	11.85343952	11.14529533	11.08569375	10.84339767	10.82310182	12.1788723
C6_00270W_A	9.939579214	9.826548487	9.859017042	11.15143943	10.6926155	10.35424938	10.50845506	11.37485836	10.06967353	11.17201073
C6_00280W_A	11.93504224	12.44837446	10.76431873	11.23541594	11.1659538	12.58065115	12.92072502	10.06159621	11.43393312	12.15934578
C6_00290W_A	11.44466983	12.41027467	12.91463428	11.59774221	12.78149633	11.970225750000001	12.32633585	11.64205169	13.56752041	12.37558251
C6_01120C_A	7.617161323	7.549463819	7.366322214	8.350202549	7.315904307	8.212699025	7.794415866	7.977279923	7.533978572	7.315904307
C6_00300C_A	10.9846558	11.81977993	11.4520696	11.79197682	12.38747887	11.71567605	12.32333629	11.54287065	11.68182404	12.64423184
C6_00310W_A	10.40762184	10.93516505	10.87779537	11.81671703	12.33259606	11.03663154	11.530081149999999	11.38316426	11.29844449	12.81404833
C6_00320C_A	9.26052755	8.872418378	9.984418459	11.02675396	10.77286438	9.973458212	10.00281502	10.07101536	10.10634483	11.12174934
C6_00330C_A	13.35093918	14.50032322	13	12.67727919	13.50965131	14.12828975	15.21029084	12.55162816	14.48660461	13.67481754
C6_00340C_A	10.31212663	10.17617315	9.92283214	10.86392813	10.72820397	10.86599096	10.71080643	10.77615883	10.03020731	10.69696753
C6_00350W_A	10.18693958	10.5561867	10.54528628	10.86160391	11.20701432	10.86959384	10.83236262	10.37322768	10.26522434	11.39016896
C6_00360C_A	8.685332826	9.076815597	8.51438531	9.675957033	9.86727874	9.614709844	9.960484681	9.742590143	9.603008091	9.645057935
C6_00370C_A	14.08320229	13.36604895	13.19393598	12.65716956	11.4031896	14.49591747	13.18977309	12.5844145	12.25728962	10.78817453
C6_01130W_A	5.415037499	5.209453366	5.26052755	6.878561873	6.894817763	5.653442239	5.781359714	6.163230349	6.073248982	6.942514505
C6_00380C_A	8.528779665	9.030667136	8.597431853	9.712527	9.347252251	9.34946554	8.995296067	9.400879436	9.307580316	10.17907972
C6_00390W_A	10.27689984	11.085915	10.07324898	10.98013958	11.04234338	11.13314221	11.38208359	10.68825031	10.89960868	11.23939963
C6_00400C_A	9.115477218	9.290786851	8.787902559	10.01262454	10.78654191	9.921840937	9.58182825	10.3064415	9.460114551	11.1176431
C6_00410C_A	10.37177664	11.11026579	10.52061868	11.9662651	12.72017299	11.3211765	11.81778312	11.585745	11.51766939	13.28944258
C6_00420W_A	10.49818437	10.48213568	10.04028972	11.502003	11.55410915	10.93541064	10.78190609	11.55442897	10.68504075	12.03697489
