SC5314	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Mean	wt_dox_10_HS_Mean	wt_dox_30_HS_Mean	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Mean
C6_01990W_A	4.841302254	7.055282436	6.309855263	7.159871337	4.115477217	5.101538026	4.058893689	5.357552005	6.363404731	5.357552005
C2_05790C_A	11.521764	11.74329167	11.15080505	11.87421293	11.55905837	12.02513956	12.1311067	11.49135207	11.36322219	11.65463603
C2_05800C_A	10.7529381	10.62357671	10.97537033	11.22480563	12.00328365	10.94714987	10.64415672	11.55826126	10.72990393	12.24337236
C7_01100C_A	6.981091537	6.988684687	8.058893689	7.714245518	8.45532722	7.552028612	7.115477218	7.658211483	8.69580827	8.617161323
C7_01130C_A	0	0	1	2.662965013	0.736965594	0	0.415037499	1.415037499	0.736965594	1.874469118
C7_01150W_A	8.813781191	9.748751925	9.010294981	12.19157334	9.642653443	9.278449458	10.20985947	10.97202246	9.46760555	10.48549392
C7_01160C_A	10.92109709	10.74735383	10.09890937	10.12584393	10.30340024	11.31609293	11.48666745	10.41468524	11.15924065	10.22037833
C7_01170C_A	7.665335917	6.62935662	7.973458212	8.813781191	6.922832139	6.518325308	10.12066989	9.170759653	8.557144557	6.36923381
C1_12470W_A	4.841302254	5.718818248	8.236811481	8.768184325	5.574908836	4.857980995	5.882643049	7.776981273	5.68182404	6.48112669
C6_02000W_A	6.599912842	6.906890596	6.569855608	8.129283017	6.619608643	6.845490051	6.736965595	7.442943496	6.101538027	6.828665429
C7_01180W_A	9.079484784	9.26600565	9.090994532	10.22881869	9.742590143	9.595568307	9.865217746	9.733580309	9.231221181	10.00889544
C7_01190W_A	9.403012024	9.442252385	8.864186145	9.519636253	10.07056822	10.08037342	10.23720996	9.706208199	9.674780763	10.38837612
C7_01200C_A	11.06765843	10.04530462	9.299208018	10.26209485	9.23441829	11.49202007	9.931722449	9.846012672	8.125843933	10.40265681
C7_01210C_A	10.2644426	8.979186989	10.07547915	10.36668648	10.15481811	10.75377388	9.668294079	10.40372219	9.269905882	10.38909352
C7_01220W_A	10.85278957	10.60084211	10.72877085	11.08547246	10.96241406	11.56858953	11.23202112	11.2642471	10.87881728	10.96578428
C7_01230C_A	10.09055354	11.0768156	10.76901132	11.92010469	13.16034417	10.64895671	11.16762722	12.03834747	11.84601267	13.46760555
C7_01250W_A	16.13946475	15.77690419	14.38122748	13.07280253	11.86508884	16.04828819	15.60065824	13.67885685	14.54186294	10.50382574
C7_01270C_A	9.77148947	9.082149041	10.43045255	10.86830813	10.40372219	10.35938353	9.791162889	10.32192809	9.87958325	10.75516577
C7_01280C_A	9.031586343	9.160711823	8.799821249	10.26483352	10.025601	9.68474862	9.813781191	9.959519022	9.541096615	10.32418055
C7_01290W_A	8.224001674	8.503825738	8.25895855	9.477083637	9.574908836	8.887728339	8.878561873	9.032504965	9.214319121	10.11547722
C6_02010C_A	12.93608578	13.85291959	11.33520424	10.99458915	12.03434045	12.63670014	12.3885555	11.40832974	11.62494773	11.12498288
C7_01300C_A	8.918863237	9.17990909	9.261311411	10.24039384	10.70390357	9.962414063	10.09803208	10.56128795	10.50812489	10.71453174
C7_01310C_A	0	0	0.415037499	2.115477217	0.736965594	0	0.736965594	1.222392421	0.736965594	1.584962501
C7_01320W_A	10.38765836	10.48112669	10.76873571	11.29596021	12.16197164	10.88722062	11.00609227	11.18239435	11.38640142	12.06698611
C7_01330C_A	9.33315535	8.898853276	9.931722449	10.90513625	10.73188468	9.745394216	9.54045097	9.911891277	9.727920455	11.31231575
C7_01340W_A	10.32605491	10.30454146	10.42975543	11.05075562	11.36923381	10.79901173	10.64685868	10.69464808	10.52192754	11.69957245
C7_01350C_A	9.92283214	8.924812504	9.298444486	10.28501683	10.09187611	9.853829352	9.645658432	10.44501485	9.399455958	10.21714992
C7_01360C_A	7.470319935	6.235216462	7.862120726	8.901872521	8.783543961	7.834997677	6.926790153	9.057089192	7.011227255	9.633600735
C7_01370W_A	7.868308133	6.285402219	8.50779464	9.364134655	9.109395386	8.269905883	7.360481335	9.17990909	7.718818248	9.746514321
C7_01380W_A	3.321928095	2.874469118	2.222392421	4.142957954	2.415037499	3.415037499	3.36923381	2	2.662965013	3.36923381
C6_02020C_A	8.415037499	9.326429487	7.247927513	10.11374217	9.28771238	9.164906927	9.775884584	8.788990155	8.631783358	10.37286506
C1_12460C_A	2.736965594	3.115477217	5.898853277	6.938599456	4.64385619	2.938599455	0.736965594	5.969626351	4.222392422	4.718818247
C7_01390W_A	6.470319935	4.857980995	5.426264755	6.303780748	6.215937399	5.564784619	5.235216462	5.48112669	5.544320516	6.763765654
C7_01400C_A	9.330916878	9.157346935	9.46624644	9.742590143	10.30720081	9.612254192	9.246344743	9.115477218	9.385862401	10.66503977
C3_03970W_A	0	0.415037499	0	0	0	0	0	0.736965594	0	0.736965594
C3_03930W_A	10.01634403	10.36887018	10.21634169	10.45738088	10.73075316	10.19721669	10.48784003	10.44328893	10.33352809	10.44052316
C3_03920W_A	9.185701392	9.374315005	9.101538026	8.597431853	9.039832955	9.495188809	10.1041619	8.926790153	10.04211534	8.478432581
C3_03910W_A	13.42591522	13.52564315	12.86199154	11.19824039	11.92777796	13.47497338	12.61332905	11.90989308	12.91001805	12.31665866
C3_03900C_A	13.3986101	13.49768554	12.00105627	10.26873692	11.16176174	13.23865353	12.512082	10.59027515	12.15797845	11.99823782
C3_03890W_A	10.10939539	10.33836499	10.666224	11.20558964	10.76071995	10.43497566	10.70246131	10.60115174	10.02467797	11.03066714
C3_03880C_A	9.973458212	10.69493822	9.784089506	10.3819034	10.54882191	10.12584393	10.60084211	10.34540525	9.857462693	10.70592032
C3_03870C_A	10.99435344	11.60979435	11.77451255	11.24911345	11.45086757	11.53624722	12.06384445	11.27476639	11.65702065	11.21492619
C3_03860W_A	8.687667284	8.795498564	9.161551821	9.369960791	9.175757447	8.772589504	9.145507636	9.070568223	9.184875343	8.762658868
CR_06580W_A	0.415037499	0.415037499	0.415037499	2.115477217	0.736965594	1	0.415037499	1	1	1.222392421
C3_03850C_A	9.358284895	9.330916878	9.947393425	9.505811554	11.65642486	9.93024453	11.21916852	9.386581053	11.17534162	11.42206477
C3_03840C_A	10.24476023	10.07592477	10.61562964	11.15038197	10.86882255	10.43462823	10.00422047	10.95443868	10.29653388	11.13635034
C3_03830W_A	9.632995197	9.783543961	10.23880278	11.24594878	10.45395649	9.988211284	9.982993575	10.95710204	9.936147143	10.81858218
C3_03820C_A	10.12153352	9.780813135	9.828665428	10.71395924	9.625708843	10.19680701	10.17326071	10.54850085	9.493855449	9.70678378
C3_03810W_A	10.01076119	10.01495034	11.36522885	11.21249639	10.82203965	10.027906	10.34022102	10.8151164	10.97441459	10.72565028
C3_03800W_A	13.38595225	14.23219605	12.33464574	11.88823588	11.22982021	13.48742136	13.74707405	10.78708632	13.15302417	11.49918151
C3_03790W_A	11.60099693	11.11699368	10.38118241	10.69174352	9.356085106	11.37014248	10.80520646	10.78599729	10.16155182	9.069673528
C3_03770C_A	9.565419468	9.541741972	9.855906667	9.765976681	9.225609134	9.639039173	9.235216462	9.924812504	9.129283017	9.319672121
C3_03780W_A	3.807354922	4	4.345774837	4.48112669	3.544320517	4.247927513	3.906890596	4.502500341	3.807354922	3.969626351
C3_03760W_A	9.095397023	9.6783067	9.037089319	10.51504272	9.963859408	9.231221181	10.93172245	9.702749879	9.905888376	9.998120267
C3_03750C_A	9.913886706	10.025601	10.12023788	10.91214086	10.33016995	10.20742111	9.949826711	10.40336715	9.510434522	10.74315139
C3_03740W_A	7.839203788	7.604862058	7.033423002	8.623271857	8.433237678	8.06608919	8.309855262	8.539158811	8.033423002	9.036173613
C3_03730C_A	9.50250034	9.651649699	9.288481612	10.5849625	10.46386491	9.753773882	10.25620869	10.32192809	10.03020731	10.42276561
C3_03720W_A	9.787902559	10.01495034	9.251876859	10.98109154	10.08480839	9.707359132	10.86702128	10.47775827	10.44501485	10.32155234
C3_03710W_A	12.4670111	10.87881728	12.85525783	11.57947309	12.54962425	12.59517976	12.0700091	12.00422047	12.72536626	12.00492268
C3_03700C_A	3.273018494	3.36923381	5.273018495	4.392317423	4.64385619	4.169925001	5.26052755	4.437405313	5.63420602	3.700439718
CR_06590C_A	6.06608919	5.533978572	5.309855263	7.475733431	8.332409579	7.026062296	7.354616714	6.803054785	7.294620749	9.070568223
C3_03690W_A	4.938599455	3.700439718	7.129283017	8.69464808	9.560332834	4.68182404	5.564784619	7.354616714	6.129283017	10.40832974
C3_03680W_A	10.89431253	11.32979634	11.72636009	11.69450299	11.75544399	11.4812949	12.1957823	11.57711407	11.96265505	11.45789384
C3_03670W_A	9.741466986	10.25895855	10.00655985	9.962896005	10.30340024	9.983943654	9.999530297	9.90438374	9.765424242	10.08392248
C3_03660W_A	9.814849459	9.579315938	10.33799349	11.34835932	11.28115729	10.11850855	10.14974712	10.79739133	10.1770042	11.77670718
C3_03650W_A	11.43480195	9.994824828	10.54464251	11.24079133	9.397318104	11.28328132	9.821773982	11.02813629	8.417852515	10.18156641
C3_03640W_A	6.584962501	7.809500194	6.470319935	7.948367232	7.434628228	6.87036472	7.986790143	7.146356531	7.169925001	8.117210185
C3_03620C_A	0	0	0	0.415037499	0	0	0	0	0	0
C3_03630W_A	6.431845787	6.431845787	5.866248611	6.914883387	6.54946382	6.279223644	6.906890596	7.189824559	5.564784619	6.363404731
CR_06610W_A	3.662965013	4.247927513	3.772589504	5.92283214	5.273018495	3.736965594	4.604862058	4.662965013	4	5.554588852
C3_05300C_A	8.752659401	8.750427854	8.515699838	8.994353437	9.309855263	8.726785814	8.99906044	8.671246188	8.51438531	9.165744485
C3_05310W_A	11.1788723	11.05979509	10.9171234	11.64024494	10.58433619	11.090333	10.96048468	11.17409344	10.72223831	11.1234748
C3_05320W_A	9.918366356	9.518325308	9.588714636	9.66651991	10.18611424	10.36632221	10.38442402	8.996238081	9.633600735	10.04484944
CR_06620W_A	9.232820621	9.483815777	9.471675214	10.91985649	10.63026713	9.380821784	10.55202861	10.72223831	10.35093918	10.71224038
C3_05330C_A	5.672425342	6.06608919	4.857980995	6.759333407	6.080373417	5.727920455	5.984893108	6.05166212	5.222392421	6.386581053
C3_05340W_A	6.176588732	6.392317423	6.044394119	7.515699838	6.849665726	6.426264755	6.639039174	6.48112669	6.235216462	7.291554446
C3_05350C_A	9.312882955	8.491853096	9.315149562	9.722807531	9.926790153	9.01309	8.888743249	9.176588732	9.692324899	9.948367232
C3_05360C_A	9.402301511	10.61930296	8.797661526	11.24832294	10.0812615	9.338364985	10.91612827	10.63813419	9.633600735	11.03273453
C3_05370C_A	16.08720729	15.77942868	14.44507953	12.4123052	12.1176431	15.86980266	15.41163236	13.2632692	14.56198398	10.23880278
C3_05380W_A	8.353146825	6.700439718	7.864186145	8.770388596	8.83815341	8.354616713	8.537865494	7.916874684	7.520946008	8.987737726
C3_05390C_A	7.251087854	8.001877287	8.042571384	8.2320211230000009	8.020517018	7.306821202	6.790076931	7.872418378	7.988684687	8.306821203
C3_05400C_A	5.754887502	6.36923381	6.375039431	6.539158811	6.453956489	5.807354922	5.235216462	6.196397213	6.48112669	6.946418959
C3_05410W_A	10.62296694	10.26052755	10.91164165	11.31118066	10.59587907	10.48112669	10.65314364	10.99175802	10.45703881	10.45806478
CR_06640C_A	9.422064766	9.749869427	9.262094845	9.665928035	9.731884683	9.258958551	9.618385502	9.177419538	9.073248982	10.45977312
C3_05420W_A	9.63602035	9.440177062	9.255815423	9.816983623	9.810571635	9.37286506	9.170759653	9.420662048	9.318166176	9.845490051
C3_05430W_A	8.624490865	8.535275377	8.963859408	9.739218046	9.506472886	8.642653443	8.73470962	9.249508549	8.642653443	9.997179481
C3_05440C_A	9.031586343	8.413627929	8.953226431	10	8.714245518	8.840253402	8.536571016	9.522254575	7.942514505	9.251876859
C3_05450C_A	8.424866117	10.28501683	11.98453714	9.794957317	11.29462075	8.440177061	9.230420795	10.23082104	11.62966019	10.7290542
C3_05460W_A	9.560969645	9.176588732	9.443634276	9.873956706	8.090994532	9.483143975	8.581200582	9.143808349	8.604862058	8.65224746
C3_05470W_A	9.240791332	9.319672121	9.456696651	10.26013546	9.178249866	9.077705875	9.453270634	9.708509148	9.07592477	9.336134587
C3_05510W_A	8.878561873	9.133570375	9.239200709	10.16783626	9.223197272	8.604862058	8.55586727	9.586839788	8.105035471	9.599292995
C3_05520C_A	11.86521775	11.55506839	12.09275714	12.388107	12.07168581	11.67522198	11.72678581	12.05052891	11.90551236	11.47742099
C3_05530W_A	11.20701432	11.22158712	11.23022063	11.91563045	11.98679014	11.01029498	11.03617361	11.93209169	11.04507705	12.22480563
C3_05540C_A	6.63420602	5.68182404	5.841302254	7.094517599	6.14974712	6.533978572	5.727920455	6.327926835	5.403722186	7.431845787
CR_06650C_A	4.029747343	4.058893689	3.459431619	3.906890596	3.906890596	3.662965013	4.718818247	3.807354922	4.564784619	4.523561956
C3_05550C_A	8.908892949	9.645057935	8.188176706	10.06474276	9.312126628	9.333900736	9.856425529	9.796039609	9.603626345	9.705056346
C3_05560W_A	11.82998694	11.97226185	12.15492357	13.16527342	12.4911015	11.80789154	11.96024333	13.24233058	11.92246052	13.09215149
C3_05570W_A	10.24436384	9.654636029	10.8008999	10.36486421	10.41785251	10.17907972	9.468963381	10.48616462	9.395177077	10.37141366
C3_05580C_A	5.807354922	7.693486957	2.222392421	5.772589504	4.772589504	6.156504486	10.46930264	4.321928095	7.714245518	6.736965595
C3_05590C_A	12.45215542	12.30511174	11.81378119	12.64197646	12.99069492	12.22671322	15.22652509	13.58327869	14.83305479	11.20518233
C3_05600W_A	5.36923381	6.926790153	5.832890014	6.351675438	5.984893108	5.992466327	6.235216462	6.667702932	7.878561872	5.68182404
C3_05610W_A	9.597431853	10.05166212	9.381542951	8.716533694	9.07592477	9.908892948	9.720529291	8.938599455	10.19926336	8.353146825
C3_05620W_A	3.624490865	4.321928095	4.700439718	7.718818248	6.029747343	3.058893689	5.142957954	7.173260714	4.736965594	6
C3_05630W_A	1.736965594	2.115477217	1.415037499	3	0.736965594	1.222392421	2	1.584962501	1.222392421	2.807354922
C3_05640W_A	2.222392421	2.222392421	1.736965594	3.841302254	2.321928095	2.662965013	3.841302254	2.222392421	3.058893689	3.415037499
CR_06660W_A	9.616548844	8.279223644	7.398031074	8.266786541	6.763765654	8.262094845	9.048032696	7.714245518	6.554588852	6.677132344
C3_05650W_A	12.1056903	12.13688434	12.0812615	11.94397991	12.49926457	11.79887677	11.93270689	12.12012985	11.80534083	12.43201985
C3_05660C_A	1.415037499	2.115477217	1.736965594	3.969626351	2.222392421	2	2.415037499	3.115477217	1.874469118	3.058893689
C7_01070C_A	10.04165915	10.88696669	10.00702727	11.16071182	11.18755828	10.87626113	11.5041569	10.32904883	10.40336715	11.25895855
C7_01060W_A	1.222392421	1	1.415037499	3.273018494	1.584962501	0.736965594	1.222392421	2.415037499	2.222392421	2.321928095
C7_01050W_A	6.604862058	6.667702932	6.044394119	7.834997677	6.044394119	7.007494537	6.619608643	7.257387843	5.544320516	6.470319935
CR_06670W_A	2.662965013	2.222392421	3.736965594	6.073248982	4.718818247	2.662965013	3.222392421	5.437405312	4.029747343	5.101538026
C7_01040C_A	9.506472886	9.535923342	10.44949259	12.00199454	11.28867386	9.815383296	9.968186775	11.84797082	10.01309	11.96084664
C7_01030C_A	12.29901717	11.15839931	10.61225419	10.87983848	9.957585762	12.41802827	11.03731815	10.07815081	9.436711542	10.31212663
C7_01020C_A	10.95734392	9.864186145	10.28154371	10.62388149	10.08746284	11.28077077	10.52323522	11.1600815	10.27146303	9.960967268
C7_01010W_A	5.087462841	3.662965013	6.502500341	7.815916935	4.36923381	5.222392421	3.772589504	6.64385619	5.491853096	5.321928095
C7_01000C_A	0	0	0	0	0	0	0	0	0	0
C7_00990W_A	15.71505931	15.62497628	14.61133224	12.19649967	12.98761931	15.81802455	15.52628526	12.86302471	14.78224746	11.25954713
C7_00980W_A	10.46828463	10.16574449	10.24198315	10.15903036	10.43497566	10.58902687	10.4314976	9.503825738	10.36303963	10.10328781
C7_00970C_A	9.782998209	8.578687175	8.992466327	6.599912842	7.79007693	9.499845887	8.623271857	6.96193196	7.930737338	6.759333407
C7_00960W_A	15.7003765	15.38370429	14.31066011	12.30225811	12.9725012	16.0717277	15.45441711	13.53264002	14.99028128	11.11135306
C7_00950W_A	11.3376219	10.56001432	9.978233772	10.03250496	8.217553865	11.74875193	11.11742666	10.09934781	9.932706887	7.294620749
CR_06680C_A	11.22681355	10.11113567	11.15143943	11.5491429	10.04028972	11.05776614	10.03204573	11.34133349	9.477083637	10.19311463
C7_00940W_A	11.2734071	11.24317398	11.19332001	11.43201985	11.73343908	11.50316319	11.45618327	11.48179943	10.94495603	11.98477446
C7_00930W_A	11.27321281	13.61926474	12.67168848	11.97823377	14.56436785	13.39758551	15.09826516	12.20385777	15.24656742	13.46224663
C7_00920C_A	8.948367232	9.201307127	9.842350343	10.52061868	10.22601072	10.08922977	9.571120576	10.9818051	10.66651991	10.51569984
C7_00910C_A	9.784089506	10.15270736	10.02928723	10.11374217	10.43114934	10.30795972	10.06249593	9.763765653	10.79874179	10.59898297
C7_00900W_A	1.415037499	1.415037499	2.115477217	3.874469118	2.222392421	2.115477217	1.584962501	2.662965013	1.874469118	2.502500341
C7_00890C_A	11.37268371	11.09297732	11.29289676	11.00772811	11.57017195	11.51914479	11.13357038	10.90438374	11.41960911	11.2242027
C7_00880C_A	8.373590215	9.586839788	8.426264755	9.413627929	8.673603533	9.05166212	10.33799349	8.511752654	9.294620749	8.752659401
C7_00870W_A	3.938599455	3.36923381	4.604862058	7.448460501	10.92184094	4.247927513	7.083922484	6.403722186	7.420662048	11.48280796
CR_06690C_A	9.552028611	10.19188173	9.746514321	10.2644426	10.07146236	9.878561872	10.27457229	10.48750511	10.00842862	10.02051702
C7_00860W_A	11.89696304	12.000586910000001	11.19147053	11.55858015	12.04382476	12.53640913	12.50779464	11.48934624	12.00691043	11.3113699
C7_00850W_A	7.653442238	7.794415866	6.934673752	9.500509958	9.781359714	8.440177061	8.715390059	8.487840034	7.614709844	10.52388862
C7_00840C_A	8.620830749	8.299208018	8.090994532	8.671246188	8.587465008	8.788990155	8.377933505	8.118941073	7.577428828	9.017736364
C7_00830C_A	10.73442738	10.83394423	11.00749454	11.64775821	11.58041561	11.54528628	11.2358148	11.10547206	11.20640391	11.84992631
C7_00820W_A	10.28424575	10.13099949	10.75600026	11.26600565	11.96277553	10.64265344	10.34207467	11.1628109	10.59058705	12.34337081
C7_00810W_A	10.11937347	9.694067636	10.06608919	10.48582931	10.72109919	10.54528628	10.06024558	10.33278251	9.821773982	11.06989725
C7_00800C_A	8.420662049	8.112005026	9.143808349	10.48817488	10.00140819	9.247927513	8.825488851	10.28193003	9.01309	10.68182404
C7_00790W_A	9.211077108	9.667702932	9.419960178	10.40407714	11.14868842	9.714817902	10.36413466	9.93024453	10.23601419	11.36230915
CR_06700C_A	11.19455168	11.56399066	11.30206767	11.61823254	11.93270689	11.57127862	12.1056903	11.51832531	12.06227105	11.45720985
C7_00780W_A	10.22801697	9.321176496	10.86418614	11.08414401	10.32493058	10.7736887	10.01587961	10.47742099	10.25660185	10.90388185
C7_00770W_A	9.731319031	8.799821249	10.47708364	12.46794513	11.13613669	8.657020649	9.750427854	12.02675396	9.737529037	11.53414074
C7_00760C_A	3.736965594	5	4.029747343	5.209453366	4.523561956	3.874469118	3.969626351	4.523561956	4.297680549	4.584962501
C7_00750W_A	11.5980525	11.59401351	11.09495738	10.83578726	10.89330153	11.85473855	11.55346931	11.34559005	11.69290605	10.72593425
C7_00740W_A	10.11894107	10.54399845	10.49385545	11.51471405	11.90789212	10.86650621	11.4375787	10.49552196	11.69754681	11.70922744
C7_00730W_A	12.00457162	11.75447	12.46275787	12.31882522	13.42298456	12.36796071	12.68897876	12.95480215	13.43736196	13.22701419
C7_00720W_A	11.24495839	10.90011206	10.25305956	11.16071182	11.40087944	11.72109919	11.44207955	11.33390074	10.71967402	11.94702808
C7_00710W_A	14.03534325	13.75255487	12.67124619	11.0843655	10.86830813	14.4046094	13.79055214	11.97894874	13.29217782	9.164068881
C7_00700W_A	12.10055284	11.6411486	11.17409344	11.24138736	11.03800444	12.471929190000001	12.28963469	11.42451625	11.82945848	10.95734392
CR_06710C_A	10.02928723	10.08392248	10.66503977	11.17970179	10.71310007	10.13314221	9.880093667	11.13121391	9.982518301	11.23501696
C7_00690W_A	11.00515667	9.717676423	9.782998209	9.975370334	8.855906667	11.23780747	9.392317423	9.544320516	8.217553865	9.132713922
C7_00680W_A	7.607330314	7.392317423	7.333900736	8.726785814	9.496520937	8.333900737	7.855906667	8.915879379	7.403722186	9.648057926
C7_00670C_A	10.48482289	10.4314976	10.63420602	11.19987679	11.9893945	10.94788041	10.89330153	10.98631612	10.66266838	12.22138573
C7_00660W_A	9.642051693	9.795498564	8.672425342	10.95031288	11.01796829	10.99576715	12.61463317	10.08347933	10.76265887	11.44656641
C7_00650W_A	0	0	0.415037499	2.115477217	1	0.415037499	1.415037499	1.736965594	1.222392421	1.222392421
C7_00640C_A	2	1.736965594	2.115477217	4	2.415037499	1.874469118	2.115477217	3.115477217	2.874469118	2.584962501
C7_00630C_A	7.74819285	8.075033392	6.142957954	7.294620749	6.763765654	8.291554446	9.487840034	6.513069582	7.776981273	7.518325307
C7_00620W_A	13.61409632	13.38451396	12.95073814	12.61953223	12.14231983	13.72341208	13.43010403	12.39856557	13.05285104	11.45772287
C7_00610C_A	9.645658432	10.02467797	9.758223215	10.14380835	10.84966573	10.62631745	10.60578815	9.588089957	10.63208641	10.96072599
C7_00600C_A	9.915879379	9.960967268	9.816983623	10.94714987	10.82892983	10.68416418	10.76542424	10.78899015	10.55010544	10.91463428
CR_06720W_A	11.75905594	10.78599729	11.1803236	12.06564052	10.48112669	11.63602035	10.37684891	11.38801729	9.468963381	11.47691493
C7_00590W_A	8.944468054	9.374315005	8.825488851	9.646858678	9.367050664	9.644457187	9.941536738	9.687084024	9.585588535	9.275348554
C7_00580C_A	8.456696651	8.793332355	9.097154264	10.07369529	9.843921051	9.367778747	9.57427815	10.06339508	9.713672906	9.949340382
C7_00570W_A	12.67073	11.70173964	11.69913863	11.34725225	10.51930863	12.80648249	11.27224097	11.14932373	10.05483039	10.71596199
C7_00560C_A	9.430452552	8.453956489	9.022367813	9.819646897	9.686500527	10.00889544	8.725650281	9.805206456	8.433237678	10.21269903
C7_00550C_A	12.48859333	12.11406765	12.01889562	12.91201607	12.21634169	12.81317994	12.37910757	12.35379009	12.00644297	12.87619716
C7_00530C_A	8.822305264	8.209453366	9.918863237	10.4807902	11.025601	9.341333494	9.20701432	10.46998092	10.09363764	11.4655664
C7_00520W_A	12.45985849	12.55306926	12.37395266	12.35846806	12.09077405	12.94123105	12.55114748	12.23312032	12.16563982	11.78422586
C7_00510W_A	8.022367813	7.318919345	6.437405312	8.607330314	8.617161323	8.46760555	8.288481612	8.122396632	6.363404731	8.632995197
C7_00490C_A	9.54045097	8.761551232	8.930737338	9.485829309	9.581200582	10.29001885	9.286172683	9.6794801	8.86727874	9.94788041
CR_06730W_A	8.386581053	9.431149337	9.310612782	10.8494051	10.30149619	8.64385619	9.825488851	10.46386491	8.956134115	11.09759324
C7_00500W_A	0	0	0	0	0	0	0	0	0	0
C7_00480W_A	1.584962501	1.874469118	2.222392421	4.36923381	1.584962501	1	1.736965594	3.415037499	0.415037499	2.736965594
C7_00470C_A	10.49785184	9.583082768	10.72052929	10.99859043	10.84836213	11.07302578	10.35681874	10.84104011	10.32792684	10.9597605
C7_00460W_A	6.686500527	6.886712713	7.166581559	8.726785814	7.866248611	7.486499862	7.95419631	8.354616713	7.033423002	8.51438531
C7_00450C_A	8.756000263	9.056186097	8.844444241	9.487170104	10.30758032	9.477083637	9.593079828	9.305301776	9.428360173	10.63269233
C7_00440C_A	12.61892075	12.83051521	12.37748169	11.25935096	11.18797059	12.99116751	12.64783314	11.74399286	12.19095637	10.66296501
C7_00430W_A	7.617161323	7.300733873	5.169925001	8.110265791	6.339850003	7.132713922	7.254241288	7.269905882	5.781359714	6.902877534
C7_00420C_A	7.513069583	8.445704636	7.880603904	8.733580309	9.318166176	8.532680601	8.060695932	8.905888376	8.350202549	9.197216693
C7_00410C_A	9.47910658	9.654636029	10.14974712	10.80036068	10.93639256	10.10372492	9.665928035	10.00422047	10.09583653	10.97369737
CR_06740W_A	9.181566408	8.554588852	9.395177077	9.873444113	10.19967234	9.033423002	8.6794801	9.415037499	9.230420795	10.65999589
C7_00400W_A	10.47708364	10.7526594	10.01634403	11.69145274	11.85018684	10.91164165	11.65836027	12.35910895	11.99929539	10.47471995
C7_00390W_A	12.88607758	12.82197324	12.26912668	13.52490895	12.95128471	13.33669251	13.46514122	13.22319727	12.7652861	13.2822197
C7_00380W_A	9.757667798	10.0493948	11.39195957	11.58229882	11.56462586	10.59556831	10.96385941	11.89368074	11.28771238	11.0172724
C7_00370W_A	8.532680601	8.419257965	9.748751925	10.31891934	10.26912668	9.309097345	9.396604781	10.19229281	9.50779464	10.51799738
C7_00360W_A	11.56684686	11.13164264	13.15054064	11.78912605	13.09259199	11.79995612	11.9620525	11.73781068	13.12401358	13.16825425
C7_00350C_A	11.54383739	12.51191734	18.22827382	15.97391407	18.52500457	13.34295432	15.20130713	16.65404392	18.22268329	18.74750353
C7_00340C_A	11.63072216	12.47218312	10.14380835	11.26483352	11.01866384	12.35047883	12.5925349	10.41890673	12.10000522	10.77121433
C7_00330C_A	9.977756926	8.108524457	9.670066069	10.3829842	9.618997202	10.59556831	9.01309	10.03112681	7.851749041	10.43393312
C7_00320C_A	11.3553511	11.24357071	11.29653388	11.80534083	11.98132943	11.60347181	11.08502978	11.37322768	10.81565014	12.71438864
CR_06750C_A	12.2132055	12.43349851	12.49685378	13.59859535	12.99635579	12.2647358	12.41274625	13.77989031	12.50274895	13.49289633
C7_00310C_A	11.16364968	10.58777752	9.418555411	10.43844534	10.47573343	10.46794513	11.25049582	10.79089148	9.364134655	10.2522712
C7_00300W_A	10.02236781	10.34281546	9.200489967	10.3579185	10.38837612	10.70937106	11.18632062	10.15734694	10.64325494	10.10503547
C7_00290C_A	5.101538026	6.333900737	6.087462841	8.075033392	7.125843933	5.763765653	6.564784619	7.029747344	6.930737338	7.783543961
C7_00280W_A	1.736965594	1.584962501	1.874469118	5.235216462	2.938599455	3.662965013	5.129283017	2.874469118	3.736965594	3.415037499
C7_00270W_A	10.4252159	10.60300809	10.48314397	10.4814631	10.26678654	10.83157116	11.70072869	10.60115174	11.50366013	10.06024558
C7_00260C_A	8.874469118	9.847057346	9.306821202	10.38873487	11.12433675	9.921840937	11.06024558	9.678893519	10.76016549	11.78586111
C7_00250C_A	11.48381578	11.25856603	10.65463603	11.59789736	11.12476754	12.04769197	11.49618802	11.71209705	10.97465358	11.86056972
C7_00240W_A	9.752101838	9.587465008	8.409390936	10.01634403	9.733580309	9.667702932	12.37123213	9.744273241	11.39535562	10.44535978
C1_03690W_A	10.51668495	11.19721669	10.35204343	11.17346894	10.87702845	10.77698127	11.03983295	10.59494659	10.65314364	11.26366044
C7_00230W_A	9.713672906	9.957102042	8.351675438	9.47843258	10.78026635	10.59183398	10.24871825	9.120669887	9.657020649	10.61930296
C7_00210C_A	9.595568307	9.497851837	10.43705847	11.4138042	11.28424575	10.25660185	9.787358454	10.90312868	10.19229281	11.73879598
C7_00220W_A	8.359017413	8.153129759	8.791162889	9.806281089	9.625708843	9.131856961	8.495855027	9.516356654	8.654636029	9.793874213
