gene_name	Control_Rep.A	Control_Rep.B	Control_Rep.C	Control_Mean	Treat1_Rep.A	Treat1_Rep.B	Treat1_Rep.C	Treat1_Mean	Treat2_Rep.A	Treat2_Rep.B	Treat2_Rep.C	Treat2_Mean	Treat3_Rep.A	Treat3_Rep.B	Treat3_Rep.C	Treat3_Mean	fc_treat1	fc_treat2	fc_treat3
C1_00330C_A	10.44501485	10.47065887	10.49485558	10.47031994	12.01227534	12.21492619	12.08115052	12.10525378	12.16050175	12.23571509	12.13057056	12.17627706	12.2227949	11.98441846	12.34040649	12.19003041	1.6349338400000004	1.7059571200000008	1.7197104700000008
C1_00340W_A	10.22400167	10.5943246	10.62113611	10.49085088	12.45763738	12.39526635	12.46811489	12.44069617	12.7934001	12.90256354	13.17227123	12.96500261	12.88893347	12.62067804	13.15402694	12.90425828	1.9498452900000007	2.474151730000001	2.4134074000000005
C1_00350C_A	8.475733431	9.667111542	9.236014192	9.206200388	10.34207467	10.75154406	10.96650545	10.70937106	10.7984718	10.7984718	10.93810933	10.8465351	10.8273427	10.82257083	11.29462075	10.99906044	1.503170672000001	1.6403347120000011	1.7928600519999998
C1_00360W_A	7.77478706	8.503825738	8.451211112	8.279223644	9.656424863	9.862637358	9.515699838	9.685332826	11.22580994	11.34651373	10.95128471	11.18384212	10.9403136	10.84470576	10.94471206	10.91064273	1.4061091819999998	2.9046184759999996	2.6314190859999993
C1_00370W_A	8.038918989	7.787902559	8.016808288	7.9522559	8.317412614	8.321928095	8.092757141	8.247927513	8.933690655	8.918863237	8.942514505	8.931722448	7.930737338	7.794415866	8.060695932	7.932706887	0.2956716130000007	0.9794665480000004	-0.019549012999999914
C1_00380C_A	10.43462823	10.41362793	10.77148947	10.54946382	10.91587938	10.86882255	10.81938079	10.86856537	11.12476754	11.16302064	11.25620869	11.18239435	9.949826711	9.984418459	10.11113567	10.01680829	0.31910155000000084	0.6329305299999995	-0.5326555299999995
C1_00390W_A	9.84862294	9.509775004	9.746514321	9.708509148	9.712527	10.36741475	10.033423	10.06249593	10.45327063	10.55937709	9.854868383	10.32080055	9.779719355	9.68474862	9.824958741	9.764318728	0.35398678200000133	0.6122914020000001	0.05580957999999988
C1_00400W_A	10.76570049	11.01541505	11.07547915	10.95831104	11.1376316	10.83368075	10.83920379	10.94397991	11.24733418	11.32023645	11.34706766	11.30549179	10.88264305	10.46250227	10.90086681	10.76238204	-0.014331130000000629	0.3471807499999995	-0.1959289999999996
C1_00410C_A	9.082149041	9.698704667	9.709083813	9.524868154	9.609178738	9.903881846	9.781359714	9.769837844	10.71424552	10.76487159	11.08613623	10.86470204	9.951284715	9.796039609	10.21916852	9.999530297	0.24496968999999966	1.3398338859999992	0.4746621429999998
C1_00420W_A	12.81738343	11.59618976	12.07280253	12.25089054	11.47927503	11.26561505	11.22881869	11.32886189	10.99929539	10.98370619	11.04644195	11.01006182	11.09077405	11.00351791	11.06069593	11.05211516	-0.9220286499999997	-1.2408287199999997	-1.1987753800000007
C1_00430W_A	9.995767151	9.948367232	10.10328781	10.0172724	10.13955135	10.4419067	10.09275714	10.2332202	10.78545247	10.89708913	10.59245704	10.76376565	10.3858624	10.05528244	10.48482289	10.32004836	0.21594780000000052	0.7464932500000004	0.30277596000000023
C1_00440W_A	12.48633225	12.30435132	12.60130653	12.46913302	12.53746109	12.73068241	12.6930513	12.65612688	13.23107114	13.25871324	13.55026581	13.35406568	12.54665335	12.71617641	12.80675099	12.69384991	0.1869938600000011	0.8849326600000005	0.22471689000000158
C1_00450C_A	11.16616308	11.2708793	11.37558251	11.2734071	11.00912879	10.43567026	10.53624722	10.68270204	9.717676423	9.810571635	11.2137118	10.42171421	10.24792751	10.00982862	9.982993575	10.08525114	-0.5907050599999994	-0.8516928900000006	-1.1881559599999996
C1_00460W_A	10.89935692	11.13635034	11.29232163	11.11829223	10.89935692	10.65374078	10.51274046	10.69754681	11.11048331	11.23421868	11.63979289	11.34632904	11.00070427	10.65821148	10.92999806	10.87036472	-0.4207454199999997	0.2280368100000007	-0.24792751000000046
C1_00470C_A	10.91288934	10.20945337	10.58590145	10.59774221	9.914385132	9.079484784	9.11113567	9.422765614	10.26912668	10.36959735	10.49085088	10.37937837	10.15734694	10.23002044	10.39660478	10.26483352	-1.1749765960000005	-0.21836384000000034	-0.33290869
C1_00480C_A	11.32023645	11.62935662	11.68693817	11.55426907	11.96397979	11.56271943	11.52110964	11.69682267	11.17180229	11.13955135	11.393390460000001	11.23939963	11.09275714	10.85642553	10.99576715	10.98489311	0.14255359999999948	-0.3148694400000008	-0.5693759600000003
C1_00490C_A	12.36303963	12.01785233	12.20731943	12.20294006	12.59362455	12.36741475	12.69588075	12.55873958	14.4372319	14.5580021	15.18460419	14.76532064	14.04524773	13.7084373	14.40872778	14.08242629	0.3557995199999999	2.562380580000001	1.8794862300000013
C1_00500C_A	12.34290803	12.11211366	12.3089078	12.25817341	12.18889787	11.92666663	12.23601419	12.1234748	12.74840253	12.7561393	13.74367737	13.16302064	12.36959735	11.99859043	12.85545251	12.45078167	-0.13469860999999927	0.9048472299999997	0.19260826000000006
C1_00510W_A	10.52454172	10.44914865	10.78708632	10.5943246	10.44811631	10.04575966	10.17990909	10.23441829	9.584962501	9.696967526	10.39016896	9.936637939	8.13442632	7.77478706	7.727920455	7.89077093	-0.35990630999999956	-0.6576866609999997	-2.70355367
C1_00520W_A	10.18735207	9.588714636	9.926295995	9.92134508	10.00422047	8.882643049	8.888743249	9.36121274	9.902375114	9.888743249	10.36850646	10.07101536	9.805743872	9.566054038	9.54303182	9.643254942	-0.5601323400000009	0.14967028000000054	-0.27809013799999943
C1_00530C_A	11.033423	10.02097994	10.6617781	10.63026713	10.37829486	11.0409746	10.34651373	10.62570884	11.28135051	11.39285404	10.73216743	11.16302064	10.70994538	10.86263736	10.78626963	10.78763053	-0.004558290000000208	0.5327535099999992	0.15736339999999943
C1_00540C_A	8.980139578	9.28077077	9.250298418	9.176588732	10.69957245	11.30320995	10.89026428	10.98679014	11.29347165	11.4325419	11.00982862	11.25581542	10.83289001	10.62388149	10.98655315	10.82203965	1.8102014079999993	2.0792266879999985	1.6454509179999999
C1_00550W_A	9.276124405	8.851749041	9.139551352	9.09978612	9.400879436	10.10459875	9.812177306	9.8008999	10.58025857	10.66799854	10.2644426	10.51438531	10.79766153	10.63026713	10.79116289	10.74174786	0.7011137800000001	1.4145991900000008	1.641961740000001
C1_00560W_A	8.262094845	8.960001932	8.982993575	8.77148947	10.40194612	10.03754695	9.971543554	10.14974712	10.30035256	10.33873638	10.33985	10.32642949	9.164906927	9.136991112	9.357552005	9.223197272	1.37825765	1.55494002	0.45170780199999944
C1_00570C_A	9.756556323	9.290018847	9.517669388	9.533978572	9.896332404	10.31514956	9.948367232	10.06564052	10.95710204	11.02859678	10.7548875	10.91811785	10.20579325	10.11374217	10.19475685	10.17201073	0.5316619479999998	1.384139277999999	0.6380321579999997
C1_00580W_A	9.221587121	8.214319121	8.97441459	8.863153805	7.781359714	8.77807713	8.573647187	8.437405312	9.535275377	9.594324604	9.511752654	9.547537229	9.847057346	9.541096615	10.16867212	9.874981348	-0.42574849300000056	0.6843834239999999	1.0118275430000008
C1_00590W_A	13.14529533	14.04482099	14.11601899	13.83094428	13.64498286	13.32164629	13.10966744	13.37571825	12.91045536	13.01698235	13.34471201	13.1027959	11.91774501	11.86882255	11.75780667	11.84966573	-0.4552260300000004	-0.7281483800000005	-1.9812785500000007
C1_00600W_A	10.019590729999999	10.06474276	10.10721708	10.06429368	10.53138146	10.72109919	10.41151099	10.56033283	11.71080643	11.76818432	11.27961058	11.60208021	10.67330908	10.64024494	10.83447105	10.71853288	0.4960391499999995	1.53778653	0.6542391999999991
C1_00610W_A	12.38801729	11.78258876	12.10754403	12.11374217	11.32586758	11.58167136	11.197831	11.37739131	11.87498135	11.97405602	11.83249448	11.89507031	12.15291858	12.1179677	12.20365389	12.15860969	-0.7363508599999999	-0.2186718600000006	0.04486752000000024
C1_00620W_A	10.14465824	9.997179481	10.17866485	10.10895999	10.29691621	10.69870467	10.30378075	10.44570464	11.31514956	11.36084708	11.19352536	11.29155445	11.48280796	11.29519496	11.56224242	11.45103935	0.33674465	1.1825944599999987	1.3420793599999994
C1_00630W_A	8.77478706	7.988684687	8.438791853	8.436017438	6.930737338	7.238404739	6.942514505	7.044394119	9.044394119	9.131856961	9.17990909	9.119805739	8.13442632	8.321928095	8.194756854	8.21916852	-1.3916233190000007	0.6837883009999999	-0.21684891800000017
C1_00640C_A	9.087462841	10.80976813	10.76404222	10.40868356	11.86418614	11.76818432	11.63571812	11.75905594	11.86186234	11.91587938	11.55410915	11.78586111	9.876516947	10.1959873	10.21310422	10.10328781	1.3503723799999996	1.3771775500000007	-0.30539575000000063
C1_00650C_A	10.82017896	10.63481105	10.80170836	10.75460918	10.64295422	10.59712143	10.43358544	10.56065127	11.01820018	11.07881795	11.16050175	11.08702077	10.86727874	10.76570049	10.92777796	10.85512802	-0.19395791	0.3324115900000015	0.10051884000000123
C1_00660C_A	10.14082977	10.30149619	10.32192809	10.2569949	10.82972274	11.23361968	10.92109709	11.00539063	11.23002044	11.19105921	10.87728413	11.10787091	11.41732512	11.12153352	11.53527538	11.36832457	0.7483957300000005	0.8508760100000001	1.11132967
C1_00670C_A	8.810571635	8.271463028	8.675957033	8.603626345	8.569855608	8.930737338	8.471675214	8.671246188	10.23481743	10.28540222	10.04575966	10.19229281	8.77807713	8.82336724	8.758223215	8.786814144	0.06761984299999932	1.588666464999999	0.1831877989999988
C1_00680W_A	9.144658243	8.592457037	8.957102042	8.915879379	9.016808288	8.754887502	8.700439718	8.830779267	9.385862401	9.394462695	9.527477006	9.437405312	8.033423002	8.13442632	7.95419631	8.042571384	-0.08510011199999919	0.5215259329999996	-0.8733079949999992
C1_00690W_A	9.753216749	9.607330314	9.794415866	9.720529291	9.430452552	9.247927513	9.385862401	9.356818742	10.37177664	10.30378075	10.06339508	10.2522712	9.856425529	10.09011242	9.955649908	9.97058527	-0.3637105490000002	0.5317419089999991	0.25005597900000076
C1_00700W_A	9.707359132	9.864186145	9.873444113	9.816983623	9.422064766	9.37721053	9.632995197	9.481799432	9.513727596	9.301496195	9.878050913	9.584336195	9.515699838	9.909893084	9.744833837	9.732450113	-0.33518419099999985	-0.2326474279999999	-0.08453351000000008
C1_00710C_A	12.64498286	12.84392105	12.88187871	12.79394193	12.85389431	12.69479315	12.83011903	12.79461893	12.54085453	12.62365291	13.40686932	12.91257752	12.74399286	12.73914771	12.76009617	12.7477734	6.769999999998195e-4	0.11863558999999868	-0.04616853000000094
C1_00730C_A	11.04439412	11.00982862	11.0409746	11.03181605	10.94251451	10.89481776	10.61930296	10.82575383	11.41256985	11.47319838	11.37991982	11.42241523	10.83368075	10.94617524	10.80493767	10.8628956	-0.20606221999999974	0.39059918000000055	-0.1689204499999998
C1_00740C_A	11.58402294	12.019590729999999	11.83762793	11.82469361	12.54761755	12.18673329	12.19660213	12.32033048	12.46709603	12.38613194	12.43540982	12.42992974	10.6183855	11.05866825	10.4655664	10.73668379	0.4956368700000003	0.6052361299999999	-1.0880098199999997
C1_00750C_A	11.26502894	10.70390357	11.04984855	11.02444712	11.15228484	11.75530489	11.41996018	11.46369465	12.46531131	12.52747701	12.04165915	12.36038988	11.88340699	11.82137539	12.24436384	11.99541385	0.439247530000001	1.33594276	0.9709667300000006
C1_00760W_A	10.15481811	9.674192268	9.943979914	9.937619031	10.01541505	10.10459875	9.8008999	9.979186989	11.2772874	11.38640142	11.32249154	11.32942263	10.06204614	10.02375435	10.2632692	10.12023788	0.04156795800000007	1.391803598999999	0.18261884899999897
C1_00770C_A	8.873444113	8.939579214	9.01402047	8.94349161	8.876516947	8.479780264	8.924812504	8.7736887	7.857980995	7.851749041	8.076815597	7.932706887	8.550746785	8.46760555	8.438791853	8.486499862	-0.16980291000000128	-1.0107847230000004	-0.4569917480000001
C1_00780C_A	6.768184325	6.64385619	6.539158811	6.653442239	6	5.95419631	6.266786541	6.080373417	9.041659152	9.092757141	8.044394119	8.799821249	7.451211112	7.434628228	7.8008999	7.572384434	-0.5730688220000006	2.1463790100000004	0.9189421949999996
C1_00790W_A	7.199672345	8.17990909	7.876516947	7.807354922	8.321928095	8.379378367	8.499845887	8.402301511	8.797661526	8.714245518	8.682994584	8.732450113	8.6794801	8.665335917	8.758223215	8.701595261	0.5949465889999992	0.9250951910000004	0.8942403389999994
C1_00800C_A	9.319672121	10.36303963	9.970105891	9.94593148	10.75070699	9.856425529	10.26209485	10.33613459	8.724513853	8.531381461	9.906890596	9.19064778	8.413627929	8.515699838	8.707359132	8.550746785	0.39020310999999996	-0.7552836999999997	-1.395184695000001
C1_00810W_A	7.499845887	8.016808288	8.06608919	7.882643049	8.392317423	7.794415866	8.257387843	8.169925001	7.686500527	7.64385619	8.098032083	7.824428436	8.73809226	8.731319031	8.651051691	8.707359132	0.2872819519999988	-0.058214613000000595	0.8247160830000003
C1_00820W_A	7.599912842	7.451211112	7.303780748	7.456696651	7.22881869	6.918863237	7.076815597	7.080373416	9.20701432	8.933690655	8.379378367	8.87958325	8.74819285	9.214319121	8.945443836	8.98204287	-0.3763232350000001	1.4228865990000001	1.5253462190000011
C1_00830W_A	9.194756854	7.982993575	8.475733431	8.637832402	7.383704292	7.882643049	7.584962501	7.631783357	9.707359132	9.731319031	9.605479518	9.682409431	8.882643049	9.216745858	9.319672121	9.151439431	-1.0060490450000008	1.0445770289999994	0.5136070289999993
C1_00840C_A	7.832890014	9.797661526	9.167418146	9.140403757	10.99647349	9.818582177	9.871905238	10.33799349	9.344295908	9.355351096	9.943979914	9.576169382	9.839203788	9.881113961	8.988684687	9.62388149	1.197589733000001	0.4357656250000001	0.483477733000001
C1_00850W_A	7.375039431	6.686500527	7.011227255	7.05166212	6.95419631	5.95419631	6.442943496	6.50779464	9.45532722	9.475733431	9.665335917	9.535275377	10.47775827	10.36522885	10.89102419	10.59618976	-0.5438674799999994	2.483613257	3.54452764
C1_00860W_A	8.636624621	8.076815597	8.375039431	8.380821784	8.204571144	7.794415866	8.22881869	8.089229767	9.758223215	9.743151394	9.93516505	9.814849459	9.321928095	9.535275377	9.804131021	9.567322342	-0.29159201699999937	1.4340276749999992	1.1865005580000005
C1_00870W_A	10.59058705	10.42206477	10.44501485	10.48784003	11.09143539	11.12282799	11.06272077	11.09253693	11.39446269	11.47927503	11.59245704	11.49101796	12.38801729	12.14306428	12.25443815	12.26532202	0.6046969000000002	1.0031779300000014	1.77748199
C1_00880W_A	7.033423002	7.794415866	7.539158811	7.489178962	5.977279923	6	5.672425342	5.89077093	6.965784285	6.857980995	7.209453366	7.018663845	7.741466986	7.483815777	7.451211112	7.564784619	-1.598408032	-0.4705151170000007	0.07560565699999958
C1_00890W_A	10.55554777	10.21188829	10.42206477	10.40336715	10.20701432	10.30263892	10.19844504	10.23681148	10.59058705	10.65105169	10.56128795	10.6014613	10.1382718	10.03066714	10.04575966	10.07235595	-0.16655566999999932	0.19809415000000127	-0.3310111999999989
C1_00900W_A	9.192292814	9.906890596	9.918863237	9.710232455	10.60362634	9.105908509	9.749869427	9.950312876	9.556506055	9.611024797	10.48984796	9.952741247	8.375039431	8.233619677	8.344295908	8.318919345	0.24008042100000004	0.24250879200000056	-1.3913131100000005
C1_00910W_A	7.614709844	8.266786541	7.658211483	7.878561872	8.357552005	7.562242424	8.016808288	8.014950342	8.113742166	8.169925001	9.221587121	8.597431853	8.233619677	8.558420713	8.294620749	8.36923381	0.13638847000000098	0.7188699810000001	0.49067193800000114
C1_00920W_A	9.826548487	9.859534786	9.920352855	9.869336793	10.24317398	10.54785851	10.42626475	10.41115786	11.24019505	11.19967234	11.09407769	11.1792871	11.1234748	11.08878824	11.28135051	11.16699991	0.5418210669999991	1.3099503069999991	1.2976631169999993
C1_00930C_A	11.99929539	11.92369888	12.15545073	12.02940227	11.99364606	12.63072216	12.28048081	12.32521175	12.63185913	12.69935556	12.26941893	12.54552762	11.43410693	11.60547952	11.36303963	11.47116713	0.295809479999999	0.5161253499999995	-0.5582351400000006
C1_00940W_A	10.00562455	10.18858885	10.31741261	10.17617315	10.3140167	9.611024797	9.992938336	10.00093895	10.37829486	10.36303963	11.24911345	10.72621816	9.285402219	9.202123824	9.535275377	9.347990392	-0.1752342000000001	0.5500450099999998	-0.8281827580000005
C1_00950C_A	10.67595703	11.19537221	10.8494051	10.92332749	12.23870328	11.01402047	10.92035286	11.52470494	10.77066389	10.86108691	11.90538701	11.27670602	12.79968636	12.509775	12.60408986	12.64295422	0.6013774499999992	0.3533785300000006	1.7196267299999997
C1_00960C_A	9.603626345	9.677719642	9.696967526	9.659995892	10.67419227	11.07347215	10.67419227	10.81991295	11.39070637	11.43514934	11.09011242	11.31326097	10.5137276	10.42206477	10.49385545	10.47708364	1.1599170580000016	1.6532650780000004	0.8170877480000007
C1_00970W_A	7.459431619	6.894817763	7.577428828	7.339850003	7.539158811	7.832890014	7.781359714	7.723376529	8.189824559	8.438791853	8.28077077	8.306821203	7.6794801	7.658211483	7.882643049	7.743712426	0.38352652600000087	0.9669712000000005	0.4038624230000008
C1_00980W_A	8.854868383	9.710806434	9.759888183	9.497186541	9.902375114	9.686500527	9.813781191	9.803593003	9.903881846	10.03479896	10.54882191	10.19023623	9.37286506	9.100662339	9.627533884	9.382984205	0.30640646200000005	0.6930496890000004	-0.11420233599999995
C1_00990C_A	10.30263892	10.80574387	10.83447105	10.66740727	11.63481105	11.04848687	10.78790256	11.20171553	11.39016896	11.46147945	11.07347215	11.31797782	10.19844504	10.23002044	10.37503943	10.26990588	0.5343082599999995	0.6505705499999995	-0.3975013900000003
C1_01000C_A	9.523561956	9.426264755	9.627533884	9.528128483	9.052568051	8.721099189	8.294620749	8.722238308	9.54303182	9.672425342	9.594324604	9.604244334	8.434628228	8.326429487	8.076815597	8.286942737	-0.8058901750000002	0.07611585100000089	-1.2411857459999995
C1_01010W_A	11.63163181	11.62433855	11.84784036	11.70505635	11.29347165	11.28828934	11.06944977	11.22078137	10.79766153	10.81297947	11.15924065	10.93319885	11.39124359	10.96144969	11.13635034	11.1738853	-0.48427498000000047	-0.7718574999999996	-0.5311710499999995
C1_01030W_A	11.39606956	11.60917874	11.76445696	11.59774221	11.66711154	10.90388185	10.81137469	11.18094514	11.2644426	11.28540222	11.56510208	11.37829486	9.45532722	9.631177056	9.62935662	9.57427815	-0.41679706999999944	-0.21944734999999937	-2.0234640600000002
C1_01040W_A	10.15228484	9.73978061	9.927777962	9.949826711	10.50382574	10.87190524	10.79766153	10.73301532	12.44138803	12.56295787	12.73893668	12.5862925	11.33035672	11.05256805	11.4278366	11.2788366	0.7831886089999998	2.6364657890000007	1.329009889
C1_01050C_A	11.33371443	11.46811489	11.29232163	11.36668649	11.63481105	11.37068741	11.4807902	11.49951374	12.13185696	12.13955135	12.48658366	12.26238852	11.67242534	11.64790807	11.69609817	11.672278	0.13282725	0.8957020300000009	0.30559151000000107
C1_01060W_A	13.36057278	13.16113188	13.31670579	13.28197831	13.51754637	13.15117514	13.42888355	13.37413384	13.7208855	13.79177338	14.68584381	14.13677755	13.3376219	12.95819018	13.55386924	13.30378075	0.09215553000000112	0.8547992400000001	0.021802440000000013
C1_01070C_A	9.187352073	9.216745858	9.436711542	9.284631343	9.11113567	9.631177056	9.361943774	9.383704292	9.661778098	9.672425342	8.971543554	9.470319935	9.172427509	8.894817763	9.131856961	9.071462363	0.09907294899999985	0.1856885920000002	-0.2131689799999989
C1_01080W_A	9.025139562	8.988684687	9.317412614	9.118075888	9.560332834	9.871905238	9.663558104	9.704480075	9.86727874	10.06069593	9.83447105	9.924317667	9.988684687	9.756556323	10.06877828	9.943979914	0.5864041869999993	0.8062417790000005	0.8259040259999998
