gene_name	fc_treat1	fc_treat2	fc_treat3
C1_00010W_A	1.3219280949999999	4.14974712	1.3219280949999999
C1_00020C_A	-0.34786181699999996	1.3717842999999998	0.5472741899999994
C1_00030C_A	-0.19832871600000074	0.7631971359999996	0.5355964239999996
C1_00040W_A	1.0137200000000013	0.5783046600000006	1.9540994400000002
C1_00050C_A	4.087462841	4.510961919	2.5849625010000006
C1_00060W_A	-0.420353630000001	-0.06952198000000114	-0.19926331000000097
C1_00070W_A	-0.5503293899999998	-1.229609590000001	-2.2217635100000006
C1_00080C_A	-0.25557246700000025	0.32549429000000013	-0.5482400429999996
C1_00090W_A	-0.7443451249999996	-0.13492958099999958	-1.4751584919999994
C1_00100C_A	0.7373382100000008	0.8182937700000004	0.6282504200000005
C1_00110W_A	0.33530532999999874	1.1972893599999992	0.12622459999999858
C1_00120C_A	0.22371983000000037	0.44405640000000085	-0.2903398399999996
C1_00130C_A	0.1777367499999991	0.9916603399999993	0.8572618099999989
C1_00140W_A	-0.3529630899999995	0.43747735	-0.40838357999999897
C1_00150C_A	0.5345530509999998	0.6323660510000001	0.4938512409999997
C1_00160C_A	-1.6799635099999985	-2.3454257999999992	-3.7313436409999987
C1_00170W_A	0.2546509199999995	1.6134930900000004	1.05044294
C1_00180W_A	-1.03676325	-3.0541971399999994	-3.2439690999999993
C1_00190C_A	0.8744691179999999	2.938599455	0.2223924209999998
C1_00200C_A	-0.16154386100000023	2.183446141	0.8520665709999998
C1_00210C_A	-1.205318910000001	-0.6474338900000003	-1.506906560000001
C1_00220W_A	-0.23501438000000077	-0.08566513999999953	-0.54425539
C1_00230C_A	0.08119608299999995	0.526960894	0.637346474000001
C1_00270W_A	1.5689767979999996	-0.652076696	0.10350457599999971
C1_00280C_A	0	0	0
C1_00290W_A	0.6826301859999991	-0.9736321459999999	0.35891305600000056
C1_00310W_A	0.5391224220000003	1.629573082	2.4904737820000005
C1_00320W_A	0.05781351199999914	0.986691605999999	0.4991442060000004
C1_00330C_A	1.6349338400000004	1.7059571200000008	1.7197104700000008
C1_00340W_A	1.9498452900000007	2.474151730000001	2.4134074000000005
C1_00350C_A	1.503170672000001	1.6403347120000011	1.7928600519999998
C1_00360W_A	1.4061091819999998	2.9046184759999996	2.6314190859999993
C1_00370W_A	0.2956716130000007	0.9794665480000004	-0.019549012999999914
C1_00380C_A	0.31910155000000084	0.6329305299999995	-0.5326555299999995
C1_00390W_A	0.35398678200000133	0.6122914020000001	0.05580957999999988
C1_00400W_A	-0.014331130000000629	0.3471807499999995	-0.1959289999999996
C1_00410C_A	0.24496968999999966	1.3398338859999992	0.4746621429999998
C1_00420W_A	-0.9220286499999997	-1.2408287199999997	-1.1987753800000007
C1_00430W_A	0.21594780000000052	0.7464932500000004	0.30277596000000023
C1_00440W_A	0.1869938600000011	0.8849326600000005	0.22471689000000158
C1_00450C_A	-0.5907050599999994	-0.8516928900000006	-1.1881559599999996
C1_00460W_A	-0.4207454199999997	0.2280368100000007	-0.24792751000000046
C1_00470C_A	-1.1749765960000005	-0.21836384000000034	-0.33290869
C1_00480C_A	0.14255359999999948	-0.3148694400000008	-0.5693759600000003
C1_00490C_A	0.3557995199999999	2.562380580000001	1.8794862300000013
C1_00500C_A	-0.13469860999999927	0.9048472299999997	0.19260826000000006
C1_00510W_A	-0.35990630999999956	-0.6576866609999997	-2.70355367
C1_00520W_A	-0.5601323400000009	0.14967028000000054	-0.27809013799999943
C1_00530C_A	-0.004558290000000208	0.5327535099999992	0.15736339999999943
C1_00540C_A	1.8102014079999993	2.0792266879999985	1.6454509179999999
C1_00550W_A	0.7011137800000001	1.4145991900000008	1.641961740000001
C1_00560W_A	1.37825765	1.55494002	0.45170780199999944
C1_00570C_A	0.5316619479999998	1.384139277999999	0.6380321579999997
C1_00580W_A	-0.42574849300000056	0.6843834239999999	1.0118275430000008
C1_00590W_A	-0.4552260300000004	-0.7281483800000005	-1.9812785500000007
C1_00600W_A	0.4960391499999995	1.53778653	0.6542391999999991
C1_00610W_A	-0.7363508599999999	-0.2186718600000006	0.04486752000000024
C1_00620W_A	0.33674465	1.1825944599999987	1.3420793599999994
C1_00630W_A	-1.3916233190000007	0.6837883009999999	-0.21684891800000017
C1_00640C_A	1.3503723799999996	1.3771775500000007	-0.30539575000000063
C1_00650C_A	-0.19395791	0.3324115900000015	0.10051884000000123
C1_00660C_A	0.7483957300000005	0.8508760100000001	1.11132967
C1_00670C_A	0.06761984299999932	1.588666464999999	0.1831877989999988
C1_00680W_A	-0.08510011199999919	0.5215259329999996	-0.8733079949999992
C1_00690W_A	-0.3637105490000002	0.5317419089999991	0.25005597900000076
C1_00700W_A	-0.33518419099999985	-0.2326474279999999	-0.08453351000000008
C1_00710C_A	6.769999999998195e-4	0.11863558999999868	-0.04616853000000094
C1_00730C_A	-0.20606221999999974	0.39059918000000055	-0.1689204499999998
C1_00740C_A	0.4956368700000003	0.6052361299999999	-1.0880098199999997
C1_00750C_A	0.439247530000001	1.33594276	0.9709667300000006
C1_00760W_A	0.04156795800000007	1.391803598999999	0.18261884899999897
C1_00770C_A	-0.16980291000000128	-1.0107847230000004	-0.4569917480000001
C1_00780C_A	-0.5730688220000006	2.1463790100000004	0.9189421949999996
C1_00790W_A	0.5949465889999992	0.9250951910000004	0.8942403389999994
C1_00800C_A	0.39020310999999996	-0.7552836999999997	-1.395184695000001
C1_00810W_A	0.2872819519999988	-0.058214613000000595	0.8247160830000003
C1_00820W_A	-0.3763232350000001	1.4228865990000001	1.5253462190000011
C1_00830W_A	-1.0060490450000008	1.0445770289999994	0.5136070289999993
C1_00840C_A	1.197589733000001	0.4357656250000001	0.483477733000001
C1_00850W_A	-0.5438674799999994	2.483613257	3.54452764
C1_00860W_A	-0.29159201699999937	1.4340276749999992	1.1865005580000005
C1_00870W_A	0.6046969000000002	1.0031779300000014	1.77748199
C1_00880W_A	-1.598408032	-0.4705151170000007	0.07560565699999958
C1_00890W_A	-0.16655566999999932	0.19809415000000127	-0.3310111999999989
C1_00900W_A	0.24008042100000004	0.24250879200000056	-1.3913131100000005
C1_00910W_A	0.13638847000000098	0.7188699810000001	0.49067193800000114
C1_00920W_A	0.5418210669999991	1.3099503069999991	1.2976631169999993
C1_00930C_A	0.295809479999999	0.5161253499999995	-0.5582351400000006
C1_00940W_A	-0.1752342000000001	0.5500450099999998	-0.8281827580000005
C1_00950C_A	0.6013774499999992	0.3533785300000006	1.7196267299999997
C1_00960C_A	1.1599170580000016	1.6532650780000004	0.8170877480000007
C1_00970W_A	0.38352652600000087	0.9669712000000005	0.4038624230000008
C1_00980W_A	0.30640646200000005	0.6930496890000004	-0.11420233599999995
C1_00990C_A	0.5343082599999995	0.6505705499999995	-0.3975013900000003
C1_01000C_A	-0.8058901750000002	0.07611585100000089	-1.2411857459999995
C1_01010W_A	-0.48427498000000047	-0.7718574999999996	-0.5311710499999995
C1_01030W_A	-0.41679706999999944	-0.21944734999999937	-2.0234640600000002
C1_01040W_A	0.7831886089999998	2.6364657890000007	1.329009889
C1_01050C_A	0.13282725	0.8957020300000009	0.30559151000000107
C1_01060W_A	0.09215553000000112	0.8547992400000001	0.021802440000000013
C1_01070C_A	0.09907294899999985	0.1856885920000002	-0.2131689799999989
C1_01080W_A	0.5864041869999993	0.8062417790000005	0.8259040259999998
C1_01090C_A	-0.07175643699999948	0.21146051900000098	-0.11264319799999885
C1_01100W_A	0.20836688999999892	1.122852719999999	0.3377570700000004
C1_01110C_A	1.2590221699999997	0.41829850000000046	-0.2072615699999999
C1_01130W_A	1.2712423900000012	-0.3422431499999999	-0.043068719999999096
C1_01140C_A	-2.01152542	-2.3234802099999996	-1.8929961499999999
C1_01150C_A	0.4607334050000009	0.7159071049999993	-1.4060454199999999
C1_01160C_A	1.052562062	1.5502746390000013	0.7650981990000005
C1_01170C_A	1.2223924220000004	1.339986798	0.9697677989999994
C1_01180C_A	4.176682367000001	4.747342009	1.9001014300000003
C1_01190C_A	-0.3339527199999992	0.5118763600000003	-0.28176607999999875
C1_01200W_A	-0.23114283000000144	0.5742246899999993	-0.30521422200000015
C1_01210W_A	-0.768303338999999	1.8213172400000008	0.4378061100000004
C1_01220C_A	-1.8884179360000009	-0.3710941520000004	0.5879340669999998
C1_01240W_A	-1.2392909459999997	-0.4670642469999996	-0.5568875489999999
C1_01250W_A	0.8846011599999991	1.3154834999999991	0.30209123999999926
C1_01260C_A	-0.9504980390000001	-0.4615315219999996	-1.037007032
C1_01270W_A	-0.5305921599999994	-0.89000158	-0.7162070299999997
C1_01280C_A	0.6345077100000002	1.6938225620000003	0.9201799190000007
C1_01290C_A	-0.6441761609999992	0.5628968170000002	-0.3518843
C1_01300W_A	0.07364272000000055	0.48903980000000047	0.045515520000000566
C1_01310W_A	2.3536369539999997	3.321928095	0.5305147160000001
C1_01320W_A	0.19372107000000055	0.1372798399999997	-0.7026178000000004
C1_01330C_A	0.2644519899999996	0.4525355899999999	0.6141453199999986
C1_01340C_A	0.5072110230000002	1.5698199309999996	0.9429644989999986
C1_01350C_A	-0.4911042400000002	-1.1325348800000015	-1.7102035400000002
C1_01360C_A	-2.31919186	-3.2143103910000015	-2.8495516199999997
C1_01370C_A	-1.0165948599999997	-3.114564959999999	-3.4789671799999997
C1_01380C_A	-0.16440178399999886	0.7327929380000012	-1.8130082929999993
C1_01390C_A	1.5844274760000001	1.8208178950000011	1.8235408150000012
C1_01400C_A	-0.543539032	0.7407128600000001	0.6369206100000006
C1_01420C_A	0.2213164320000003	0.5499851749999999	0.7812228149999996
C1_01440C_A	1.180572245	2.6476982559999995	0.9004643259999996
C1_01450W_A	0.5949564699999997	0.5964732999999995	-0.6364433100000004
C1_01460W_A	0.15031782500000013	0.20430884800000024	0.4222565679999999
C1_01470W_A	0.2380303999999994	0.7484425899999996	0.01742894999999926
C1_01480C_A	-1.3200875199999995	-3.16442262	-3.865536670000001
C1_01490W_A	-0.5757638199999988	0.10387020999999995	1.6272931699999997
C1_01500W_A	-0.8073549219999998	0.36257008000000013	-0.8073549219999998
C1_01510W_A	1.788054366	1.5510151689999994	2.859137464
C1_01520C_A	-0.47896457000000064	0.07591919999999962	0.2789962900000003
C1_01530C_A	-0.6398464100000006	-0.5146912799999993	-1.4425394399999991
C1_01540W_A	0.08699556999999915	0.8020380199999997	0.5406484499999992
C1_01550W_A	0.42863044999999994	1.2354581600000003	1.3057805300000016
C1_01560W_A	1.0705206799999996	1.2910355199999994	0.7091134699999982
C1_01570C_A	0.4204614619999986	-0.24587175600000125	-0.3230153390000013
C1_01580W_A	0.24661157000000086	0.11617610999999971	-0.8812060390000004
C1_01590C_A	0.41783254999999997	0.9486912600000004	0.12944559000000108
C1_01600W_A	0.05250923999999916	-0.1420189999999994	-1.282842885999999
C1_01610C_A	0.18470604500000048	3.156570255	3.2841385180000007
C1_01620C_A	-1.435215381	1.2431739830000001	1.0892297670000008
C1_01630W_A	-0.8551490919999993	-0.6005898219999998	0.9520741270000014
C1_01640W_A	-0.4474440099999998	-0.5107685100000001	-3.1995283150000002
C1_01650W_A	-1.0855099599999996	-0.18708321999999986	0.49676586000000017
C1_01670C_A	0.48317107300000123	1.2389205660000009	0.9726235600000006
C1_01680C_A	0.6286214599999996	0.7896839	-0.17023866499999948
C1_01690C_A	-0.9173557800000012	-1.2019461800000002	-1.3957806
C1_01700W_A	-0.4493896399999997	-0.15149284999999865	-0.4173094199999987
C1_01710W_A	-0.9643451959999999	-0.46705150000000006	-0.6946328240000009
C1_01720C_A	-0.02866375800000041	-0.809721937	-1.9128154300000002
C1_01740W_A	-1.3301486010000003	3.2752780020000003	3.396993909999999
C1_01750W_A	-1.2001294710000003	-1.6876458359999997	-2.708841992
C1_01760W_A	0.5625946880000008	1.8457532090000015	0.6943737170000012
C1_01770W_A	-0.4325249259999993	0.8042476730000009	0.5144645319999999
C1_01780C_A	-1.2991940700000006	-0.06264317600000002	0.017745549999998854
C1_01790W_A	0.4189836400000004	-0.006643659999999897	-0.40361064999999935
C1_01800W_A	0.3290548769999991	0.8098702769999999	0.39247617699999904
C1_01810C_A	-0.38266452899999953	2.2247912799999994	1.8827392199999995
C1_01820C_A	0.08889539599999963	0.7499870850000007	0.39323312900000035
C1_01830C_A	-1.4224462960000004	0.4469537599999996	0.06341029000000005
C1_01840C_A	-3.4150375000000013	-1.748081626000001	-1.9905396710000005
C1_01850C_A	0.20792151400000053	1.11655206	0.7447429399999999
C1_01860W_A	0.5160774299999992	1.2425666399999997	0.4443020899999989
C1_01870C_A	-0.5786889300000001	-0.6063394999999989	-1.0931343499999997
C1_01880C_A	-0.16038423399999857	0.6746491390000012	0.6780719050000013
C1_01890C_A	0.3466505199999988	0.30400618	0.8164000599999992
C1_01900C_A	0.2594784499999998	1.2473069500000005	0.6086457099999993
C1_01910W_A	-0.6108785599999996	-0.21639728999999966	-1.3080642499999993
C1_01920W_A	0.8197677050000003	2.205373837	1.6937114070000003
C1_01930W_A	-0.9124068019999998	0.02090102000000013	0.9489682399999994
C1_01940C_A	0.2676357480000002	0.4530847680000001	-0.2984562569999999
C1_01950C_A	-0.39599447800000054	-0.15654789999999982	-0.8648471940000014
C1_01970W_A	2.415037499	3.700439718	1.222392421
C1_01980W_A	0.2668193539999999	1.940685148	0.952483719
C1_01990W_A	-0.7655347460000003	1.7198920810000005	-0.9499593169999999
C1_02000W_A	0.5592141699999987	1.4103326400000002	1.1586428699999998
C1_02010C_A	-0.6680393470000008	0.5343816539999989	-0.4140880460000017
C1_02020W_A	-0.7945576480000014	0.6739071879999994	-0.1045131010000003
C1_02030C_A	0.19097587099999894	0.9580228049999987	0.659941452
C1_02040C_A	-2.0227439559999993	0.0680712070000008	-0.5522401800000001
C1_02050C_A	0.23508072999999996	0.385026870000001	0.9374250400000009
C1_02060W_A	-0.5222440089999995	0.02014407300000102	-0.6993244539999991
C1_02070W_A	-0.7711813090000001	-0.44541114800000076	-2.830074998
C1_02080W_A	1.333879176	1.126074291	0.5559758719999994
C1_02090C_A	0.5583399770000009	1.1907415350000006	0.7148830960000012
C1_02100W_A	0.022517437000001337	1.5973369890000002	2.315103755000001
C1_02110C_A	-1.5448850619999996	0.7849266320000002	-0.5350372759999997
C1_02120C_A	-0.8411837699999989	-2.09435899	-2.7569241800000004
C1_02130C_A	-3.038523067	-0.6353084500000002	-2.3747754699999994
C1_02140C_A	-0.4150374990000001	1.807354922	0.662965013
C1_02150W_A	-3.8911711270000007	-1.66687164	-1.1347452200000008
C1_02160W_A	0.037474704999999386	1.7707363350000005	1.5989557750000003
C1_02170C_A	-0.599191117	1.6256182849999998	1.2740459810000004
C1_02180W_A	-2.5497200259999993	-0.6622187799999998	-2.1841899639999998
C1_02190W_A	0.2291756020000015	0.8238333870000007	-0.3444121079999993
C1_02200C_A	-0.2784429509999987	0.25951314899999983	-0.7266368719999986
C1_02210W_A	-1.0069224300000013	-0.33169203000000086	-0.660847725
C1_02220C_A	-0.2314996980000005	1.1417936950000005	1.3246491050000007
C1_02230W_A	0.5066079100000015	0.8029838500000005	0.9988114000000009
C1_02240W_A	0.9056904499999998	0.6906432599999999	0.7127709200000004
C1_02250W_A	0.5884707660000004	0.2004671760000001	1.9427169860000006
C1_02260C_A	0.2434643399999991	0.5668641799999998	0.4642531600000004
C1_02270C_A	-0.337908025	1.9328199979999994	0.09103507600000009
C1_02280C_A	0.3230043309999998	0.6720030690000005	0.826453625999999
C1_02290C_A	0.9592450800000004	1.2409067500000004	0.7401242100000012
C1_02300W_A	0.47767359100000023	1.4212694530000007	0.438269806000001
C1_02310C_A	-0.7203963139999994	0.05328342400000001	-0.5749981149999994
C1_02320C_A	-0.603723800000001	0.24838476999999948	-0.3543846100000003
C1_02330C_A	-1.4571396800000007	-3.8385129300000003	-4.046780050000001
C1_02350W_A	-0.9434164759999996	-0.18347449599999885	-1.1655408630000006
C1_02360C_A	0.9415833139999998	1.8300749980000006	0.6001489040000001
C1_02370C_A	2.5945524869999996	1.2661061869999999	2.1069364569999998
C1_02380C_A	0.8869910380000006	1.2939912179999995	1.582325032000001
C1_02390W_A	1.2266946929999987	1.8869817329999987	1.6270698929999996
C1_02400C_A	1.7229463619999992	1.7142757150000003	1.855025884999999
C1_02410C_A	-0.30405981800000076	-0.606602724	-0.43823010600000084
