gene_name	Control_Rep.A	Control_Rep.B	Control_Rep.C	Treat1_Rep.A	Treat1_Rep.B	Treat1_Rep.C	Treat2_Rep.A	Treat2_Rep.B	Treat2_Rep.C	Treat3_Rep.A	Treat3_Rep.B	Treat3_Rep.C
C1_00010W_A	2	1	1	2	6.999999999720504	1	35.00000000133512	27.999999998882014	8	4	1	5.000000000390373
C1_00020C_A	803.9999999002844	638.0000001039814	690.999999814038	568.9999998790839	638.0000001039814	469.0000001575442	1891.9999956206018	2109.999994742829	1518.0000048238346	1154.0000010834679	869.0000001117949	1093.999997882396
C1_00030C_A	44.000000011061886	25.999999997457266	39.0000000037238	25.000000003903725	41.00000001085368	28.99999999743564	71.00000002437629	67.99999998820049	45.999999998182155	67.99999998820049	30.00000000814063	60.00000001628126
C1_00040W_A	1891.0000026873333	1419.9999956770475	1973.9999939024328	2614.9999979439845	4834.999985373954	3221.0000103084544	2456.9999959770867	2775.9999950389697	2658.000001333566	8754.000008258	5133.000017040434	6591.000022182822
C1_00050C_A	1	2	2	2	58.999999985202265	24.00000000463871	43.00000000887907	47.00000001050191	24.00000000463871	8	10.000000000780746	12.000000002319359
C1_00060W_A	10859.999979737831	8465.999980526896	8858.99998860852	7444.999982095903	8721.00001899686	4894.999984762044	9127.00002513726	10503.000020750824	7229.000024277114	9749.000018829523	8221.000010030788	6579.000011880504
C1_00070W_A	7453.999980734078	6595.999984283907	6591.000022182822	6334.999982311943	4831.0000085989295	2929.0000043053706	2282.9999933145987	2652.9999995794483	3865.9999940745347	1802.0000052291055	1429.9999983489067	1193.0000019058732
C1_00080C_A	1327.999998760156	899.0000003025673	1167.0000034723382	1137.0000008730292	993.0000003246179	712.9999997806245	1358.9999992771266	1609.9999966498906	1284.0000025611537	803.0000002686613	688.0000001420651	829.9999998652117
C1_00090W_A	160.99999998720912	97.9999999921741	133.0000000459846	70.00000000267023	117.99999997040453	45.999999998182155	128	151.9999999532645	77.00000001628383	45.999999998182155	51.000000001007656	44.000000011061886
C1_00100C_A	1021.0000000864809	1061.9999994080442	1013.9999999976521	1880.999995406423	1888.0000008351346	1394.0000039921242	1733.9999961276221	2033.9999945614609	1693.00000246946	1908.000005282809	1474.0000009245662	1405.0000047639
C1_00110W_A	6214.000016704074	6925.999989451688	6612.000003243391	9240.000023675417	9865.000030012068	5815.0000146692255	15681.99995116813	18290.999982533973	11320.000017895773	7897.999986530876	7554.000008167311	6105.999982195408
C1_00120C_A	1701.999998011008	1618.9999996604588	1490.0000048029613	2231.0000027152814	1748.999995245725	1637.999998136839	1932.9999970372673	2117.9999941389074	2494.000000294451	1549.0000012996218	1144.0000025546099	1240.9999998878682
C1_00130C_A	2149.0000038315056	1792.9999964351464	1869.999993810718	2484.000003063934	2337.000001971684	1752.9999990770957	4043.9999946656844	4230.000005842587	3282.9999895937135	3609.000005260215	3329.0000112137805	3591.000005812879
C1_00140W_A	2109.999994742829	2349.000003236548	2318.999992531975	1908.000005282809	2139.9999980887083	1259.0000019905517	3186.9999916544957	3687.9999989024727	2303.99999769661	1755.0000058488974	1808.9999967132176	1543.0000036676886
C1_00150C_A	955.0000000508965	966.0000001099628	933.0000000958685	1506.999998330956	1650.0000009913788	977.0000000214097	1576.9999947635258	1755.0000058488974	1091.9999993037482	1432.9999957664966	1366.0000016190095	1219.9999979279733
C1_00160C_A	10990.000031715535	13871.999969020977	15433.999995634535	7870.9999753913735	2401.0000029450234	2303.99999769661	2420.999993289346	2607.9999923513624	2899.999990145763	892.9999999249659	920.000000035472	1220.999995778997
C1_00170W_A	1816.9999946673506	1442.999995507852	1630.0000009960133	4166.999986417421	945.9999997774528	720.9999998796467	3654.0000034762406	4043.000004843394	7265.999997907453	5517.999994824022	2408.0000054083766	2201.9999945596664
C1_00180W_A	52955.00003077016	62156.99985025035	62865.9999714784	43889.000040396015	24623.000065562344	18237.999998318057	4165.999988332021	4620.99998665445	12639.999973151052	6639.000016004303	4669.999985119444	7477.0000118960925
C1_00190C_A	8	6.0000000011596795	4	2	22.000000005530943	8.999999997240714	56.999999993491166	65.99999998360155	15.000000004070316	5.000000000390373	8.999999997240714	6.999999999720504
C1_00200C_A	65.99999998360155	69.00000001060953	101.0000000173763	53.00000001604665	90.99999998746696	66.99999997874063	439.0000001413865	387.99999994967374	244.9999999995634	134.99999999524354	134.99999999524354	156.0000000148952
C1_00210C_A	8997.999990151584	6563.000010175612	7175.000017653274	3819.9999922601232	3208.0000078828975	2831.9999998370768	4634.000003646243	4960.000016247217	4920.999996145121	2505.0000033292963	2728.0000018451988	2767.0000026660223
C1_00220W_A	11536.999967449403	9815.999975077846	10026.000008462097	12283.000024337856	7667.999991133689	6710.999991718678	8895.999983206208	9478.999982014768	11195.000017537413	7435.999974643799	6390.999990954904	7691.000014449861
C1_00230C_A	840.0000001943981	808.9999997588872	821.0000001264459	876.000000242166	988.0000002844255	748.9999997618319	1242.000001531967	1335.000003169407	981.9999997857977	1491.9999997360387	1165.9999974133275	1184.000003587261
C1_00270W_A	64.99999999871798	21.000000003220382	35.00000000133512	162.99999997389213	102.99999998691926	92.99999999303601	20.000000001561485	22.999999999091077	33.99999999410024	25.000000003903725	57.99999999487128	47.00000001050191
C1_00280C_A	1	1	1	1	1	1	1	1	1	1	1	1
C1_00290W_A	1245.9999973882861	585.9999998284894	933.0000000958685	1410.9999974597958	1810.9999988072643	1215.9999970975157	390.0000000676872	404.00000006950546	613.9999998424545	722.0000000564652	1437.9999995621324	1385.9999979467739
C1_00310W_A	1220.999995778997	631.9999999224165	704.9999998601647	924.9999997411791	1662.000003720597	1130.0000021127953	2636.000009120967	2606.000002586439	2672.999995844064	5375.0000023688335	4365.999984896465	4634.000003646243
C1_00320W_A	1109.9999990479	851.0000001852407	924.9999997411791	1120.9999978201336	1010.000000252618	873.000000224232	1783.0000029352238	1809.9999975277324	2125.999997743716	1455.9999997994714	1236.9999957331465	1385.9999979467739
C1_00330C_A	1394.0000039921242	1418.999996006139	1442.999995507852	4130.99998609503	4754.000006780134	4332.9999961800595	4578.000007756363	4822.999984080749	4483.999991280534	4779.999990497251	4052.0000033671636	5185.999996932693
C1_00340W_A	1195.999996519754	1545.999995794112	1574.9999964250521	5624.999996133166	5387.000000600815	5666.000014224557	7099.000007460596	7656.999989536121	9231.00000604844	7585.0000255810155	6297.999990677993	9114.999994146357
C1_00350C_A	356.00000000829175	812.9999999577201	603.0000000417616	1298.0000018001856	1724.0000010885153	2000.9999973567603	1780.9999986400564	1780.9999986400564	1962.000005141664	1816.9999946673506	1810.9999988072643	2512.000001929883
C1_00360W_A	219.00000006054162	363.0000000010691	350.0000000406771	806.999999844618	931.0000002847197	731.9999998558814	2394.999998964864	2603.999994286169	1979.999993183171	1965.0000038872877	1838.9999943761134	1970.9999985743978
C1_00370W_A	262.99999994671407	220.99999994003835	259.00000005627146	319.0000000519907	320.00000002498393	273.0000000151662	489.00000001619014	483.9999999078782	491.9999998843096	244.00000007392816	221.99999994612608	267.0000000578244
C1_00380C_A	1384.0000022671268	1364.0000009225994	1748.0000006050864	1932.000001559086	1869.999993810718	1806.9999989170747	2233.0000064659666	2293.00000066628	2446.0000024967235	989.000000165135	1013.0000001396328	1105.9999998200683
C1_00390W_A	921.9999997256182	728.9999998347971	858.9999999175566	838.9999997442204	1320.9999988583454	1047.9999988831687	1401.9999961025076	1508.9999994491106	925.9999998329658	878.9999999126268	822.9999997594797	907.0000002964105
C1_00400W_A	1741.0000028345794	2069.999996575545	2158.0000007658296	2253.0000027556634	1825.000001701742	1832.0000024165863	2431.000003321671	2557.000008433593	2605.000005117442	1888.0000008351346	1410.9999974597958	1912.0000026761088
C1_00410C_A	541.9999998670552	831.0000001322825	837.0000002608741	780.9999999231402	958.0000001751862	880.0000002899435	1680.000002717771	1739.999999112219	2174.0000074933564	990.0000000226643	889.0000001048967	1191.9999996181477
C1_00420W_A	7218.00001052043	3096.0000082740316	4307.999986430644	2854.9999995048606	2462.0000059993718	2399.999999175077	2047.0000042234005	2024.9999962672753	2115.0000029212933	2180.999992984327	2052.999996999393	2135.9999975014707
C1_00430W_A	1021.0000000864809	988.0000002844255	1100.0000012107723	1127.999998124455	1390.9999956205202	1091.9999993037482	1765.0000022528468	1907.0000022302515	1544.0000029237522	1337.99999940509	1064.0000033179108	1432.9999957664966
C1_00440W_A	5737.999988988252	5057.999994168789	6214.000016704074	5944.9999809084475	6797.000011887623	6622.00002112787	9614.999985156177	9800.999998918342	11996.000026036412	5983.000009725131	6729.0000195549355	7165.00000422388
C1_00450C_A	2297.9999957851333	2471.0000080007035	2656.9999954132522	2061.0000006582077	1384.9999991009033	1485.0000044383112	841.9999999612495	898.0000001611224	2375.000003118489	1215.9999970975157	1031.0000018808414	1012.0000002144308
C1_00460W_A	1909.9999961300616	2250.999997731118	2507.9999951288987	1909.9999961300616	1611.0000014443226	1460.9999971609307	2211.000000281642	2409.0000029413864	3190.999992746712	2049.0000014042853	1615.999996917644	1950.999996471736
C1_00470C_A	1928.0000050382325	1184.000003587261	1537.0000003294417	964.9999998960261	541.0000000649429	552.9999999100341	1234.0000007275394	1323.0000034125783	1439.0000032513533	1142.0000036706535	1201.0000035749301	1347.9999988957163
C1_00480C_A	2557.000008433593	3167.9999998251847	3296.999996182652	3995.000006049594	3025.0000061868986	2938.9999925616544	2307.0000021060305	2255.99999624891	2690.0000047658573	2183.9999986074963	1854.0000017663224	2041.999998757555
C1_00490C_A	5267.999999063336	4146.999994521349	4729.000011610939	6181.000001259295	5283.999995433382	6634.999998815496	22183.999984016176	24121.0000204845	37240.99993819328	16905.99994635048	13386.00000960046	21749.999992298966
C1_00500C_A	5194.999986346923	4427.000005836819	5073.999985707009	4668.99998950729	3893.0000017613042	4823.999993646608	6881.000007639931	6918.0000078021185	13717.000014575924	5292.000013650313	4092.00000072234	7411.000001314806
C1_00510W_A	1473.0000050684268	1398.0000044812932	1766.9999944252206	1397.0000044451388	1056.9999989869682	1159.9999999879924	768.0000001484387	829.9999998652117	1342.0000035346031	280.99999995696913	219.00000006054162	212.0000000641866
C1_00520W_A	1165.9999974133275	770.0000002229559	973.0000001476257	1027.0000026209375	471.9999998816181	474.0000000334269	956.9999996775988	948.0000000668538	1321.9999986184416	894.9999999059412	757.9999999101078	745.9999998680194
C1_00530C_A	2095.9999977663374	1039.0000007891647	1620.0000025018314	1331.000003771603	2107.0000017272787	1301.9999971430846	2488.9999914065	2689.000000236948	1701.0000051130578	1674.9999997300665	1862.0000031507197	1766.0000028785073
C1_00540C_A	505.000000126309	621.9999999436924	609.0000000395395	1662.9999962107524	2527.000001848313	1898.000003919009	2510.0000020214147	2763.999999256152	2062.000003761683	1823.999994734515	1577.9999999852798	2029.0000003422347
C1_00550W_A	619.9999998821457	461.99999986676414	563.9999998440976	675.9999998677778	1100.9999972798332	899.0000003025673	1531.0000026532457	1627.0000048803079	1229.999999806806	1780.000005115638	1585.0000054637812	1772.0000017748096
C1_00560W_A	306.99999992122724	497.9999999764996	506.0000001072154	1352.9999962706916	1050.9999971135617	1004.0000000342588	1260.999999713117	1294.9999976895872	1295.9999974086877	574.0000001290332	562.9999999686912	656.0000001736593
C1_00570C_A	865.0000002853442	626.0000000292379	732.9999999320132	953.00000005949	1273.99999800753	988.0000002844255	1987.999997847207	2089.0000042467827	1727.9999974086882	1181.0000004934907	1108.0000030342514	1171.9999964075046
C1_00580W_A	596.9999998904216	297.0000000410155	503.0000000678037	220.00000007248573	439.0000001413865	380.9999998697192	742.0000001950265	773.0000000402673	730.0000001177056	920.9999999416922	744.999999819508	1151.0000014901298
C1_00590W_A	9059.999969017434	16900.999998806987	17755.99995907635	12810.000042362664	10237.999992964726	8838.999973956494	7699.000025029329	8289.000014170415	10403.00000046861	3868.9999907660313	3739.999987621436	3462.999994725844
C1_00600W_A	1038.0000011814825	1070.9999964735969	1103.00000337057	1479.9999994703376	1688.0000015126357	1362.0000018767369	3351.9999914048176	3487.9999884508366	2485.9999981863957	1633.0000050237581	1596.0000041790793	1826.0000000199693
C1_00610W_A	5360.000017294078	3523.0000012332757	4412.9999939557365	2566.999998976154	3065.000003020727	2349.000003236548	3756.0000061083074	4022.999992678351	3646.999989038706	4554.000012195106	4444.999988547368	4717.000014616319
C1_00620W_A	1131.9999977779846	1022.0000000441887	1158.9999991914437	1258.000002721194	1662.000003720597	1264.000001597109	2547.99999601506	2629.999992380566	2341.9999991863533	2862.000006493596	2513.000007175399	3023.9999911523073
C1_00630W_A	438.000000121083	254.00000004011235	347.0000001014375	122.00000003696408	150.99999996597555	122.9999999710774	527.9999998688124	561.0000001521232	579.9999999939962	280.99999995696913	320.00000002498393	292.9999999142447
C1_00640C_A	543.9999999056042	1795.0000016045024	1739.0000032465944	3727.9999879730926	3487.9999884508366	3181.999999269843	3721.9999998473954	3864.000003118172	3006.999994635023	940.0000002834286	1173.0000016029446	1187.000000294627
C1_00650C_A	1807.9999969732621	1589.999999810749	1785.0000013406257	1598.9999961426006	1549.0000012996218	1382.9999988971103	2074.00000170609	2163.000000057004	2289.0000038781814	1868.0000003759292	1741.0000028345794	1947.9999971883162
C1_00660C_A	1128.9999993950778	1261.9999956415065	1279.9999956637935	1820.0000061990731	2408.0000054083766	1939.0000025444942	2402.0000071498603	2337.999992656098	1880.999995406423	2735.0000043983096	2228.000004107874	2968.0000069518887
