gene_name	Control_Rep.A	Control_Rep.B	Control_Rep.C	Treat1_Rep.A	Treat1_Rep.B	Treat1_Rep.C	Treat2_Rep.A	Treat2_Rep.B	Treat2_Rep.C	Treat3_Rep.A	Treat3_Rep.B	Treat3_Rep.C
C1_00670C_A	449.0000000805612	309.0000000204812	409.0000000165139	379.9999999128295	488.0000001478563	354.9999999035305	1204.9999990667634	1248.0000009842095	1056.9999989869682	439.0000001413865	452.99999998548225	433.0000000820186
C1_00680W_A	566.0000000659562	385.999999928274	497.0000001507901	518.0000001125429	431.9999999510513	415.99999995931626	669.0000001662604	673.0000001817823	737.9999999691047	262.000000084001	280.99999995696913	247.999999933496
C1_00690W_A	862.9999998929516	780.0000001353744	887.9999997845043	690.0000001599669	607.9999998130585	669.0000001662604	1324.9999960159641	1264.000001597109	1069.9999990443541	927.0000002406138	1090.0000002536406	993.0000003246179
C1_00700W_A	835.9999999531311	932.0000002233393	938.0000003150884	685.999999917828	664.9999998208995	793.9999999213217	731.0000000240999	631.0000000076328	941.0000001770618	731.9999998558814	962.0000001533379	857.99999970291
C1_00710C_A	6405.000021181332	7351.999993431059	7548.000012554172	7402.99998333529	6629.999977022403	7282.000022993803	5958.999991269706	6311.000008517388	10860.999989286658	6859.999994958883	6837.000000064195	6937.000003634681
C1_00730C_A	2112.000000939177	2062.000003761683	2107.0000017272787	1968.0000063578073	1903.9999956343347	1573.0000049983717	2726.000006036619	2842.9999927529993	2665.0000043474015	1825.000001701742	1972.9999990104768	1788.99999745555
C1_00740C_A	3069.999999451962	4152.00000472593	3659.999991954404	5986.999979653998	4662.000002815025	4694.000011312329	5661.999984671509	5353.000009962493	5538.99998785493	1571.999997538961	2132.999999496471	1413.9999952862597
C1_00750C_A	2460.999995806785	1667.9999960173845	2120.000000807385	2275.9999963611294	3457.0000041636567	2740.0000040873397	5655.000004401162	5904.000016122203	4215.999995215551	3778.0000094578104	3618.9999940484877	4852.000016410457
C1_00760W_A	1140.0000007490164	816.9999999174996	984.9999997653124	1034.9999982877725	1100.9999972798332	892.000000049274	2481.9999997757363	2676.999993244337	2561.000004264853	1069.0000016890576	1040.9999976192528	1228.9999996825377
C1_00770C_A	469.0000001575442	490.99999989289887	516.999999887141	470.0000001417143	356.9999999927993	486.00000013280044	231.99999997948512	230.99999993338207	269.9999999904869	374.9999999003834	353.9999999796346	347.0000001014375
C1_00780C_A	109.00000001685389	100.0000000156149	92.99999999303601	64	61.999999983374	77.00000001628383	527.0000001325211	546.0000000303324	263.9999999344062	175.00000002033866	173.000000043562	223.00000001231865
C1_00790W_A	147.00000001667323	289.9999999969981	235.000000070857	320.00000002498393	332.9999999835512	361.999999979122	445.000000045108	420.00000009719906	411.0000000906831	410.00000014054723	405.99999994788817	433.0000000820186
C1_00800C_A	639.0000000234772	1316.999999765834	1003.0000002696219	1723.0000045085158	927.0000002406138	1228.000003940833	422.9999999648304	370.0000001240489	960.0000002605002	340.9999999942866	365.9999999279407	417.99999997656556
C1_00810W_A	180.9999999895611	259.00000005627146	267.99999991496253	336.0000000515261	221.99999994612608	306.0000000651895	205.99999997383853	200.0000000312298	274.0000000074968	427.000000112325	424.99999999261644	401.9999999501422
C1_00820W_A	193.99999997483687	175.00000002033866	157.9999999806042	149.99999994844222	120.99999997696955	134.99999999524354	590.9999999272742	489.00000001619014	332.9999999835512	430.0000001223629	594.000000082031	492.99999987085977
C1_00830W_A	585.9999998284894	253.0000000536077	356.00000000829175	166.9999999451258	235.99999994080906	192.0000000371097	835.9999999531311	849.9999999852329	778.9999999667006	471.9999998816181	594.9999999194513	639.0000000234772
C1_00840C_A	227.99999997396466	890.000000090216	575.0000000670623	2043.0000017938758	902.9999996990249	937.000000221351	650.0000000379281	654.99999980713	984.9999997653124	915.9999999384486	943.0000002123695	508.0000000802244
C1_00850W_A	165.99999996008202	102.99999998691926	128.99999996215428	123.999999966748	61.999999983374	87.00000000912225	701.9999998518036	712.0000000165835	811.9999998957763	1426.0000035149608	1319.0000006842831	1898.9999998032179
C1_00860W_A	398.0000001258946	269.9999999904869	331.9999999201638	294.9999999490434	221.99999994612608	299.9999998968846	866.0000001640371	856.9999999331719	979.0000002689292	640.0000000499679	742.0000001950265	893.9999998864027
C1_00870W_A	1542.000000090814	1372.000003639648	1394.0000039921242	2182.0000055603487	2229.9999925687002	2139.0000042032243	2691.999991397367	2854.9999995048606	3088.0000058475043	5360.000017294078	4522.999998020462	4886.000005868314
C1_00880W_A	131.00000004200058	221.99999994612608	185.99999998607203	62.99999997816952	64	51.000000001007656	125.00000002927791	115.99999998974256	148.00000003806448	213.99999994049645	178.99999996721286	175.00000002033866
C1_00890W_A	1504.9999982818051	1185.9999962628544	1372.000003639648	1181.9999998545484	1262.9999966842065	1174.9999988171262	1542.000000090814	1607.999998685988	1511.0000050640945	1126.9999998654648	1046.0000027210876	1056.9999989869682
C1_00900W_A	584.9999998091082	960.0000002605002	967.9999998157564	1555.9999946222074	551.0000001637856	860.9999997631637	753.0000001712336	781.9999998334029	1437.9999995621324	331.9999999201638	301.00000005013516	325.00000001896404
C1_00910W_A	195.9999999843482	308.00000006513534	202.0000000347526	328.00000008682963	188.9999999710384	259.00000005627146	276.9999999905557	287.9999999117026	596.9999998904216	301.00000005013516	376.99999992979366	314.0000000235872
C1_00920W_A	907.9999998169047	928.9999997535965	968.9999997212074	1211.9999970823933	1497.000004089949	1375.9999955152773	2418.999993326769	2351.9999921153603	2186.0000065580166	2231.0000027152814	2178.0000019370523	2488.9999914065
C1_00930C_A	4094.000008446801	3884.9999911267755	4561.9999958508415	4077.9999999530864	6341.9999907516485	4974.999998902119	6347.000011954155	6651.000020337726	4937.000000885986	2767.0000026660223	3116.000004186496	2633.999999531668
C1_00940W_A	1028.0000005744066	1167.0000034723382	1275.9999966701394	1272.999996557534	781.9999998334029	1018.9999998828828	1331.000003771603	1316.999999765834	2433.9999954216128	624.0000000595808	589.0000000692164	742.0000001950265
C1_00950C_A	1635.999996664089	2345.000004221667	1844.9999987879532	4833.0000019171075	2067.999999548564	1938.0000061590092	1746.9999964680137	1860.0000051629527	3836.000013246355	7129.999993420779	5831.999982508639	6225.999993659706
C1_00960C_A	778.0000000074465	819.0000002037947	829.9999998652117	1634.0000021002043	2154.999994060234	1634.0000021002043	2684.9999946534786	2769.0000031343916	2180.000000507281	1462.000004101723	1372.000003639648	1442.0000007588117
C1_00970W_A	176.00000004424754	118.99999997459942	190.99999999526725	185.99999998607203	227.99999997396466	220.00000007248573	292.00000002428436	347.0000001014375	310.9999999718462	205.00000007027376	202.0000000347526	235.99999994080906
C1_00980W_A	462.9999999164829	838.0000001746339	866.9999998666859	956.9999996775988	823.9999998953541	899.9999998646055	958.0000001751862	1048.9999981260391	1498.000001600331	662.9999999482598	548.9999999980215	790.999999740778
C1_00990C_A	1262.9999966842065	1789.9999973304152	1826.0000000199693	3179.999999621498	2117.9999941389074	1768.00000074579	2684.0000070692063	2820.0000053046842	2154.999994060234	1174.9999988171262	1201.0000035749301	1327.999998760156
C1_01000C_A	735.9999999709145	688.0000001420651	790.999999740778	531.0000000720834	422.0000000856508	314.0000000235872	745.9999998680194	816.0000000161225	773.0000000402673	346.0000000871238	320.99999997278763	269.9999999904869
C1_01010W_A	3173.000008978568	3157.000010256432	3686.000011163266	2510.0000020214147	2500.999996219156	2149.0000038315056	1780.000005115638	1798.9999984394371	2286.999999347404	2686.0000010659846	1993.9999939210977	2250.999997731118
C1_01030W_A	2695.0000044088033	3124.0000040233444	3478.999991270784	3251.9999953226506	1916.0000056626504	1796.9999956280665	2459.999999613612	2496.000001968419	3030.0000034437307	701.9999998518036	793.000000162713	791.9999999562962
C1_01040W_A	1137.9999981805647	855.0000001343755	973.999999944409	1452.000002017176	1874.000003040618	1780.000005115638	5562.00000251871	6051.000002792866	6835.999992057858	2575.000005429626	2123.9999988160885	2754.999993395538
C1_01050C_A	2581.0000069879393	2833.0000071122786	2507.9999951288987	3179.999999621498	2648.000005860205	2857.9999978291708	4487.999998106141	4511.99999249782	5739.000003710383	3263.999995539625	3208.999990475935	3317.999997801648
C1_01060W_A	10517.999989204965	9159.999981051953	10202.99998989387	11726.99999991508	9097.000013818177	11027.999984634049	13501.99996636678	14181.999991558385	26355.999973947473	10351.999985702845	7957.999979625107	12025.99997335825
C1_01070C_A	582.9999999189782	594.9999999194513	692.9999999340889	552.9999999100341	793.000000162713	658.0000001207541	810.0000001280172	816.0000000161225	502.0000000171294	577.000000141788	475.99999989839796	561.0000001521232
C1_01080W_A	520.9999998994223	508.0000000802244	638.0000001039814	754.9999998888242	937.000000221351	810.9999998778616	934.0000001879646	1067.9999987507354	913.0000000099847	1016.0000001604488	865.0000002853442	1074.0000014997397
C1_01090C_A	770.0000002229559	1023.000000180585	1215.9999970975157	1029.0000022153722	866.0000001640371	967.9999998157564	944.9999999289722	932.0000002233393	1606.9999959063591	849.9999999852329	844.0000001713016	1089.0000009685261
C1_01100W_A	1435.9999961946894	1018.9999998828828	1206.999999368327	1008.9999999256154	1807.9999969732621	1413.9999952862597	2892.0000061117316	3050.999990317095	2032.0000045463232	1449.0000004450064	1589.0000007175486	1589.999999810749
C1_01110C_A	2944.00000804616	3126.999991492587	3650.999991307407	6640.000017331685	9391.000026004938	7237.000018711561	4748.000001178508	4874.000014448265	3370.00000918193	2193.0000050563776	2717.999998554253	3510.000011697795
C1_01130W_A	1108.0000030342514	1559.99999594551	1479.9999994703376	1792.9999964351464	4983.999989553145	3235.0000069963635	1235.0000030200633	1307.0000038090996	730.0000001177056	1401.9999961025076	1038.0000011814825	1586.0000047227522
C1_01140C_A	7109.000002261114	4638.999997267346	6852.000018598828	1121.9999995265352	2107.9999976077756	1382.9999988971103	1205.999998411652	1329.999999641799	1179.9999965245188	1593.9999955910212	1456.9999979150173	1956.9999991497477
C1_01150C_A	701.9999998518036	980.9999998509221	1036.000001661287	1490.0000048029613	1042.9999981783292	1209.000000629246	1312.9999991873822	1284.9999963648634	1868.0000003759292	350.9999999259018	306.0000000651895	368.99999998455235
C1_01160C_A	263.9999999344062	584.0000000485687	513.0000001397253	1195.999996519754	773.0000000402673	854.00000022465	1201.0000035749301	1253.0000005889735	1531.999997955886	789.9999999646997	682.9999998626656	840.0000001943981
C1_01170C_A	273.0000000151662	561.0000001521232	468.00000013514045	1098.9999992769053	1021.0000000864809	917.99999973669	1157.0000007157678	1143.0000014146108	995.9999999529992	913.9999999632104	778.0000000074465	857.99999970291
C1_01180C_A	24.00000000463871	22.999999999091077	24.00000000463871	220.99999994003835	614.999999903403	447.99999998211223	843.0000000338431	771.999999856548	292.00000002428436	78.0000000074476	71.99999997792571	115.00000000443393
C1_01190C_A	2305.000007482527	1516.9999997402438	1960.9999997388186	1585.0000054637812	1621.9999952585838	1380.9999959240395	2680.999992599098	2857.9999978291708	2706.999995843953	1609.9999966498906	1611.0000014443226	1535.9999992322032
C1_01200W_A	1248.9999986079265	1121.9999995265352	1405.0000047639	1079.0000003829148	1195.999996519754	942.0000002528309	1960.000001355077	1975.999997829533	1685.99999889904	1034.9999982877725	1033.999999774282	986.9999996877617
C1_01210W_A	1347.9999988957163	1013.9999999976521	1236.9999957331465	545.0000001268203	872.0000001348311	696.000000072978	4393.999986528077	4769.000008613264	3556.000002884418	1470.0000002815025	1755.0000058488974	1650.0000009913788
C1_01220C_A	333.9999998902514	42.000000006440764	109.00000001685389	37.99999998831613	45.999999998182155	47.00000001050191	133.99999995748126	103.99999998982906	137.0000000037484	255.0000000249472	216.99999993314464	256.9999999654628
C1_01240W_A	266.00000009196935	193.99999997483687	226.99999995422618	89.99999997943381	115.99999998974256	84.99999999188698	143.99999995585142	160.99999998720912	192.0000000371097	151.9999999532645	134.99999999524354	179.99999995886762
C1_01250W_A	2536.9999928535044	2760.9999950470065	3138.0000065946783	4570.000000172854	5546.999999518034	5458.000002746068	6626.999981274968	7049.999989378699	7318.999998877206	2933.000008626113	3182.999996390688	4285.000002970546
C1_01260C_A	552.0000000848762	377.99999994207707	531.0000000720834	274.9999999214621	251.0000000085647	230.00000000886786	345.00000007998347	376.00000008401526	339.9999999675477	253.0000000536077	224.99999996615136	234.00000006757037
C1_01270W_A	2324.999998577378	1942.000006166188	1943.0000059455917	1654.000000950104	1384.0000022671268	1260.999999713117	1117.9999977967025	1118.9999992426785	1114.000002053937	1426.0000035149608	1205.999998411652	1148.0000026452653
C1_01280C_A	125.00000002927791	113.99999998698233	113.99999998698233	172.00000003551628	160.99999998720912	215.0000000611813	414.9999999326059	392.999999929554	333.9999998902514	211.0000000428254	251.0000000085647	205.99999997383853
C1_01290C_A	575.9999998234052	497.0000001507901	618.0000000409624	279.000000033033	476.99999999817794	325.99999994778426	911.0000001249962	872.0000001348311	715.0000001656539	400.0000000624594	534.9999998930108	390.0000000676872
C1_01300W_A	3765.9999879550537	3233.999992213307	3483.000005826212	3635.999989429661	3614.999995393269	3780.9999895502965	4691.000014645057	4659.000015796617	5363.000007346967	3589.000005432956	3349.999999460133	3880.000007867897
C1_01310W_A	1	3.0000000005798393	5.000000000390373	6.0000000011596795	25.999999997457266	13.999999999441007	37.99999998831613	33.99999999410024	17.999999994481428	5.000000000390373	3.0000000005798393	5.000000000390373
C1_01320W_A	4614.000004212061	5210.000010234884	5422.000008126407	5624.999996133166	6105.000000529951	5707.000009191477	5065.999993986584	5317.999993152346	6384.000016716317	3126.999991492587	2962.0000096724752	3279.000008197959
C1_01330C_A	1459.9999961874312	1807.9999969732621	1479.000002973934	2097.9999962520783	1872.0000005405618	1731.9999943254213	1835.000002886539	1932.000001559086	2729.000001373034	2807.0000028941286	2081.9999952385056	2377.000003390067
C1_01340C_A	410.00000014054723	391.9999999686964	474.9999999281224	489.9999999991271	633.9999999387371	690.999999814038	1345.0000023829286	1327.999998760156	1117.9999977967025	793.000000162713	821.0000001264459	840.9999998512671
C1_01350C_A	23934.000019769734	26624.999909793118	28166.999932912382	24170.9999847372	17868.000008629286	13973.00000137508	11217.000026595853	11530.999980480625	13160.000012564364	8577.999996221102	7445.999995605195	8036.0000070557335
C1_01360C_A	11878.999986823565	6319.999986575526	7612.000019659139	2544.0000083154086	1400.9999995816322	1226.9999968847308	658.9999999963225	754.9999998888242	1367.0000022683355	1308.0000040816028	1342.0000035346031	931.0000002847197
