gene_name	Control_Mean	Treat1_Mean	Treat2_Mean	Treat3_Mean
C1_00480C_A	3007.3333333370924	3319.6666665226644	2417.666661893442	2026.666670024379
C1_00490C_A	4714.666671012149	6033.333349489296	27848.666750041273	17347.33338817702
C1_00500C_A	4898.666665341765	4462.000005430563	9172.00000266512	5598.333316256534
C1_00510W_A	1545.999995794112	1204.6666665468904	979.9999999982542	237.33333329298947
C1_00520W_A	969.6666664118316	657.666666665571	1075.6666653501054	799.6666669037473
C1_00530C_A	1585.0000054637812	1579.9999966438816	2293.00000066628	1767.666663702056
C1_00540C_A	578.6666667776424	2029.3333294195504	2445.333328462144	1810.3333368430306
C1_00550W_A	548.6666667805798	892.000000049274	1462.6666669890315	1712.3333361512657
C1_00560W_A	437.0000001512716	1136.0000003900213	1284.0000025611537	597.6666666056783
C1_00570C_A	741.3333333321254	1071.6666655567758	1934.9999986161451	1153.6666703096885
C1_00580W_A	465.66666676727345	346.66666659282544	748.3333333813895	939.0000002253464
C1_00590W_A	14572.333324253867	10628.999993815241	8797.000020098829	3690.666674557183
C1_00600W_A	1070.6666690443328	1509.9999955910391	3108.6666588691423	1685.000004590965
C1_00610W_A	4432.000012137006	2660.333337179706	3808.666656469023	4572.000005658443
C1_00620W_A	1104.3333353542714	1394.6666709919323	2506.6666738879417	2799.666662399895
C1_00630W_A	346.3333332893891	131.9999999672031	556.3333334716007	297.99999990453693
C1_00640C_A	1359.3333339971823	3466.000002017648	3531.0000103783914	1100.0000012107723
C1_00650C_A	1727.6666694646367	1510.333328316424	2175.333331266545	1852.3333279031262
C1_00660C_A	1223.6666680420851	2055.6666663006713	2206.999993453151	2643.66667187639
C1_00670C_A	389.00000000372324	407.6666667214206	1169.9999963742873	441.66666678398917
C1_00680W_A	483.0000000549814	455.3333331537704	693.3333331856509	263.66666671205775
C1_00690W_A	843.6666664388765	655.6666668678283	1219.6666669896704	1003.333332689404
C1_00700W_A	901.9999998403314	715.0000001656539	767.6666666285206	850.666666640892
C1_00710C_A	7101.666664971236	7104.999979659831	7710.333350539244	6877.999997488541
C1_00730C_A	2093.666661908142	1814.9999963728646	2744.6666617200613	1862.3333278692403
C1_00740C_A	3627.333327453212	5114.333341013335	5517.999994824022	1706.3333330137284
C1_00750C_A	2082.9999941660103	2824.333327451024	5258.333318622495	4082.999993702557
C1_00760W_A	980.6666669836504	1009.3333331482323	2573.3333307749976	1113.0000020506056
C1_00770C_A	492.33333331844335	437.66666661456895	244.3333332634464	358.6666667075709
C1_00780C_A	100.6666666943037	67.6666666918057	445.6666665516907	190.33333324867624
C1_00790W_A	223.99999999105611	338.3333332509288	425.333333320446	416.33333336600015
C1_00800C_A	986.3333330101163	1292.6666690091586	584.333333317788	374.9999999003834
C1_00810W_A	235.99999994080906	287.9999999117026	226.6666667583351	417.99999997656556
C1_00820W_A	175.6666666768876	135.33333328980547	471.00000012641544	505.6666668328476
C1_00830W_A	398.3333332927588	198.33333326814997	821.666666926308	568.6666668254643
C1_00840C_A	564.3333332650803	1294.3333322681124	763.3333331940999	788.9999999926399
C1_00850W_A	132.66666668298976	90.99999998746696	742.0000001950265	1548.0000041370158
C1_00860W_A	333.33333334698125	272.3333332531967	900.6666669135572	758.6666668846782
C1_00870W_A	1435.9999961946894	2183.666662785864	2878.333329951365	4922.999985549085
C1_00880W_A	179.66666666276262	59.333333323247366	129.66666673272383	189.33333336174252
C1_00890W_A	1354.3333347321377	1206.6666656216619	1553.666670093654	1076.666667517338
C1_00900W_A	837.6666665740571	989.3333334021506	990.9999998719	319.3333333300077
C1_00910W_A	235.333333243613	258.66666676241493	387.33333341834106	330.6666667432843
C1_00920W_A	935.3333333989809	1361.666664484623	2318.999992531975	2299.3333289668676
C1_00930C_A	4180.33333381811	5131.666680144055	5978.333316245149	2838.9999926709743
C1_00940W_A	1157.0000007157678	1024.6666673984923	1694.0000007841268	651.6666669044607
C1_00950C_A	1942.000006166188	2946.3333261249372	2481.0000001849876	6395.999984570402
C1_00960C_A	808.9999997588872	1807.6666612863098	2544.666665794626	1425.3333362978883
C1_00970W_A	162.0000000129554	211.33333327206583	316.66666677703967	214.3333332431857
C1_00980W_A	722.6666668506446	893.666666504741	1168.333334809786	667.6666666242972
C1_00990C_A	1626.3333364842497	2355.333328158836	2552.99999574035	1234.666664493707
C1_01000C_A	738.3333334760032	422.3333332104843	778.3333334003028	312.3333333467493
C1_01010W_A	3338.666675434052	2386.666664300235	1955.3333265081442	2310.333329510526
C1_01030W_A	3099.333333767701	2321.6666718686556	2662.000007543206	762.3333334968671
C1_01040W_A	989.000000165135	1701.999998011008	6149.6666745882385	2484.666661486697
C1_01050C_A	2640.6666754827124	2895.3333398903774	4912.999987226162	3263.6666657721476
C1_01060W_A	9960.33333944973	10617.333321846752	18013.33328973396	10112.000012776873
C1_01070C_A	623.6666668743277	667.9999997805028	709.3333334414845	538.0000001653408
