orf19.xxx	wt_no_dox_no_HS_Rep.A	wt_no_dox_no_HS_Rep.B	wt_no_dox_no_HS_Rep.C	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Rep.A	wt_dox_no_HS_Rep.B	wt_dox_no_HS_Rep.C	wt_dox_no_HS_Mean	wt_dox_10_HS_Rep.A	wt_dox_10_HS_Rep.B	wt_dox_10_HS_Rep.C	wt_dox_10_HS_Mean	wt_dox_30_HS_Rep.A	wt_dox_30_HS_Rep.B	wt_dox_30_HS_Rep.C	wt_dox_30_HS_Mean	wt_dox_60_HS_Rep.A	wt_dox_60_HS_Rep.B	wt_dox_60_HS_Rep.C	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Rep.A	tet90_no_dox_no_HS_Rep.B	tet90_no_dox_no_HS_Rep.C	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Rep.A	tet90_dox_no_HS_Rep.B	tet90_dox_no_HS_Rep.C	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Rep.A	tet90_dox_10_HS_Rep.B	tet90_dox_10_HS_Rep.C	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Rep.A	tet90_dox_30_HS_Rep.B	tet90_dox_30_HS_Rep.C	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Rep.A	tet90_dox_60_HS_Rep.B	tet90_dox_60_HS_Rep.C	tet90_dox_60_HS_Mean
orf19.1037	8.413627929	7.813781191	8.290018847	8.194756854	9.116343961	8.588714636	8.839203788	8.864186145	7.475733431	7.693486957	7.6794801	7.619608644	7.876516947	7.851749041	8.581200582	8.144658243	7.54689446	7.727920455	8.21916852	7.860052345	7.727920455	7.312882955	8.654636029	8.011227255	8.658211483	8.717676423	9.250298418	8.900866808	9.082149041	7.876516947	8.330916878	8.51701317	8.144658243	8.422064766	9.294620749	8.707359132	6.918863237	7.475733431	7.375039431	7.276124405
orf19.1039	8.294620749	7.409390936	7.285402219	7.736965594	7.366322214	7.303780748	7.285402219	7.318919345	7.741466986	7.46760555	8.082149041	7.785724906	9.813781191	9.440869168	8.651051691	9.378656117	7.942514505	9.098032083	8.21916852	8.50779464	7.584962501	7.592457037	7.366322214	7.518325307	6.977279923	7.50779464	7.491853096	7.345774837	8.375039431	8.479780264	8.787902559	8.558420713	7.108524457	7.392317423	8.060695932	7.577428828	8.503825738	8.751544059	9.243173983	8.866248611
orf19.104	6.50779464	5.882643049	6.044394119	6.169925001	6.266786541	6.303780748	6.62935662	6.409390936	6.686500527	6.95419631	6.700439718	6.785724906	8.055282436	8.071462363	7.851749041	7.996238081	6.022367813	6.22881869	6.266786541	6.176588732	6.375039431	5.754887502	6.321928095	6.176588732	5.392317423	5.754887502	5.321928095	5.50250034	7.864186145	7.741466986	7.562242424	7.727920455	5.781359714	5.491853096	5.523561956	5.604862058	6.129283017	6.266786541	5.807354922	6.080373417
orf19.1040	7.77478706	7.636624621	7.977279923	7.803054784	7.87036472	7.982993575	7.942514505	7.932706887	8.011227255	7.851749041	7.948367232	7.938599455	8.707359132	8.784634846	9.370687407	8.985841937	8.977279923	8.933690655	9.139551352	9.019590728	7.832890014	7.539158811	8.535275377	8.031586343	7.8008999	7.930737338	8.154818109	7.969626351	8.985841937	8.475733431	8.927777962	8.813781191	8.233619677	8.243173983	8.754887502	8.431845787	9.45532722	9.346513733	9.434628228	9.412922627
orf19.1041	8.77148947	8.299208018	8.839203788	8.655828831	7.948367232	8.405141463	8.379378367	8.25895855	8.924812504	9.044394119	9.21916852	9.067882472	9.144658243	9.164906927	8.982993575	9.09978612	8.939579214	9.022367813	9.17990909	9.05075562	8.523561956	8.654636029	8.487840034	8.557144557	7.686500527	8.344295908	8.17990909	8.096275911	8.807354922	8.945443836	8.77478706	8.844444241	8.06608919	8.21916852	8.539158811	8.288481612	9.519636253	9.087462841	9.28077077	9.306821202
orf19.1042	14.91447857	14.5796695	14.99138898	14.83928582	14.70054809	14.7534257	14.90797033	14.79002601	14.7897374	14.83930222	14.5984015	14.74616438	15.10053915	15.18340277	15.13338307	15.13951138	14.50071742	14.24272754	14.73121295	14.505274	14.65536301	14.68901517	14.48261891	14.61179329	14.57281863	14.87785926	14.70108982	14.72270082	14.79106111	15.36918836	14.948641	15.05742771	14.32664015	14.53034537	14.36502375	14.41007588	14.94850412	14.60449532	14.78100104	14.78482226
orf19.1043	6.832890014	5.807354922	6.882643049	6.584962501	7.515699838	6.303780748	7.238404739	7.105035471	6.285402219	6.700439718	6.672425342	6.564784619	7.400879436	7.451211112	7.118941073	7.330916878	6.209453366	7.076815597	6.794415866	6.736965595	6.22881869	6.339850003	6.569855608	6.386581053	6.06608919	6.303780748	6.599912842	6.339850003	6.942514505	6.686500527	7.022367813	6.890770931	5.523561956	5.95419631	6.392317423	6	7.189824559	6.539158811	7.912889336	7.321928095
orf19.1045	8.618385502	8.417852515	8.400879436	8.48247186	7.95419631	8.169925001	8.28077077	8.141255658	8.632995197	8.686500527	8.731319031	8.684164178	9.948367232	9.930737338	9.726218159	9.871905238	8.754887502	8.885696373	9.312882955	9.004688646	8.592457037	8.396604781	8.383704292	8.460797161	8.189824559	8.379378367	8.139551352	8.23999624	9.306061689	9.831307244	9.37721053	9.524215203	7.651051691	8.276124405	8.618385502	8.235216462	9.794415866	9.342074668	9.599912842	9.59058705
orf19.1047	12.00176003	11.75822321	12.10197567	11.96108789	10.45429929	11.17866485	11.27437815	11.01262454	11.57506646	11.0409746	11.01541505	11.23441829	11.25856603	11.16427844	10.87190524	11.10743505	9.789533645	10.31967212	10.48683502	10.22801697	11.73809226	12.00947875	11.53576138	11.77423798	10.01959073	10.81137469	9.994353437	10.32755264	10.63208641	11.30663136	10.85174904	10.95806932	9.209453366	10.00702727	10.02513956	9.793874213	10.65463603	10.43879185	10.56890615	10.55682534
orf19.1048	7.357552005	6.700439718	6.930737338	7.022367813	8.87036472	7.622051819	7.826548487	8.215937399	8.851749041	10.17367714	9.938109326	9.758223215	8.388017285	8.447083226	10.41256985	9.414332886	11.45429929	12.65731845	13.27335853	12.64137442	8.861086906	8.569855608	9.447083226	9.006559846	10.81217731	10.49485558	11.42153891	10.96193196	8.854868383	9.366322214	9.247927513	9.172427509	11.34096276	12.22550872	12.71938882	12.20120501	11.27321281	12.17835362	12.57341051	12.10383418
orf19.1049	7	6.64385619	6.614709844	6.763765654	6.977279923	6.584962501	7.055282436	6.886712713	7.098032083	6.87036472	7.417852515	7.146356531	8.154818109	8.335390355	7.965784285	8.159871337	8.388017285	8.703903573	8.832890014	8.653442239	6.965784285	7.055282436	7.044394119	7.022367813	6.794415866	6.754887502	7.022367813	6.862120725	7.971543554	7.700439718	7.614709844	7.770388595	7.108524457	7.339850003	7.622051819	7.372139541	9.290018847	8.661778098	9.413627929	9.157346935
orf19.105	9.469641817	9.142107057	9.303780748	9.311369903	9.709083813	9.344295908	9.465566405	9.51438531	9.499845887	8.584962501	8.741466986	9	9.874981348	9.990103964	10.5980525	10.19064778	10.80896417	10.03617361	9.891783703	10.30454146	9.924812504	9.651051691	10.00140819	9.866763767	10.29232163	10.43045255	10.25029842	10.32642949	10.51865316	9.586839788	9.649256178	9.984418459	10.02928723	9.804131021	9.609178738	9.824428435	9.379378367	9.932214752	9.142107057	9.523561956
orf19.1050	7.686500527	7.312882955	7.693486957	7.574908836	7.562242424	7.693486957	7.994353437	7.761551232	7.21916852	7.330916878	7.330916878	7.294620749	8.54303182	8.405141463	8.22881869	8.398031074	8.285402219	8.710806434	8.784634846	8.609794354	7.607330314	7.348728154	7.515699838	7.494522283	7.761551232	7.87036472	8.266786541	7.982993575	7.77478706	8.098032083	7.900866808	7.930737338	7.330916878	7.46760555	8.159871337	7.700439718	8.74819285	8.826548487	8.82336724	8.799821249
orf19.1051	14.44934213	14.27568804	14.57813678	14.43967941	14.14784089	14.43410693	14.64001893	14.42127591	13.34193573	14.12428289	13.80896417	13.79336623	10.18239435	10.3858624	10.72792045	10.44983646	12.42127591	12.06709819	12.74693414	12.43827206	14.46798757	14.21051915	14.48041156	14.39155687	13.56914358	13.53308634	12.52037314	13.28207487	12.45429929	10.74230944	10.71510401	11.55170826	12.85252951	13.87084631	13.84852514	13.59525748	12.39794197	11.92703717	12.20579325	12.18972162
orf19.1052	14.40740055	14.05282274	14.43260714	14.30772261	14.03316486	14.2295699	14.57086372	14.29519496	13.65105169	14.38161054	13.9894832	14.0382903	11.00912879	11.02859678	11.34540525	11.13613669	12.42442876	12.24406646	12.86244364	12.53422181	14.32951607	14.1205619	14.23750875	14.2317212	13.2997804	13.24302518	12.48255589	13.05336027	12.53259944	11.32080055	10.96361862	11.7703886	13.0768156	14.00483492	13.83279114	13.69079828	12.13506795	11.83289001	11.91214086	11.96578428
orf19.1053	9.938109326	9.640244936	9.970105891	9.856944204	9.485829309	9.751544059	9.609178738	9.619608644	10.55170826	10.96578428	10.80332392	10.78354396	10.28655776	10.25384748	10.03066714	10.19475685	10.21188829	10.1959873	10.17617315	10.19475685	9.71596199	9.853309555	9.744833837	9.772589504	9.182394353	9.842350343	9.273795599	9.463524373	10.17990909	10.63026713	10.23720996	10.36340473	9.897845456	10.06877828	10.02097994	9.99764995	10.4314976	10.13185696	10.19844504	10.25974326
orf19.1054	9.381542951	8.625708843	8.997179481	9.034340455	9.20701432	9.079484784	9.294620749	9.196397213	9.005624549	9.388017285	9.060695932	9.161551821	9.982993575	9.820178962	9.33315535	9.737529037	9.59058705	10.3140167	9.68474862	9.900363689	9.28771238	9.139551352	8.942514505	9.130141508	9.37721053	9.607330314	9.583082768	9.526173169	8.654636029	9.285402219	8.599912842	8.881623837	9.417852515	9.807354922	9.599912842	9.617161323	9.599912842	9.784634846	9.415741768	9.607946718
orf19.1055	12.03960452	11.69827058	11.93921188	11.89935692	11.86843676	11.8989792	11.88149638	11.88302507	12.7026056	13.183015	12.97924654	12.96824679	13.53369474	13.51545346	13.20074538	13.42451625	13.06844242	13.04046097	13.54978467	13.23915097	11.82336724	11.78912605	11.83368075	11.81551672	11.67639789	11.86882255	11.92629599	11.82773965	13.14561378	13.7918751	13.34374092	13.45297047	12.09011242	12.35259523	12.49009875	12.32033048	13.75728582	13.36331346	14.10033382	13.7713863
orf19.1057	9.759888183	8.842350343	9.211888295	9.321176496	9.971543554	9.73470962	10.12541347	9.952741247	9.712527	9.475733431	9.124121312	9.457380879	10.16867212	10.18239435	9.792790294	10.05889369	9.951284715	9.949826711	9.753216749	9.887728338	9.908392621	9.330916878	9.539158811	9.612868497	10.10328781	10.21067134	10.49685378	10.27999741	9.041659152	10.2179577	9.560332834	9.687084024	9.927777962	10.12799432	9.789533645	9.955165538	10.20701432	10.21067134	9.766528909	10.07592477
orf19.1058	11.4252159	10.83605036	11.2911707	11.205386	11.35038674	11.12992693	11.39339046	11.29576893	11.50581155	11.80493767	11.68387187	11.67006607	12.41917017	12.39392668	12.18518517	12.33650656	11.73386272	11.67109873	11.79725622	11.73499181	11.22400167	10.9225844	11.1091777	11.09055354	11.10459875	11.27903014	11.26795708	11.21937023	12.16144685	12.64813285	12.34955769	12.40043475	10.9225844	11.16616308	11.24079133	11.11612732	12.39981196	11.99894295	12.17274002	12.19987679
orf19.1059	13.46467337	13.40912571	13.77735807	13.55969574	13.17211493	13.44385008	13.75039296	13.47480443	12.45866293	13.38248894	13.27975566	13.09523217	9.856425529	9.97441459	10.36741475	10.08303604	12.29001885	12.18084157	12.77725532	12.44009052	13.590704	13.32699117	13.75467876	13.56807487	12.88226093	12.81338039	11.99081308	12.61486318	11.79928162	11.34429591	11.25738784	11.4871701	12.37204883	13.31924873	13.56759963	13.1707075	12.52869828	12.28424575	12.58402294	12.4714212
orf19.1060	4.584962501	3.169925001	3.321928095	3.841302254	3.807354922	3.459431619	3.321928095	3.544320517	3.584962501	4.459431619	4.807354922	4.36923381	5.459431619	4.857980995	4.087462841	4.906890596	3.169925001	4.700439718	3.700439718	4	2.807354922	4.523561956	2.807354922	3.624490865	3.459431619	3.584962501	3.459431619	3.50250034	3.906890596	3.700439718	3.584962501	3.736965594	3.459431619	4	4.64385619	4.115477217	3.584962501	3.700439718	4.584962501	4.029747343
orf19.1061	14.32734212	14.02833777	14.36912019	14.24938509	14.06094919	14.20242997	14.54834029	14.28537814	13.17305246	14.09564426	13.74913616	13.72109919	10.34207467	10.33427329	10.50481899	10.39589111	12.22098285	12.14911199	12.47269084	12.28771238	14.28467953	13.96262493	14.19898212	14.15508174	13.39016896	13.29605584	12.2737956	13.06709819	12.10295989	11.3777528	10.91513245	11.54930337	12.76507886	13.69326914	13.54532651	13.388107	12.49560523	12.05018877	12.18394547	12.2555204
orf19.1062	3.906890596	3.700439718	3.169925001	3.624490865	4.807354922	3	3.906890596	4.087462841	5.554588852	8.909893084	8.271463028	8.124121312	7.876516947	7.787902559	7.209453366	7.653442238	6.14974712	6.14974712	7.499845887	6.750427854	3.584962501	3.169925001	3.321928095	3.36923381	2	2.584962501	3.584962501	2.874469118	5.807354922	8.022367813	6.918863237	7.186526969	4.857980995	7.554588852	8.326429487	7.486499862	7.459431619	6.285402219	7.888743249	7.354616714
orf19.1063	8.071462363	7.62935662	7.392317423	7.725650281	8.523561956	7.965784285	8.103287808	8.217553865	8.098032083	7.312882955	8.027905997	7.853829352	9.033423002	8.703903573	8.707359132	8.82336724	7.888743249	8.77807713	8.317412614	8.373590215	7.77478706	7.832890014	8.038918989	7.886712714	7.562242424	7.686500527	7.62935662	7.626925794	8.888743249	8.596189756	9.221587121	8.924812504	7.098032083	6.894817763	7.483815777	7.17990909	8.554588852	8.204571144	9.071462363	8.654636029
orf19.1064	15.07288625	14.71354762	15.15319575	14.99217124	14.45346356	14.8446077	14.91886324	14.75295552	15.04823142	13.69468435	13.94168956	14.35525932	12.3885555	12.41943355	13.28019079	12.75850084	12.35837648	11.70994538	11.75154406	11.97166329	14.53934059	14.44953558	14.41653366	14.46940864	14.10738056	14.53034537	14.29727454	14.32206898	13.97924654	12.51988192	13.13506795	13.33590206	13.84176089	13.56949964	13.5984015	13.67514845	10.27029533	11.24792751	10.21067134	10.65940133
orf19.1065	15.89630875	15.66230677	15.89299335	15.82128403	15.34061512	15.68723898	15.73796027	15.59909924	18.11949844	18.66269271	18.13289128	18.32802475	15.97369737	16.07020482	15.49323001	15.86689253	16.57071551	16.4229353	16.57267062	16.52379165	16.04927425	16.15371035	15.77643303	16.00173804	16.09834056	16.60521906	16.1992314	16.31801314	16.02542077	17.65326495	16.9287728	17.0159921	16.65515334	17.19900129	16.49488683	16.81552089	15.97913488	15.36166968	15.52656037	15.64668058
orf19.1066	7.189824559	6.375039431	6.832890014	6.837102265	7.977279923	7.087462841	7.475733431	7.559695742	8.434628228	10.09143539	9.768184325	9.588089957	8.8008999	8.696967526	7.607330314	8.459431619	7.483815777	7.409390936	7.894817763	7.612254193	6.894817763	6.781359714	6.988684687	6.890770931	7.011227255	6.820178962	7.098032083	6.981091537	7.17990909	9.355351096	8.299208018	8.537865494	7.199672345	8.113742166	8.611024797	8.085693749	7.375039431	6.832890014	7.832890014	7.403722186
orf19.1067	10.82972274	9.17990909	9.807354922	10.10153803	13.04080341	11.68956125	12.41283444	12.48373182	11.69392249	11.42206477	11.46454575	11.53186878	10.25029842	10.40194612	10.3858624	10.34762137	10.27961058	11.12863881	11.21310422	10.93073734	10.85174904	9.665335917	11.62067804	10.91911161	11.73259144	10.53915881	12.04165915	11.56779767	10.14974712	10.40087944	10.45121111	10.33985	12.29232163	12.56224242	12.78361217	12.55993468	10.357552	10.73724734	10.55554777	10.55842071
orf19.1069	10.5849625	9.908392621	10.53624722	10.374315	10.68650053	10.033423	10.70735913	10.50779464	12.70433597	13.75655632	13.56414949	13.408772	12.42127591	12.51422091	12.24049322	12.3964264	13.04644195	12.85856386	13.66977089	13.23476754	10.20823436	10.30606169	10.04165915	10.18941277	10.69870467	10.7984718	11.39606956	10.99859043	11.77561028	12.92685191	12.25944905	12.39838743	11.90350531	12.43671154	12.62342429	12.35213541	13.82992089	12.7700444	13.88798213	13.57880509
orf19.107	9.964340868	10.10328781	10.45327063	10.18858885	7.330916878	8.820178962	8.731319031	8.434628228	10.21188829	9.422064766	9.465566405	9.747633557	9.873444113	9.975847968	10.05256805	9.969146651	8.611024797	8.764871591	8.797661526	8.726785814	10.05934446	10.88111396	9.8008999	10.32380538	8.442943496	9.616548844	8.515699838	8.964822167	9.459431619	9.691743519	9.523561956	9.561606175	7.882643049	8.491853096	8.129283017	8.189824559	8.839203788	8.906890596	8.54303182	8.77148947
orf19.1070	8.118941073	7.768184325	8.011227255	7.973458212	8.118941073	8.129283017	8.103287808	8.117210185	7.614709844	8.092757141	8.204571144	7.992466328	8.864186145	8.714245518	8.417852515	8.677132345	9.087462841	9.25502857	9.262094845	9.203755832	8.118941073	8.159871337	7.982993575	8.089229767	8.339850003	8.603626345	8.262094845	8.409390936	8.396604781	8.50779464	8.243173983	8.386581053	8.204571144	8.422064766	8.826548487	8.50779464	9.278449458	9.019590728	9.224001674	9.178249866
orf19.1075	7.321928095	6.768184325	6.965784285	7.037089318	6.06608919	6.189824559	5.930737338	6.06608919	7.076815597	7.199672345	7.087462841	7.122396631	7.74819285	7.851749041	8.21916852	7.95419631	7.375039431	7.584962501	7.21916852	7.400879436	7.942514505	8.46760555	8.252665432	8.236811481	5.930737338	6.714245518	6.169925001	6.309855263	7.6794801	7.321928095	7.348728154	7.459431619	6.918863237	7.257387843	7.832890014	7.386581053	7.209453366	7.614709844	7.129283017	7.333900736
orf19.1075.1	7.129283017	5.700439718	7.108524457	6.781359714	8.082149041	6.857980995	7.761551232	7.653442238	4.523561956	4.857980995	4.857980995	4.754887502	6.741466986	6.781359714	7.73470962	7.163230349	6.599912842	6.584962501	7.06608919	6.768184325	6.614709844	6.459431619	6.686500527	6.589963182	7.960001932	7.948367232	8.581200582	8.194756854	6.727920455	5.977279923	6.523561956	6.442943496	6.409390936	6.584962501	7.851749041	7.101538026	7.276124405	7.707359132	7.22881869	7.420662048
orf19.1077	10.33203655	9.667111542	9.955649908	10.01076119	10.19844504	10.25266543	10.26091953	10.23760833	10.51766939	8.618385502	8.417852515	9.518980929	10.53040634	10.52552081	10.86959384	10.65105169	10.39124359	10.71596199	9.759888183	10.34133349	10.50680344	10.09934781	10.26795708	10.30111508	11.90651484	12.28915435	12.21492619	12.14614435	10.65374078	10.08480839	10.2911707	10.36267444	11.2227949	10.52258153	10.2911707	10.73527394	10.357552	11.30492167	9.905387005	10.64415672
orf19.1078	11.46913302	10.83762793	11.46811489	11.28732761	11.68956125	11.41837972	11.77807713	11.63662462	9.987264012	9.840777924	10.14720492	9.997179481	12.14497682	12.13795173	12.29260922	12.19362803	11.56557814	11.72877085	12.15260174	11.83736512	11.34040649	11.09539702	11.62935662	11.37159516	12.18549492	12.19936562	12.41124615	12.26912668	11.87075	11.90463462	12.1176431	11.9685468	11.44138803	11.60825482	12.2467406	11.80883014	12.32951607	12.62684976	12.48658366	12.4860808
orf19.1080	5.807354922	5.491853096	5.64385619	5.653442239	4.459431619	5.584962501	5.357552005	5.209453366	4.64385619	6.108524457	5.247927513	5.459431619	7.22881869	7.022367813	6.339850003	6.910892526	5.64385619	5.044394119	5.209453366	5.321928095	7.159871337	6.700439718	6.209453366	6.741466986	6.569855608	7.108524457	6.14974712	6.662965012	5.285402219	6.044394119	5.807354922	5.745954377	6.044394119	5.807354922	5.392317423	5.772589504	6.62935662	6.977279923	6.426264755	6.69580827
orf19.1082	7.366322214	7.832890014	7.971543554	7.745954378	6.044394119	6.794415866	6.554588852	6.497186541	7.515699838	6.266786541	7.033423002	7.026062296	7.851749041	7.741466986	8.044394119	7.884679316	7.312882955	7.499845887	7.339850003	7.386581053	7.918863237	8.77807713	7.888743249	8.257387843	6.672425342	7.665335917	6.857980995	7.132713922	8.038918989	7.159871337	7.366322214	7.572384434	5.95419631	6.523561956	6.554588852	6.36923381	7.768184325	8.124121312	7.906890596	7.940558309
orf19.1082.1	12.67595703	12.19105921	12.6926155	12.53786549	12.80916521	12.53770375	12.77889848	12.71360131	12.34040649	12.31628153	12.00702727	12.22901905	11.11243951	11.17305246	11.4429435	11.25010099	12.33901487	12.04678297	12.41124615	12.27408691	13.17211493	12.91513245	13.21431912	13.10645389	13.14194746	13.18920683	13.29505143	13.21016398	11.37503943	11.30149619	11.03823313	11.24535463	13.02652344	13.16632003	13.08214904	13.09281219	11.73851453	11.54061241	11.54689446	11.61163963
orf19.1083	8.727920455	8.554588852	9.126704473	8.82336724	8.103287808	8.243173983	8.375039431	8.244760234	8.375039431	7.787902559	7.876516947	8.037089319	8.689997971	8.784634846	9.523561956	9.049848549	8.321928095	8.344295908	8.731319031	8.478432581	9.030667136	9.394462695	9.663558104	9.385862401	8.475733431	8.968666793	8.689997971	8.725650281	9.415741768	8.54689446	9.121533517	9.071462363	7.707359132	8.30833903	8.62935662	8.26366044	8.927777962	9.202123824	9.052568051	9.065191713
orf19.1084	12.17990909	11.65329295	12.169925	12.02109565	11.64565843	11.86108691	11.93147623	11.81778312	12.53649007	13.21841188	12.91587938	12.91687468	13.81448233	13.90595104	13.05001867	13.63775695	12.94178124	13.03497087	13.23062093	13.07419722	12.56367296	12.38505349	12.52576548	12.49352192	11.80976813	12.16144685	11.69653291	11.90312868	11.63344937	13.58801185	13.07698257	12.97369737	12.05358654	12.36413466	12.18982456	12.20813273	13.90698452	13.25635614	13.40819704	13.5514279
orf19.1085	11.12088584	10.63753055	11.07012094	10.95855272	11.41256985	10.96289601	11.12734954	11.17970179	11.509775	11.43931146	11.57695666	11.509775	11.33315535	11.37449615	11.95710204	11.58417958	12.80634823	12.63413037	12.83585304	12.76148198	11.7809498	11.60362634	12.04336911	11.82071083	12.10066234	12.20640391	12.17367714	12.16092187	12.28944258	11.62570884	12.01471793	12.00187729	12.37639675	12.51002236	12.69283342	12.53227475	12.61654884	12.53357308	12.45146871	12.5354374
orf19.1086	11.27496047	10.81858218	11.29289676	11.14487064	10.63934071	10.6794801	10.6329952	10.65075259	11.91923579	11.97584797	11.77848786	11.89355435	12.01227534	12.0454184	11.81257844	11.96036401	12.29777606	12.13795173	12.42153891	12.2904029	11.40301202	11.48784003	11.67815996	11.5276399	10.88950396	11.29232163	10.90463462	11.04120282	10.86495992	12.19567979	11.80976813	11.72366094	11.63208641	11.88111396	11.88607758	11.8045344	12.47573343	12.11015702	12.22219114	12.277578
orf19.1087	8.247927513	7.781359714	7.924812504	7.998120267	8.573647187	7.918863237	8.413627929	8.327926835	8.224001674	8.033423002	8.154818109	8.139551352	9.529430554	9.554588852	9.09011242	9.406559345	8.97441459	9.310612782	8.968666793	9.093637638	8.658211483	8.988684687	8.6794801	8.783543961	8.479780264	8.918863237	8.77148947	8.73470962	8.392317423	9.098032083	8.618385502	8.733580309	8.129283017	8.016808288	8.022367813	8.057089192	9.654636029	9.71596199	9.509775004	9.62935662
orf19.1089	8.483815777	7.348728154	8.118941073	8.057089192	8.139551352	8.011227255	8	8.05166212	5.754887502	5.857980995	6.614709844	6.129283017	8.392317423	8.30833903	9.142107057	8.665335917	8.434628228	9.041659152	8.781359714	8.7736887	8.326429487	8.651051691	8.994353437	8.682994584	9.055282436	9.162391329	9.552669098	9.273018494	9.105908509	7.906890596	8.392317423	8.5533093	7.73470962	8.038918989	9.142107057	8.438791853	9.025139562	9.060695932	8.997179481	9.027905997
